--- Atoms: 
SYBILS('25404') Truth=[0.94]
SYBILS('26736') Truth=[0.95]
SYBILS('25408') Truth=[0.94]
SYBILS('14754') Truth=[0.99]
SYBILS('14758') Truth=[0.99]
SYBILS('13429') Truth=[0.98]
SYBILS('14750') Truth=[0.98]
SYBILS('13422') Truth=[0.97]
SYBILS('14752') Truth=[0.97]
SYBILS('13421') Truth=[0.97]
SYBILS('26725') Truth=[0.66]
SYBILS('26727') Truth=[0.98]
SYBILS('26729') Truth=[0.95]
SYBILS('26720') Truth=[0.95]
SYBILS('14744') Truth=[0.98]
SYBILS('14748') Truth=[0.96]
SYBILS('14747') Truth=[0.98]
SYBILS('13416') Truth=[0.98]
SYBILS('14749') Truth=[0.98]
SYBILS('26716') Truth=[0.97]
SYBILS('26718') Truth=[0.97]
SYBILS('26710') Truth=[0.96]
SYBILS('14733') Truth=[0.97]
SYBILS('13402') Truth=[0.93]
SYBILS('13404') Truth=[0.99]
SYBILS('14739') Truth=[0.89]
SYBILS('13408') Truth=[0.97]
SYBILS('13407') Truth=[0.98]
SYBILS('14731') Truth=[0.94]
SYBILS('14730') Truth=[0.97]
SYBILS('26704') Truth=[0.98]
SYBILS('26706') Truth=[0.97]
SYBILS('26707') Truth=[0.97]
SYBILS('14719') Truth=[0.93]
SYBILS('51612') Truth=[0.93]
SYBILS('27987') Truth=[0.96]
SYBILS('52946') Truth=[0.82]
SYBILS('51615') Truth=[0.94]
SYBILS('27989') Truth=[0.94]
SYBILS('52948') Truth=[0.93]
SYBILS('52949') Truth=[0.9]
SYBILS('27980') Truth=[0.95]
SYBILS('27982') Truth=[0.94]
SYBILS('25320') Truth=[0.95]
SYBILS('27981') Truth=[0.94]
SYBILS('26652') Truth=[0.98]
SYBILS('40962') Truth=[0.92]
SYBILS('26654') Truth=[0.98]
SYBILS('40960') Truth=[0.97]
SYBILS('40961') Truth=[0.97]
SYBILS('14678') Truth=[0.95]
SYBILS('40955') Truth=[0.92]
SYBILS('39977') Truth=[0.84]
SYBILS('37314') Truth=[0.5]
SYBILS('13347') Truth=[0.95]
SYBILS('14677') Truth=[0.98]
SYBILS('38644') Truth=[0.84]
SYBILS('37313') Truth=[0.91]
SYBILS('13349') Truth=[0.93]
SYBILS('37312') Truth=[0.93]
SYBILS('14679') Truth=[0.98]
SYBILS('38642') Truth=[0.89]
SYBILS('3297') Truth=[0.97]
SYBILS('12019') Truth=[0.96]
SYBILS('64927') Truth=[0.94]
SYBILS('38640') Truth=[0.94]
SYBILS('3295') Truth=[0.99]
SYBILS('3296') Truth=[0.98]
SYBILS('39970') Truth=[0.75]
SYBILS('39971') Truth=[0.97]
SYBILS('14671') Truth=[0.98]
SYBILS('37319') Truth=[0.96]
SYBILS('13343') Truth=[0.93]
SYBILS('14673') Truth=[0.96]
SYBILS('39974') Truth=[0.94]
SYBILS('52950') Truth=[0.9]
SYBILS('38647') Truth=[0.91]
SYBILS('14676') Truth=[0.96]
SYBILS('51622') Truth=[0.48]
SYBILS('14675') Truth=[0.96]
SYBILS('13344') Truth=[0.5]
SYBILS('37315') Truth=[0.95]
SYBILS('25314') Truth=[0.97]
SYBILS('51601') Truth=[0.86]
SYBILS('26646') Truth=[0.98]
SYBILS('51602') Truth=[0.93]
SYBILS('52932') Truth=[0.95]
SYBILS('26647') Truth=[0.98]
SYBILS('51603') Truth=[0.79]
SYBILS('25317') Truth=[0.95]
SYBILS('51604') Truth=[0.74]
SYBILS('25318') Truth=[0.95]
SYBILS('25319') Truth=[0.93]
SYBILS('51606') Truth=[0.79]
SYBILS('49300') Truth=[0.86]
SYBILS('51607') Truth=[0.93]
SYBILS('52939') Truth=[0.96]
SYBILS('51608') Truth=[0.82]
SYBILS('52938') Truth=[0.93]
SYBILS('51609') Truth=[0.87]
SYBILS('3294') Truth=[0.99]
SYBILS('40970') Truth=[0.96]
SYBILS('27970') Truth=[0.97]
SYBILS('49307') Truth=[0.87]
SYBILS('40973') Truth=[0.93]
SYBILS('27972') Truth=[0.97]
SYBILS('64920') Truth=[0.94]
SYBILS('40971') Truth=[0.83]
SYBILS('49305') Truth=[0.86]
SYBILS('27975') Truth=[0.78]
SYBILS('64921') Truth=[0.94]
SYBILS('64911') Truth=[0.94]
SYBILS('14667') Truth=[0.97]
SYBILS('38656') Truth=[0.85]
SYBILS('37325') Truth=[0.97]
SYBILS('13336') Truth=[0.96]
SYBILS('40967') Truth=[0.9]
SYBILS('39989') Truth=[0.97]
SYBILS('37324') Truth=[0.91]
SYBILS('13335') Truth=[0.98]
SYBILS('3288') Truth=[0.99]
SYBILS('15997') Truth=[0.97]
SYBILS('14669') Truth=[0.98]
SYBILS('3289') Truth=[0.99]
SYBILS('12007') Truth=[0.96]
SYBILS('64914') Truth=[0.98]
SYBILS('14668') Truth=[0.98]
SYBILS('38653') Truth=[0.95]
SYBILS('37322') Truth=[0.92]
SYBILS('38652') Truth=[0.94]
SYBILS('40968') Truth=[0.83]
SYBILS('3285') Truth=[0.97]
SYBILS('64918') Truth=[0.75]
SYBILS('40969') Truth=[0.9]
SYBILS('15995') Truth=[0.97]
SYBILS('37329') Truth=[0.94]
SYBILS('14662') Truth=[0.96]
SYBILS('39985') Truth=[0.96]
SYBILS('12002') Truth=[0.95]
SYBILS('37327') Truth=[0.88]
SYBILS('52942') Truth=[0.85]
SYBILS('38657') Truth=[0.94]
SYBILS('26634') Truth=[0.97]
SYBILS('27966') Truth=[0.95]
SYBILS('26635') Truth=[0.98]
SYBILS('51635') Truth=[0.85]
SYBILS('27965') Truth=[0.96]
SYBILS('25305') Truth=[0.95]
SYBILS('50305') Truth=[0.92]
SYBILS('26637') Truth=[0.99]
SYBILS('49313') Truth=[0.94]
SYBILS('49310') Truth=[0.88]
SYBILS('51638') Truth=[0.89]
SYBILS('51639') Truth=[0.92]
SYBILS('27969') Truth=[0.94]
SYBILS('25309') Truth=[0.9]
SYBILS('50309') Truth=[0.94]
SYBILS('39990') Truth=[0.89]
SYBILS('40981') Truth=[0.91]
SYBILS('64950') Truth=[0.96]
SYBILS('26630') Truth=[0.97]
SYBILS('49318') Truth=[0.96]
SYBILS('63616') Truth=[0.94]
SYBILS('27962') Truth=[0.97]
SYBILS('26631') Truth=[0.98]
SYBILS('40985') Truth=[0.97]
SYBILS('26632') Truth=[0.97]
SYBILS('25301') Truth=[0.69]
SYBILS('49316') Truth=[0.74]
SYBILS('64953') Truth=[0.97]
SYBILS('63614') Truth=[0.94]
SYBILS('26633') Truth=[0.97]
SYBILS('64954') Truth=[0.96]
SYBILS('63613') Truth=[0.94]
SYBILS('15988') Truth=[0.98]
SYBILS('63623') Truth=[0.94]
SYBILS('13325') Truth=[0.94]
SYBILS('36005') Truth=[0.86]
SYBILS('40975') Truth=[0.94]
SYBILS('63621') Truth=[0.5]
SYBILS('36003') Truth=[0.92]
SYBILS('64947') Truth=[0.98]
SYBILS('13326') Truth=[0.66]
SYBILS('64948') Truth=[0.98]
SYBILS('37332') Truth=[0.91]
SYBILS('40979') Truth=[0.93]
SYBILS('38661') Truth=[0.85]
SYBILS('38660') Truth=[0.9]
SYBILS('15981') Truth=[0.96]
SYBILS('14650') Truth=[0.96]
SYBILS('51640') Truth=[0.9]
SYBILS('13320') Truth=[0.58]
SYBILS('50311') Truth=[0.94]
SYBILS('37339') Truth=[0.93]
SYBILS('15982') Truth=[0.91]
SYBILS('38669') Truth=[0.86]
SYBILS('37338') Truth=[0.93]
SYBILS('37337') Truth=[0.96]
SYBILS('13322') Truth=[0.99]
SYBILS('51623') Truth=[0.82]
SYBILS('49325') Truth=[0.93]
SYBILS('49326') Truth=[0.84]
SYBILS('26625') Truth=[0.98]
SYBILS('49323') Truth=[0.93]
SYBILS('26626') Truth=[0.96]
SYBILS('51626') Truth=[0.91]
SYBILS('26627') Truth=[0.97]
SYBILS('27959') Truth=[0.97]
SYBILS('49321') Truth=[0.85]
SYBILS('52959') Truth=[0.88]
SYBILS('49322') Truth=[0.84]
SYBILS('51629') Truth=[0.96]
SYBILS('63609') Truth=[0.99]
SYBILS('38670') Truth=[0.89]
SYBILS('63606') Truth=[0.94]
SYBILS('27951') Truth=[0.94]
SYBILS('49329') Truth=[0.93]
SYBILS('26620') Truth=[0.99]
SYBILS('27950') Truth=[0.94]
SYBILS('26621') Truth=[0.98]
SYBILS('49327') Truth=[0.9]
SYBILS('64943') Truth=[0.96]
SYBILS('63602') Truth=[0.94]
SYBILS('15977') Truth=[0.95]
SYBILS('13314') Truth=[0.94]
SYBILS('36015') Truth=[0.96]
SYBILS('64933') Truth=[0.94]
SYBILS('63612') Truth=[0.94]
SYBILS('15978') Truth=[0.97]
SYBILS('63611') Truth=[0.98]
SYBILS('13313') Truth=[0.66]
SYBILS('37346') Truth=[0.9]
SYBILS('36013') Truth=[0.5]
SYBILS('13316') Truth=[0.94]
SYBILS('37345') Truth=[0.97]
SYBILS('14646') Truth=[0.97]
SYBILS('64936') Truth=[0.94]
SYBILS('40987') Truth=[0.83]
SYBILS('14649') Truth=[0.99]
SYBILS('14648') Truth=[0.98]
SYBILS('36012') Truth=[0.86]
SYBILS('64939') Truth=[0.96]
SYBILS('38671') Truth=[0.85]
SYBILS('37340') Truth=[0.91]
SYBILS('15970') Truth=[0.94]
SYBILS('52960') Truth=[0.85]
SYBILS('15973') Truth=[0.97]
SYBILS('14641') Truth=[0.96]
SYBILS('36019') Truth=[0.86]
SYBILS('51631') Truth=[0.95]
SYBILS('15971') Truth=[0.66]
SYBILS('52964') Truth=[0.89]
SYBILS('14642') Truth=[0.98]
SYBILS('50302') Truth=[0.92]
SYBILS('38679') Truth=[0.93]
SYBILS('37348') Truth=[0.85]
SYBILS('25369') Truth=[0.99]
SYBILS('24035') Truth=[0.85]
SYBILS('52902') Truth=[0.93]
SYBILS('52901') Truth=[0.67]
SYBILS('12050') Truth=[0.98]
SYBILS('3260') Truth=[0.97]
SYBILS('4591') Truth=[0.98]
SYBILS('52909') Truth=[0.92]
SYBILS('26695') Truth=[0.99]
SYBILS('26697') Truth=[0.99]
SYBILS('26699') Truth=[0.99]
SYBILS('25368') Truth=[0.99]
SYBILS('4589') Truth=[0.99]
SYBILS('40911') Truth=[0.96]
SYBILS('4588') Truth=[0.98]
SYBILS('3255') Truth=[0.97]
SYBILS('39935') Truth=[0.93]
SYBILS('40915') Truth=[0.89]
SYBILS('39937') Truth=[0.95]
SYBILS('3254') Truth=[0.97]
SYBILS('4584') Truth=[0.99]
SYBILS('39938') Truth=[0.94]
SYBILS('4582') Truth=[0.99]
SYBILS('26691') Truth=[0.98]
SYBILS('25360') Truth=[0.99]
SYBILS('13382') Truth=[0.98]
SYBILS('40917') Truth=[0.94]
SYBILS('40918') Truth=[0.97]
SYBILS('12055') Truth=[0.96]
SYBILS('26689') Truth=[0.99]
SYBILS('24024') Truth=[0.96]
SYBILS('24021') Truth=[0.92]
SYBILS('4581') Truth=[0.98]
SYBILS('26681') Truth=[0.98]
SYBILS('3250') Truth=[0.98]
SYBILS('4580') Truth=[0.99]
SYBILS('25351') Truth=[0.96]
SYBILS('26683') Truth=[0.99]
SYBILS('26685') Truth=[0.99]
SYBILS('26686') Truth=[0.98]
SYBILS('25355') Truth=[0.94]
SYBILS('24029') Truth=[0.93]
SYBILS('25357') Truth=[0.99]
SYBILS('24027') Truth=[0.98]
SYBILS('4578') Truth=[0.95]
SYBILS('40922') Truth=[0.97]
SYBILS('3247') Truth=[0.99]
SYBILS('4577') Truth=[0.94]
SYBILS('39945') Truth=[0.84]
SYBILS('12049') Truth=[0.97]
SYBILS('13379') Truth=[0.98]
SYBILS('4576') Truth=[0.98]
SYBILS('40920') Truth=[0.87]
SYBILS('39947') Truth=[0.84]
SYBILS('3242') Truth=[0.99]
SYBILS('4574') Truth=[0.95]
SYBILS('39948') Truth=[0.84]
SYBILS('4573') Truth=[0.97]
SYBILS('40927') Truth=[0.95]
SYBILS('3240') Truth=[0.99]
SYBILS('4571') Truth=[0.94]
SYBILS('26680') Truth=[0.98]
SYBILS('12041') Truth=[0.99]
SYBILS('13374') Truth=[0.99]
SYBILS('40929') Truth=[0.5]
SYBILS('38617') Truth=[0.67]
SYBILS('12044') Truth=[0.98]
SYBILS('12046') Truth=[0.96]
SYBILS('13378') Truth=[0.99]
SYBILS('4579') Truth=[0.94]
SYBILS('26678') Truth=[0.98]
SYBILS('25347') Truth=[0.93]
SYBILS('24015') Truth=[0.94]
SYBILS('52922') Truth=[0.87]
SYBILS('25348') Truth=[0.95]
SYBILS('24014') Truth=[0.97]
SYBILS('24013') Truth=[0.96]
SYBILS('3283') Truth=[0.96]
SYBILS('26671') Truth=[0.99]
SYBILS('25340') Truth=[0.66]
SYBILS('3280') Truth=[0.96]
SYBILS('25342') Truth=[0.66]
SYBILS('24019') Truth=[0.98]
SYBILS('26675') Truth=[0.95]
SYBILS('25344') Truth=[0.94]
SYBILS('25345') Truth=[0.81]
SYBILS('24016') Truth=[0.96]
SYBILS('40933') Truth=[0.86]
SYBILS('12037') Truth=[0.95]
SYBILS('39955') Truth=[0.84]
SYBILS('38623') Truth=[0.96]
SYBILS('40934') Truth=[0.9]
SYBILS('64901') Truth=[0.83]
SYBILS('14699') Truth=[0.96]
SYBILS('13368') Truth=[0.99]
SYBILS('39957') Truth=[0.84]
SYBILS('38621') Truth=[0.94]
SYBILS('39958') Truth=[0.94]
SYBILS('64903') Truth=[0.89]
SYBILS('39959') Truth=[0.88]
SYBILS('64904') Truth=[0.94]
SYBILS('40938') Truth=[0.96]
SYBILS('64905') Truth=[0.55]
SYBILS('40935') Truth=[0.86]
SYBILS('40936') Truth=[0.86]
SYBILS('64907') Truth=[0.72]
SYBILS('64908') Truth=[0.67]
SYBILS('14692') Truth=[0.6]
SYBILS('14691') Truth=[0.86]
SYBILS('14693') Truth=[0.62]
SYBILS('39951') Truth=[0.94]
SYBILS('14696') Truth=[0.97]
SYBILS('38627') Truth=[0.9]
SYBILS('13365') Truth=[0.99]
SYBILS('39953') Truth=[0.98]
SYBILS('13367') Truth=[0.96]
SYBILS('39954') Truth=[0.92]
SYBILS('51600') Truth=[0.91]
SYBILS('52911') Truth=[0.5]
SYBILS('24004') Truth=[0.96]
SYBILS('25339') Truth=[0.94]
SYBILS('52915') Truth=[0.96]
SYBILS('52916') Truth=[0.83]
SYBILS('26660') Truth=[0.96]
SYBILS('27990') Truth=[0.96]
SYBILS('27993') Truth=[0.94]
SYBILS('24009') Truth=[0.98]
SYBILS('27992') Truth=[0.96]
SYBILS('40951') Truth=[0.97]
SYBILS('26663') Truth=[0.98]
SYBILS('25332') Truth=[0.95]
SYBILS('24008') Truth=[0.98]
SYBILS('40952') Truth=[0.96]
SYBILS('26664') Truth=[0.97]
SYBILS('24007') Truth=[0.93]
SYBILS('26665') Truth=[0.91]
SYBILS('27997') Truth=[0.66]
SYBILS('26666') Truth=[0.95]
SYBILS('27996') Truth=[0.66]
SYBILS('3268') Truth=[0.99]
SYBILS('12026') Truth=[0.96]
SYBILS('38634') Truth=[0.94]
SYBILS('14689') Truth=[0.87]
SYBILS('3269') Truth=[1]
SYBILS('38633') Truth=[0.89]
SYBILS('40942') Truth=[0.9]
SYBILS('39968') Truth=[0.94]
SYBILS('39969') Truth=[0.93]
SYBILS('12029') Truth=[0.93]
SYBILS('40948') Truth=[0.66]
SYBILS('4594') Truth=[0.97]
SYBILS('4593') Truth=[0.98]
SYBILS('13350') Truth=[0.93]
SYBILS('14683') Truth=[0.94]
SYBILS('37309') Truth=[0.93]
SYBILS('12021') Truth=[0.96]
SYBILS('14682') Truth=[0.94]
SYBILS('38639') Truth=[0.93]
SYBILS('13351') Truth=[0.97]
SYBILS('12022') Truth=[0.98]
SYBILS('37307') Truth=[0.76]
SYBILS('13354') Truth=[0.66]
SYBILS('38637') Truth=[0.98]
SYBILS('13353') Truth=[0.93]
SYBILS('37306') Truth=[0.5]
SYBILS('38636') Truth=[0.85]
SYBILS('14687') Truth=[0.98]
SYBILS('37305') Truth=[0.96]
SYBILS('38635') Truth=[0.93]
SYBILS('37304') Truth=[0.96]
SYBILS('48049') Truth=[0.95]
SYBILS('49376') Truth=[0.87]
SYBILS('24077') Truth=[0.96]
SYBILS('48044') Truth=[0.89]
SYBILS('49374') Truth=[0.96]
SYBILS('12094') Truth=[0.96]
SYBILS('37393') Truth=[0.97]
SYBILS('36060') Truth=[0.86]
SYBILS('61019') Truth=[0.94]
SYBILS('37390') Truth=[0.97]
SYBILS('63679') Truth=[0.94]
SYBILS('62348') Truth=[0.5]
SYBILS('4545') Truth=[0.99]
SYBILS('61026') Truth=[0.8]
SYBILS('5875') Truth=[0.96]
SYBILS('63687') Truth=[0.94]
SYBILS('5873') Truth=[0.95]
SYBILS('4542') Truth=[0.99]
SYBILS('36069') Truth=[0.9]
SYBILS('61025') Truth=[0.76]
SYBILS('63686') Truth=[0.5]
SYBILS('37399') Truth=[0.96]
SYBILS('61022') Truth=[0.95]
SYBILS('63685') Truth=[0.94]
SYBILS('37398') Truth=[0.93]
SYBILS('62354') Truth=[0.9]
SYBILS('36067') Truth=[0.88]
SYBILS('63684') Truth=[0.97]
SYBILS('5870') Truth=[0.98]
SYBILS('36064') Truth=[0.93]
SYBILS('63683') Truth=[0.97]
SYBILS('37395') Truth=[0.93]
SYBILS('12095') Truth=[0.96]
SYBILS('24073') Truth=[0.98]
SYBILS('48040') Truth=[0.79]
SYBILS('49373') Truth=[0.92]
SYBILS('63680') Truth=[0.5]
SYBILS('49370') Truth=[0.84]
SYBILS('50374') Truth=[0.97]
SYBILS('48042') Truth=[0.7]
SYBILS('49371') Truth=[0.88]
SYBILS('50375') Truth=[0.95]
SYBILS('3217') Truth=[0.99]
SYBILS('4549') Truth=[0.99]
SYBILS('50376') Truth=[0.96]
SYBILS('3218') Truth=[0.99]
SYBILS('5879') Truth=[0.93]
SYBILS('4548') Truth=[0.99]
SYBILS('4546') Truth=[0.99]
SYBILS('50379') Truth=[0.96]
SYBILS('24068') Truth=[0.98]
SYBILS('12081') Truth=[0.97]
SYBILS('48054') Truth=[0.5]
SYBILS('48057') Truth=[0.84]
SYBILS('25395') Truth=[0.94]
SYBILS('36071') Truth=[0.88]
SYBILS('3202') Truth=[0.97]
SYBILS('3203') Truth=[0.99]
SYBILS('4533') Truth=[1]
SYBILS('61016') Truth=[0.93]
SYBILS('5863') Truth=[0.98]
SYBILS('4532') Truth=[0.99]
SYBILS('63676') Truth=[0.94]
SYBILS('3201') Truth=[0.98]
SYBILS('5862') Truth=[0.99]
SYBILS('36077') Truth=[0.95]
SYBILS('63674') Truth=[0.5]
SYBILS('5860') Truth=[0.99]
SYBILS('63673') Truth=[0.94]
SYBILS('36078') Truth=[0.94]
SYBILS('51690') Truth=[0.94]
SYBILS('25393') Truth=[0.94]
SYBILS('61010') Truth=[0.94]
SYBILS('36076') Truth=[0.98]
SYBILS('63671') Truth=[0.94]
SYBILS('51692') Truth=[0.86]
SYBILS('12085') Truth=[0.98]
SYBILS('24061') Truth=[0.98]
SYBILS('50363') Truth=[0.94]
SYBILS('3209') Truth=[0.99]
SYBILS('4539') Truth=[0.99]
SYBILS('4538') Truth=[0.99]
SYBILS('3207') Truth=[1]
SYBILS('51697') Truth=[0.85]
SYBILS('3204') Truth=[0.98]
SYBILS('5867') Truth=[1]
SYBILS('4536') Truth=[0.99]
SYBILS('3205') Truth=[0.98]
SYBILS('5866') Truth=[0.98]
SYBILS('48069') Truth=[0.5]
SYBILS('24056') Truth=[0.75]
SYBILS('48066') Truth=[0.96]
SYBILS('24054') Truth=[0.96]
SYBILS('48068') Truth=[0.94]
SYBILS('12072') Truth=[0.98]
SYBILS('36084') Truth=[0.94]
SYBILS('36085') Truth=[0.95]
SYBILS('25385') Truth=[0.66]
SYBILS('36082') Truth=[0.91]
SYBILS('36081') Truth=[0.5]
SYBILS('61048') Truth=[0.9]
SYBILS('5896') Truth=[0.96]
SYBILS('62378') Truth=[0.39]
SYBILS('50390') Truth=[0.91]
SYBILS('3232') Truth=[0.99]
SYBILS('5893') Truth=[0.98]
SYBILS('4562') Truth=[0.99]
SYBILS('36086') Truth=[0.95]
SYBILS('62374') Truth=[0.99]
SYBILS('5891') Truth=[0.96]
SYBILS('50393') Truth=[0.96]
SYBILS('61043') Truth=[0.85]
SYBILS('12073') Truth=[0.98]
SYBILS('62372') Truth=[0.95]
SYBILS('12074') Truth=[0.98]
SYBILS('49392') Truth=[0.84]
SYBILS('49393') Truth=[0.9]
SYBILS('50397') Truth=[0.97]
SYBILS('48063') Truth=[0.9]
SYBILS('3239') Truth=[0.97]
SYBILS('12077') Truth=[0.97]
SYBILS('49390') Truth=[0.79]
SYBILS('12079') Truth=[0.99]
SYBILS('48060') Truth=[0.92]
SYBILS('24048') Truth=[0.96]
SYBILS('24045') Truth=[0.99]
SYBILS('24042') Truth=[0.96]
SYBILS('13392') Truth=[0.97]
SYBILS('48078') Truth=[0.96]
SYBILS('25373') Truth=[0.97]
SYBILS('36093') Truth=[0.86]
SYBILS('25375') Truth=[0.99]
SYBILS('36091') Truth=[0.86]
SYBILS('61028') Truth=[0.94]
SYBILS('24049') Truth=[0.93]
SYBILS('5885') Truth=[0.96]
SYBILS('61035') Truth=[0.95]
SYBILS('63698') Truth=[0.95]
SYBILS('4553') Truth=[0.99]
SYBILS('61036') Truth=[0.93]
SYBILS('63697') Truth=[0.94]
SYBILS('3220') Truth=[0.99]
SYBILS('62365') Truth=[0.91]
SYBILS('3221') Truth=[0.99]
SYBILS('5882') Truth=[0.99]
SYBILS('4551') Truth=[0.99]
SYBILS('50380') Truth=[0.94]
SYBILS('63695') Truth=[0.69]
SYBILS('62364') Truth=[0.83]
SYBILS('4550') Truth=[0.99]
SYBILS('5880') Truth=[0.98]
SYBILS('50382') Truth=[0.94]
SYBILS('36098') Truth=[0.86]
SYBILS('63693') Truth=[0.5]
SYBILS('50383') Truth=[0.95]
SYBILS('24040') Truth=[0.96]
SYBILS('12063') Truth=[0.97]
SYBILS('13393') Truth=[0.97]
SYBILS('50385') Truth=[0.95]
SYBILS('48075') Truth=[0.93]
SYBILS('63690') Truth=[0.5]
SYBILS('50386') Truth=[0.95]
SYBILS('13395') Truth=[0.97]
SYBILS('50387') Truth=[0.94]
SYBILS('4559') Truth=[0.99]
SYBILS('5889') Truth=[0.99]
SYBILS('4558') Truth=[0.99]
SYBILS('48070') Truth=[0.84]
SYBILS('49337') Truth=[0.94]
SYBILS('50326') Truth=[0.92]
SYBILS('52987') Truth=[0.9]
SYBILS('49334') Truth=[0.84]
SYBILS('49332') Truth=[0.8]
SYBILS('50329') Truth=[0.91]
SYBILS('38681') Truth=[0.67]
SYBILS('63638') Truth=[0.97]
SYBILS('63637') Truth=[0.96]
SYBILS('49339') Truth=[0.84]
SYBILS('62304') Truth=[0.96]
SYBILS('5832') Truth=[0.98]
SYBILS('63645') Truth=[0.94]
SYBILS('5831') Truth=[0.98]
SYBILS('63644') Truth=[0.5]
SYBILS('38688') Truth=[0.85]
SYBILS('5830') Truth=[0.99]
SYBILS('40997') Truth=[0.87]
SYBILS('36024') Truth=[0.88]
SYBILS('64968') Truth=[0.99]
SYBILS('63643') Truth=[0.94]
SYBILS('38687') Truth=[0.89]
SYBILS('37356') Truth=[0.73]
SYBILS('62312') Truth=[0.79]
SYBILS('64969') Truth=[0.99]
SYBILS('38686') Truth=[0.96]
SYBILS('37355') Truth=[0.88]
SYBILS('36022') Truth=[0.98]
SYBILS('63641') Truth=[0.97]
SYBILS('38684') Truth=[0.88]
SYBILS('36020') Truth=[0.94]
SYBILS('38682') Truth=[0.85]
SYBILS('5839') Truth=[0.99]
SYBILS('51660') Truth=[0.91]
SYBILS('52990') Truth=[0.84]
SYBILS('52993') Truth=[0.84]
SYBILS('50331') Truth=[0.94]
SYBILS('52992') Truth=[0.84]
SYBILS('52995') Truth=[0.84]
SYBILS('5835') Truth=[0.75]
SYBILS('4504') Truth=[0.99]
SYBILS('51664') Truth=[0.91]
SYBILS('4503') Truth=[0.98]
SYBILS('51665') Truth=[0.82]
SYBILS('5833') Truth=[0.98]
SYBILS('51666') Truth=[0.82]
SYBILS('50315') Truth=[0.83]
SYBILS('49348') Truth=[0.94]
SYBILS('51648') Truth=[0.82]
SYBILS('49346') Truth=[0.89]
SYBILS('52978') Truth=[0.96]
SYBILS('50318') Truth=[0.88]
SYBILS('48010') Truth=[0.91]
SYBILS('49342') Truth=[0.9]
SYBILS('48012') Truth=[0.87]
SYBILS('38691') Truth=[0.75]
SYBILS('37360') Truth=[0.95]
SYBILS('64960') Truth=[0.95]
SYBILS('63628') Truth=[0.94]
SYBILS('48019') Truth=[0.84]
SYBILS('63626') Truth=[0.98]
SYBILS('49349') Truth=[0.92]
SYBILS('63625') Truth=[0.98]
SYBILS('63634') Truth=[0.5]
SYBILS('37369') Truth=[0.9]
SYBILS('36038') Truth=[0.96]
SYBILS('64956') Truth=[0.97]
SYBILS('62302') Truth=[0.96]
SYBILS('38698') Truth=[0.66]
SYBILS('64958') Truth=[0.47]
SYBILS('37366') Truth=[0.91]
SYBILS('62300') Truth=[0.96]
SYBILS('64959') Truth=[0.93]
SYBILS('36031') Truth=[0.98]
SYBILS('52980') Truth=[0.9]
SYBILS('49340') Truth=[0.92]
SYBILS('50321') Truth=[0.66]
SYBILS('51653') Truth=[0.84]
SYBILS('50322') Truth=[0.91]
