--- Atoms: 
SYBILS('51643') Truth=[1]
SYBILS('15983') Truth=[0.99]
SYBILS('13322') Truth=[1]
SYBILS('26623') Truth=[1]
SYBILS('52955') Truth=[1]
SYBILS('27954') Truth=[0.97]
SYBILS('26626') Truth=[0.98]
SYBILS('51626') Truth=[1]
SYBILS('27959') Truth=[0.98]
SYBILS('27958') Truth=[0.99]
SYBILS('49322') Truth=[1]
SYBILS('52958') Truth=[1]
SYBILS('40991') Truth=[1]
SYBILS('27951') Truth=[0.97]
SYBILS('40995') Truth=[1]
SYBILS('63604') Truth=[1]
SYBILS('27953') Truth=[0.98]
SYBILS('64942') Truth=[0.99]
SYBILS('40993') Truth=[1]
SYBILS('63603') Truth=[1]
SYBILS('49328') Truth=[1]
SYBILS('14645') Truth=[0.99]
SYBILS('15977') Truth=[0.99]
SYBILS('13314') Truth=[0.98]
SYBILS('38678') Truth=[1]
SYBILS('15978') Truth=[0.96]
SYBILS('13313') Truth=[0.99]
SYBILS('40989') Truth=[1]
SYBILS('13316') Truth=[0.99]
SYBILS('63610') Truth=[1]
SYBILS('38676') Truth=[1]
SYBILS('37345') Truth=[1]
SYBILS('13315') Truth=[0.98]
SYBILS('40987') Truth=[1]
SYBILS('36014') Truth=[1]
SYBILS('38675') Truth=[1]
SYBILS('37344') Truth=[1]
SYBILS('38674') Truth=[1]
SYBILS('13317') Truth=[0.99]
SYBILS('38673') Truth=[1]
SYBILS('15979') Truth=[0.98]
SYBILS('64939') Truth=[1]
SYBILS('38672') Truth=[1]
SYBILS('36010') Truth=[1]
SYBILS('37340') Truth=[1]
SYBILS('52960') Truth=[1]
SYBILS('36019') Truth=[1]
SYBILS('14640') Truth=[0.99]
SYBILS('15974') Truth=[0.99]
SYBILS('52961') Truth=[1]
SYBILS('15971') Truth=[0.99]
SYBILS('50301') Truth=[1]
SYBILS('52964') Truth=[1]
SYBILS('13312') Truth=[1]
SYBILS('13311') Truth=[0.98]
SYBILS('50302') Truth=[1]
SYBILS('38679') Truth=[1]
SYBILS('52900') Truth=[1]
SYBILS('24037') Truth=[0.99]
SYBILS('24036') Truth=[0.9]
SYBILS('24035') Truth=[0.99]
SYBILS('24034') Truth=[0.99]
SYBILS('24031') Truth=[0.99]
SYBILS('12050') Truth=[0.99]
SYBILS('52905') Truth=[1]
SYBILS('13380') Truth=[1]
SYBILS('4591') Truth=[0.99]
SYBILS('52907') Truth=[1]
SYBILS('26693') Truth=[0.99]
SYBILS('25362') Truth=[1]
SYBILS('4590') Truth=[0.99]
SYBILS('26694') Truth=[0.99]
SYBILS('26695') Truth=[0.99]
SYBILS('52909') Truth=[0.99]
SYBILS('26696') Truth=[0.99]
SYBILS('4588') Truth=[0.99]
SYBILS('3255') Truth=[0.99]
SYBILS('4587') Truth=[1]
SYBILS('40910') Truth=[1]
SYBILS('39936') Truth=[1]
SYBILS('40915') Truth=[1]
SYBILS('39937') Truth=[1]
SYBILS('39939') Truth=[1]
SYBILS('38609') Truth=[1]
SYBILS('12051') Truth=[0.99]
SYBILS('13383') Truth=[0.98]
SYBILS('38608') Truth=[1]
SYBILS('12052') Truth=[0.99]
SYBILS('13382') Truth=[0.99]
SYBILS('38606') Truth=[1]
SYBILS('12055') Truth=[0.98]
SYBILS('13387') Truth=[0.99]
SYBILS('3259') Truth=[0.99]
SYBILS('26689') Truth=[0.99]
SYBILS('24022') Truth=[0.99]
SYBILS('24021') Truth=[0.99]
SYBILS('4581') Truth=[0.99]
SYBILS('26681') Truth=[0.99]
SYBILS('25351') Truth=[0.99]
SYBILS('25352') Truth=[1]
SYBILS('26684') Truth=[0.99]
SYBILS('25353') Truth=[0.99]
SYBILS('40930') Truth=[1]
SYBILS('26686') Truth=[0.99]
SYBILS('26687') Truth=[0.99]
SYBILS('24027') Truth=[0.99]
SYBILS('12049') Truth=[0.99]
SYBILS('3245') Truth=[0.98]
SYBILS('4574') Truth=[0.99]
SYBILS('39948') Truth=[1]
SYBILS('3240') Truth=[1]
SYBILS('4572') Truth=[0.99]
SYBILS('3241') Truth=[1]
SYBILS('4571') Truth=[0.99]
SYBILS('13372') Truth=[0.99]
SYBILS('13371') Truth=[1]
SYBILS('38618') Truth=[1]
SYBILS('13374') Truth=[1]
SYBILS('13373') Truth=[1]
SYBILS('39940') Truth=[1]
SYBILS('12044') Truth=[0.99]
SYBILS('13376') Truth=[0.99]
SYBILS('39941') Truth=[1]
SYBILS('13375') Truth=[1]
SYBILS('39942') Truth=[1]
SYBILS('38614') Truth=[1]
SYBILS('12046') Truth=[0.98]
SYBILS('3249') Truth=[1]
SYBILS('52922') Truth=[1]
SYBILS('25349') Truth=[0.96]
SYBILS('24013') Truth=[0.98]
SYBILS('52923') Truth=[1]
SYBILS('52928') Truth=[1]
SYBILS('26671') Truth=[0.98]
SYBILS('52929') Truth=[1]
SYBILS('26675') Truth=[0.99]
SYBILS('24017') Truth=[0.98]
SYBILS('64910') Truth=[1]
SYBILS('3279') Truth=[1]
SYBILS('40933') Truth=[1]
SYBILS('38623') Truth=[1]
SYBILS('13369') Truth=[1]
SYBILS('39956') Truth=[1]
SYBILS('64902') Truth=[0.82]
SYBILS('40932') Truth=[1]
SYBILS('3275') Truth=[0.98]
SYBILS('40937') Truth=[1]
SYBILS('64904') Truth=[0.99]
SYBILS('40938') Truth=[1]
SYBILS('40935') Truth=[1]
SYBILS('14692') Truth=[1]
SYBILS('12030') Truth=[0.99]
SYBILS('38628') Truth=[1]
SYBILS('14693') Truth=[1]
SYBILS('14696') Truth=[0.99]
SYBILS('39952') Truth=[1]
SYBILS('13364') Truth=[0.99]
SYBILS('39953') Truth=[1]
SYBILS('38625') Truth=[1]
SYBILS('52930') Truth=[1]
SYBILS('26667') Truth=[0.99]
SYBILS('25336') Truth=[0.98]
SYBILS('26669') Truth=[0.98]
SYBILS('24002') Truth=[0.98]
SYBILS('52913') Truth=[1]
SYBILS('52917') Truth=[1]
SYBILS('52916') Truth=[1]
SYBILS('52919') Truth=[1]
SYBILS('26660') Truth=[0.98]
SYBILS('27990') Truth=[0.98]
SYBILS('27993') Truth=[0.97]
SYBILS('3270') Truth=[0.99]
SYBILS('26662') Truth=[0.99]
SYBILS('25331') Truth=[0.97]
SYBILS('25332') Truth=[0.97]
SYBILS('24008') Truth=[0.99]
SYBILS('26665') Truth=[1]
SYBILS('25334') Truth=[0.99]
SYBILS('24005') Truth=[0.99]
SYBILS('27996') Truth=[0.99]
SYBILS('3268') Truth=[0.99]
SYBILS('39966') Truth=[1]
SYBILS('12026') Truth=[0.98]
SYBILS('3266') Truth=[0.99]
SYBILS('4598') Truth=[1]
SYBILS('12028') Truth=[0.98]
SYBILS('37301') Truth=[1]
SYBILS('38631') Truth=[1]
SYBILS('12029') Truth=[0.99]
SYBILS('37300') Truth=[1]
SYBILS('13359') Truth=[0.98]
SYBILS('3262') Truth=[1]
SYBILS('3263') Truth=[0.99]
SYBILS('13350') Truth=[0.99]
SYBILS('39961') Truth=[1]
SYBILS('14682') Truth=[0.99]
SYBILS('37307') Truth=[1]
SYBILS('12023') Truth=[1]
SYBILS('14684') Truth=[0.99]
SYBILS('12024') Truth=[1]
SYBILS('38636') Truth=[1]
SYBILS('14687') Truth=[0.99]
SYBILS('12025') Truth=[0.98]
SYBILS('38635') Truth=[1]
SYBILS('13355') Truth=[0.99]
SYBILS('50369') Truth=[1]
SYBILS('24079') Truth=[0.99]
SYBILS('24078') Truth=[0.99]
SYBILS('49376') Truth=[1]
SYBILS('12092') Truth=[1]
SYBILS('49374') Truth=[1]
SYBILS('24075') Truth=[0.99]
SYBILS('49375') Truth=[1]
SYBILS('62348') Truth=[1]
SYBILS('3213') Truth=[1]
SYBILS('4545') Truth=[1]
SYBILS('5875') Truth=[0.98]
SYBILS('63688') Truth=[1]
SYBILS('62357') Truth=[1]
SYBILS('62356') Truth=[1]
SYBILS('4542') Truth=[1]
SYBILS('63686') Truth=[1]
SYBILS('5872') Truth=[0.99]
SYBILS('61022') Truth=[1]
SYBILS('63685') Truth=[1]
SYBILS('3210') Truth=[0.99]
SYBILS('61023') Truth=[1]
SYBILS('63683') Truth=[1]
SYBILS('50371') Truth=[1]
SYBILS('61021') Truth=[1]
SYBILS('37395') Truth=[1]
SYBILS('12095') Truth=[0.99]
SYBILS('49372') Truth=[1]
SYBILS('24073') Truth=[0.99]
SYBILS('49370') Truth=[1]
SYBILS('12098') Truth=[0.99]
SYBILS('24070') Truth=[0.98]
SYBILS('3218') Truth=[0.99]
SYBILS('4548') Truth=[1]
SYBILS('4547') Truth=[1]
SYBILS('48059') Truth=[1]
SYBILS('50359') Truth=[1]
SYBILS('24068') Truth=[0.99]
SYBILS('24067') Truth=[0.99]
SYBILS('12080') Truth=[0.99]
SYBILS('49387') Truth=[0.99]
SYBILS('12083') Truth=[0.99]
SYBILS('48056') Truth=[1]
SYBILS('25397') Truth=[1]
SYBILS('36072') Truth=[1]
SYBILS('61009') Truth=[1]
SYBILS('63668') Truth=[1]
SYBILS('4534') Truth=[0.99]
SYBILS('61015') Truth=[1]
SYBILS('63678') Truth=[1]
SYBILS('3200') Truth=[1]
SYBILS('5863') Truth=[0.99]
SYBILS('4532') Truth=[1]
SYBILS('61013') Truth=[1]
SYBILS('36079') Truth=[1]
SYBILS('5861') Truth=[1]
SYBILS('4530') Truth=[1]
SYBILS('61011') Truth=[1]
SYBILS('5860') Truth=[1]
SYBILS('63673') Truth=[1]
SYBILS('63672') Truth=[1]
SYBILS('25393') Truth=[0.98]
SYBILS('51691') Truth=[1]
SYBILS('50361') Truth=[1]
SYBILS('63670') Truth=[1]
SYBILS('24062') Truth=[0.99]
SYBILS('12085') Truth=[0.99]
SYBILS('48050') Truth=[1]
SYBILS('24061') Truth=[0.99]
SYBILS('49381') Truth=[0.99]
SYBILS('49382') Truth=[1]
SYBILS('4538') Truth=[1]
SYBILS('49380') Truth=[1]
SYBILS('4536') Truth=[1]
SYBILS('51698') Truth=[1]
SYBILS('24059') Truth=[0.99]
SYBILS('48069') Truth=[1]
SYBILS('24058') Truth=[0.99]
SYBILS('24056') Truth=[0.99]
SYBILS('12071') Truth=[0.91]
SYBILS('49396') Truth=[1]
SYBILS('25389') Truth=[1]
SYBILS('4566') Truth=[1]
SYBILS('5896') Truth=[0.98]
SYBILS('61046') Truth=[1]
SYBILS('5895') Truth=[0.98]
SYBILS('36088') Truth=[1]
SYBILS('61044') Truth=[1]
SYBILS('5892') Truth=[0.99]
SYBILS('36086') Truth=[1]
SYBILS('4560') Truth=[1]
SYBILS('36087') Truth=[1]
SYBILS('61043') Truth=[0.99]
SYBILS('24051') Truth=[0.98]
SYBILS('61040') Truth=[1]
SYBILS('50395') Truth=[1]
SYBILS('62371') Truth=[1]
SYBILS('49392') Truth=[1]
SYBILS('3239') Truth=[0.99]
SYBILS('12077') Truth=[0.99]
SYBILS('12078') Truth=[1]
SYBILS('12079') Truth=[0.99]
SYBILS('5899') Truth=[0.99]
SYBILS('4568') Truth=[0.99]
SYBILS('24047') Truth=[0.99]
SYBILS('24044') Truth=[0.99]
SYBILS('48077') Truth=[1]
SYBILS('12060') Truth=[0.99]
SYBILS('13392') Truth=[0.99]
SYBILS('12061') Truth=[0.99]
SYBILS('24041') Truth=[0.99]
SYBILS('25373') Truth=[0.99]
SYBILS('25374') Truth=[0.98]
SYBILS('25375') Truth=[1]
SYBILS('36094') Truth=[1]
SYBILS('25376') Truth=[1]
SYBILS('25377') Truth=[1]
SYBILS('25378') Truth=[1]
SYBILS('24049') Truth=[0.99]
SYBILS('62359') Truth=[1]
SYBILS('5887') Truth=[0.99]
SYBILS('61037') Truth=[1]
SYBILS('61038') Truth=[1]
SYBILS('4554') Truth=[1]
SYBILS('63697') Truth=[1]
SYBILS('3220') Truth=[1]
SYBILS('5883') Truth=[1]
SYBILS('36099') Truth=[1]
SYBILS('5882') Truth=[1]
SYBILS('4551') Truth=[1]
SYBILS('25370') Truth=[0.99]
SYBILS('50381') Truth=[1]
SYBILS('63694') Truth=[1]
SYBILS('61030') Truth=[1]
SYBILS('12064') Truth=[0.99]
SYBILS('63690') Truth=[1]
SYBILS('48075') Truth=[1]
SYBILS('12065') Truth=[0.99]
SYBILS('13395') Truth=[0.99]
SYBILS('3228') Truth=[1]
SYBILS('12066') Truth=[0.97]
SYBILS('50387') Truth=[1]
SYBILS('13398') Truth=[0.99]
SYBILS('4559') Truth=[1]
SYBILS('12067') Truth=[0.98]
SYBILS('3226') Truth=[0.99]
SYBILS('50389') Truth=[1]
SYBILS('48071') Truth=[1]
SYBILS('4557') Truth=[1]
SYBILS('51656') Truth=[1]
SYBILS('50326') Truth=[1]
SYBILS('48003') Truth=[1]
SYBILS('48006') Truth=[1]
SYBILS('48005') Truth=[1]
SYBILS('52989') Truth=[1]
SYBILS('49330') Truth=[1]
SYBILS('48002') Truth=[1]
SYBILS('37350') Truth=[1]
SYBILS('64970') Truth=[1]
SYBILS('64971') Truth=[0.99]
SYBILS('62309') Truth=[0.99]
SYBILS('62308') Truth=[1]
SYBILS('64974') Truth=[0.99]
SYBILS('49338') Truth=[0.99]
SYBILS('64976') Truth=[1]
SYBILS('48009') Truth=[1]
SYBILS('63635') Truth=[1]
SYBILS('62304') Truth=[1]
SYBILS('5832') Truth=[0.99]
SYBILS('64966') Truth=[1]
SYBILS('36024') Truth=[1]
SYBILS('64968') Truth=[1]
SYBILS('63643') Truth=[1]
SYBILS('62312') Truth=[1]
SYBILS('40998') Truth=[1]
SYBILS('63642') Truth=[1]
SYBILS('37355') Truth=[1]
SYBILS('36022') Truth=[1]
SYBILS('63641') Truth=[1]
SYBILS('63640') Truth=[1]
SYBILS('38683') Truth=[1]
SYBILS('4508') Truth=[1]
SYBILS('5838') Truth=[0.99]
SYBILS('4507') Truth=[0.99]
SYBILS('51661') Truth=[1]
SYBILS('52993') Truth=[1]
SYBILS('5837') Truth=[0.99]
SYBILS('4506') Truth=[1]
SYBILS('50331') Truth=[1]
SYBILS('4505') Truth=[0.99]
SYBILS('51663') Truth=[1]
SYBILS('52995') Truth=[1]
SYBILS('4504') Truth=[0.99]
SYBILS('50333') Truth=[1]
SYBILS('4503') Truth=[1]
SYBILS('50334') Truth=[1]
SYBILS('5833') Truth=[0.99]
SYBILS('50335') Truth=[1]
SYBILS('50314') Truth=[1]
SYBILS('48015') Truth=[1]
SYBILS('52977') Truth=[1]
SYBILS('51647') Truth=[1]
SYBILS('50316') Truth=[1]
SYBILS('49345') Truth=[0.99]
SYBILS('52978') Truth=[1]
SYBILS('49344') Truth=[1]
SYBILS('49341') Truth=[1]
SYBILS('49342') Truth=[1]
SYBILS('37361') Truth=[1]
SYBILS('64960') Truth=[0.99]
SYBILS('63628') Truth=[1]
SYBILS('48018') Truth=[1]
SYBILS('64964') Truth=[0.99]
SYBILS('49349') Truth=[1]
SYBILS('63624') Truth=[1]
SYBILS('63634') Truth=[1]
SYBILS('62302') Truth=[0.99]
SYBILS('37367') Truth=[1]
SYBILS('38697') Truth=[1]
SYBILS('36033') Truth=[1]
SYBILS('64959') Truth=[1]
SYBILS('38696') Truth=[1]
SYBILS('63630') Truth=[1]
SYBILS('36034') Truth=[1]
SYBILS('38694') Truth=[1]
SYBILS('51650') Truth=[1]
SYBILS('52981') Truth=[1]
SYBILS('51652') Truth=[1]
SYBILS('52984') Truth=[1]
SYBILS('5824') Truth=[0.99]
SYBILS('51653') Truth=[1]
SYBILS('36039') Truth=[0.99]
SYBILS('5822') Truth=[1]
SYBILS('52985') Truth=[1]
SYBILS('49359') Truth=[1]
SYBILS('49354') Truth=[1]
SYBILS('24099') Truth=[0.98]
SYBILS('49355') Truth=[1]
SYBILS('48021') Truth=[1]
SYBILS('48024') Truth=[1]
SYBILS('49353') Truth=[0.99]
SYBILS('64990') Truth=[1]
SYBILS('48023') Truth=[1]
SYBILS('64991') Truth=[1]
SYBILS('64992') Truth=[1]
SYBILS('37371') Truth=[1]
SYBILS('64993') Truth=[1]
SYBILS('64995') Truth=[1]
SYBILS('48029') Truth=[1]
SYBILS('62328') Truth=[1]
SYBILS('63667') Truth=[1]
SYBILS('5853') Truth=[0.99]
SYBILS('36049') Truth=[1]
SYBILS('63666') Truth=[1]
SYBILS('62335') Truth=[0.99]
SYBILS('5852') Truth=[0.5]
SYBILS('36046') Truth=[1]
SYBILS('61002') Truth=[1]
SYBILS('4520') Truth=[1]
SYBILS('36047') Truth=[1]
SYBILS('63664') Truth=[1]
SYBILS('5850') Truth=[0.98]
SYBILS('61001') Truth=[1]
SYBILS('37375') Truth=[1]
SYBILS('36042') Truth=[1]
SYBILS('36043') Truth=[1]
SYBILS('51680') Truth=[1]
SYBILS('37373') Truth=[1]
SYBILS('50350') Truth=[1]
SYBILS('24095') Truth=[0.98]
SYBILS('5859') Truth=[0.99]
SYBILS('51684') Truth=[0.99]
SYBILS('5858') Truth=[0.99]
SYBILS('50354') Truth=[1]
SYBILS('50355') Truth=[1]
SYBILS('49369') Truth=[0.99]
SYBILS('51668') Truth=[1]
SYBILS('52998') Truth=[1]
SYBILS('49367') Truth=[1]
SYBILS('49368') Truth=[1]
SYBILS('50339') Truth=[1]
SYBILS('24088') Truth=[0.99]
SYBILS('49363') Truth=[1]
SYBILS('24086') Truth=[0.98]
SYBILS('48035') Truth=[1]
SYBILS('48034') Truth=[1]
SYBILS('36051') Truth=[1]
SYBILS('64980') Truth=[1]
SYBILS('63649') Truth=[0.99]
SYBILS('62318') Truth=[1]
SYBILS('64985') Truth=[0.99]
SYBILS('62317') Truth=[1]
SYBILS('64986') Truth=[1]
SYBILS('62316') Truth=[1]
SYBILS('64987') Truth=[1]
SYBILS('62315') Truth=[1]
SYBILS('5843') Truth=[1]
SYBILS('36059') Truth=[1]
SYBILS('62325') Truth=[0.87]
SYBILS('5841') Truth=[0.99]
SYBILS('64979') Truth=[1]
SYBILS('62322') Truth=[1]
SYBILS('62321') Truth=[1]
SYBILS('63651') Truth=[1]
SYBILS('62320') Truth=[1]
SYBILS('36053') Truth=[1]
SYBILS('49361') Truth=[1]
SYBILS('24084') Truth=[0.5]
SYBILS('24082') Truth=[0.99]
SYBILS('48031') Truth=[1]
SYBILS('51673') Truth=[1]
SYBILS('49360') Truth=[1]
SYBILS('24081') Truth=[0.98]
SYBILS('51674') Truth=[1]
SYBILS('5846') Truth=[0.99]
SYBILS('4515') Truth=[0.99]
SYBILS('51676') Truth=[1]
SYBILS('5844') Truth=[0.99]
SYBILS('51677') Truth=[1]
SYBILS('5816') Truth=[1]
SYBILS('5807') Truth=[0.99]
SYBILS('5806') Truth=[0.99]
SYBILS('5804') Truth=[0.99]
SYBILS('5802') Truth=[0.99]
SYBILS('61189') Truth=[1]
SYBILS('61183') Truth=[1]
SYBILS('61184') Truth=[1]
SYBILS('61178') Truth=[1]
SYBILS('61176') Truth=[1]
SYBILS('61171') Truth=[1]
SYBILS('61198') Truth=[0.71]
SYBILS('26814') Truth=[0.98]
SYBILS('26817') Truth=[0.99]
SYBILS('14829') Truth=[0.98]
SYBILS('14828') Truth=[0.99]
SYBILS('13501') Truth=[0.99]
SYBILS('14835') Truth=[0.93]
SYBILS('13504') Truth=[0.99]
SYBILS('13506') Truth=[0.99]
SYBILS('26807') Truth=[0.99]
SYBILS('38806') Truth=[1]
SYBILS('26809') Truth=[0.99]
SYBILS('38805') Truth=[0.99]
SYBILS('38804') Truth=[1]
SYBILS('38802') Truth=[1]
