--- Atoms: 
T('2874', '1697') Truth=[0]
T('3422', '3881') Truth=[0.59]
T('3477', '4561') Truth=[0.59]
T('4175', '4988') Truth=[0]
T('2902', '1353') Truth=[0]
T('3817', '4988') Truth=[0]
T('4865', '4761') Truth=[0.59]
T('2722', '2158') Truth=[0.59]
T('1964', '2409') Truth=[0]
T('2507', '2950') Truth=[0.59]
T('4865', '4765') Truth=[0.59]
T('4865', '4764') Truth=[0.59]
T('3125', '2578') Truth=[0]
T('4865', '4766') Truth=[0.59]
T('4287', '3206') Truth=[0]
T('2609', '1330') Truth=[0]
T('1659', '1225') Truth=[0.59]
T('2609', '1331') Truth=[0]
T('3318', '2908') Truth=[0]
T('2490', '1711') Truth=[0.27]
T('2722', '2159') Truth=[0.59]
T('4865', '4770') Truth=[0.59]
T('4546', '4175') Truth=[0]
T('4545', '236') Truth=[0.59]
T('3288', '4176') Truth=[0.59]
T('2811', '2812') Truth=[0.59]
T('2812', '2809') Truth=[0]
T('3291', '1836') Truth=[0.59]
T('4330', '2267') Truth=[0]
T('4551', '4056') Truth=[0]
T('2773', '1943') Truth=[0]
T('2456', '3980') Truth=[0.59]
T('2456', '3981') Truth=[0.59]
T('4225', '2639') Truth=[0.59]
T('2578', '4702') Truth=[0]
T('2055', '800') Truth=[0.59]
T('1406', '4660') Truth=[0]
T('4194', '1641') Truth=[0.59]
T('2080', '3901') Truth=[0]
T('4865', '3422') Truth=[0.59]
T('4733', '4568') Truth=[0]
T('2733', '763') Truth=[0.45]
T('2843', '342') Truth=[0]
T('4245', '1954') Truth=[0]
T('3605', '1721') Truth=[0]
T('1884', '4245') Truth=[0.59]
T('2674', '3150') Truth=[0.59]
T('374', '239') Truth=[0]
T('2491', '1711') Truth=[0]
T('4546', '4164') Truth=[0]
T('2812', '2810') Truth=[0]
T('1196', '4448') Truth=[0.59]
T('1202', '3917') Truth=[0.59]
T('3832', '3401') Truth=[0.59]
T('1433', '3846') Truth=[0.59]
T('3785', '2692') Truth=[0.59]
T('2637', '1853') Truth=[0]
T('1787', '2778') Truth=[0]
T('2781', '4093') Truth=[0]
T('4865', '4785') Truth=[0.59]
T('1179', '773') Truth=[0.59]
T('846', '875') Truth=[0]
T('4865', '4784') Truth=[0.59]
T('4865', '4787') Truth=[0.59]
T('4068', '2744') Truth=[0]
T('4221', '4414') Truth=[0.59]
T('1651', '3004') Truth=[0]
T('2441', '3252') Truth=[0.59]
T('2708', '4127') Truth=[0.59]
T('668', '4253') Truth=[0.59]
T('512', '3858') Truth=[0]
T('4062', '4516') Truth=[0]
T('2842', '342') Truth=[0]
T('2176', '3739') Truth=[0.59]
T('3072', '4003') Truth=[0.59]
T('4762', '3764') Truth=[0]
T('512', '3854') Truth=[0.59]
T('4247', '1963') Truth=[0]
T('2212', '3304') Truth=[0]
T('3072', '4004') Truth=[0.59]
T('4621', '1067') Truth=[0.59]
T('2335', '4971') Truth=[0]
T('3273', '3851') Truth=[0]
T('2391', '4274') Truth=[0]
T('4865', '4771') Truth=[0.59]
T('3533', '876') Truth=[0]
T('4865', '4775') Truth=[0.59]
T('3579', '4296') Truth=[0.59]
T('4586', '1478') Truth=[0]
T('4546', '1908') Truth=[0]
T('686', '979') Truth=[0]
T('4586', '1476') Truth=[0]
T('3139', '3722') Truth=[0.59]
T('3526', '2261') Truth=[0]
T('1796', '3948') Truth=[0]
T('4023', '244') Truth=[0]
T('522', '1983') Truth=[0.59]
T('1579', '4382') Truth=[0]
T('2950', '795') Truth=[0.59]
T('3888', '0') Truth=[0]
T('979', '3684') Truth=[0]
T('3200', '390') Truth=[0.59]
T('326', '846') Truth=[0]
T('4217', '1413') Truth=[0]
T('3526', '3529') Truth=[0.59]
T('2330', '2303') Truth=[0.59]
T('3749', '3590') Truth=[0]
T('3526', '3527') Truth=[0.59]
T('3200', '43') Truth=[0.59]
T('2533', '447') Truth=[0]
T('4559', '2238') Truth=[0]
T('1801', '2578') Truth=[0]
T('4099', '4100') Truth=[0.59]
T('507', '1310') Truth=[0.59]
T('629', '2993') Truth=[0.59]
T('4099', '4101') Truth=[0.59]
T('4020', '209') Truth=[0.59]
T('2533', '440') Truth=[0]
T('3564', '493') Truth=[0]
T('4947', '2094') Truth=[0.59]
T('4175', '4937') Truth=[0]
T('2691', '2457') Truth=[0.59]
T('2677', '1371') Truth=[0]
T('1574', '3010') Truth=[0.59]
T('3784', '1320') Truth=[0.59]
T('3426', '3805') Truth=[0]
T('4729', '1582') Truth=[0.59]
T('3572', '357') Truth=[0.59]
T('3572', '356') Truth=[0.59]
T('3572', '355') Truth=[0.59]
T('3487', '2671') Truth=[0.59]
T('2898', '526') Truth=[0]
T('4216', '1413') Truth=[0]
T('2898', '522') Truth=[0]
T('2966', '1495') Truth=[0.59]
T('4666', '3161') Truth=[0]
T('1399', '781') Truth=[0]
T('4350', '2872') Truth=[0]
T('3644', '2598') Truth=[0]
T('4350', '2871') Truth=[0]
T('512', '3863') Truth=[0.59]
T('185', '1547') Truth=[0]
T('3148', '1816') Truth=[0]
T('512', '3865') Truth=[0.59]
T('2283', '1593') Truth=[0]
T('2961', '3252') Truth=[0.59]
T('512', '3861') Truth=[0.59]
T('2456', '3950') Truth=[0]
T('3526', '2210') Truth=[0]
T('1651', '2511') Truth=[0.59]
T('2391', '4221') Truth=[0]
T('4298', '3975') Truth=[0.3]
T('1866', '1387') Truth=[0]
T('1800', '2578') Truth=[0]
T('3200', '26') Truth=[0.59]
T('4992', '4990') Truth=[0]
T('985', '984') Truth=[0.59]
T('3921', '3274') Truth=[0]
T('2533', '428') Truth=[0]
T('4219', '1413') Truth=[0.59]
T('1109', '1511') Truth=[0.59]
T('631', '715') Truth=[0]
T('2261', '988') Truth=[0]
T('1571', '418') Truth=[0.59]
T('326', '875') Truth=[0]
T('875', '2686') Truth=[0]
T('2901', '1353') Truth=[0.59]
T('1331', '630') Truth=[0]
T('985', '988') Truth=[0.59]
T('478', '1648') Truth=[0.59]
T('985', '986') Truth=[0.59]
T('4347', '2966') Truth=[0]
T('225', '3753') Truth=[0]
T('1056', '1222') Truth=[0]
T('1865', '1387') Truth=[0]
T('4099', '4105') Truth=[0.59]
T('1188', '1410') Truth=[0]
T('1301', '4093') Truth=[0.59]
T('1092', '2929') Truth=[0.59]
T('3950', '2456') Truth=[0]
T('2556', '1034') Truth=[0]
T('223', '2444') Truth=[0]
T('4668', '4487') Truth=[0]
T('2931', '102') Truth=[0]
T('2358', '786') Truth=[0.59]
T('1907', '3539') Truth=[0.59]
T('187', '1547') Truth=[0]
T('4702', '1800') Truth=[0]
T('478', '1639') Truth=[0.42]
T('522', '3729') Truth=[0.59]
T('1586', '3764') Truth=[0]
T('631', '709') Truth=[0]
T('3953', '2410') Truth=[0]
T('1524', '3654') Truth=[0.59]
T('205', '526') Truth=[0]
T('369', '75') Truth=[0.59]
T('2772', '275') Truth=[0]
T('1581', '320') Truth=[0]
T('2330', '1895') Truth=[0.59]
T('565', '3294') Truth=[0]
T('1998', '711') Truth=[0.59]
T('4169', '1994') Truth=[0]
T('1483', '1480') Truth=[0]
T('3859', '512') Truth=[0.59]
T('3522', '3523') Truth=[0]
T('572', '569') Truth=[0]
T('4175', '1884') Truth=[0]
T('2773', '4139') Truth=[0]
T('2261', '2259') Truth=[0]
T('633', '3310') Truth=[0.59]
T('754', '2344') Truth=[0]
T('463', '2250') Truth=[0]
T('3741', '4024') Truth=[0]
T('3592', '3593') Truth=[0]
T('3741', '4023') Truth=[0]
T('2389', '2533') Truth=[0]
T('3592', '3591') Truth=[0]
T('4692', '2319') Truth=[0.59]
T('1898', '1893') Truth=[0.59]
T('1898', '1892') Truth=[0.59]
T('3741', '4029') Truth=[0.31]
T('189', '1547') Truth=[0]
T('3741', '4028') Truth=[0]
T('3741', '4026') Truth=[0.59]
T('2018', '3888') Truth=[0]
T('3043', '3049') Truth=[0.59]
T('1526', '4943') Truth=[0]
T('3817', '1884') Truth=[0]
T('2533', '477') Truth=[0]
T('1704', '2843') Truth=[0]
T('2533', '471') Truth=[0]
T('205', '522') Truth=[0]
T('1704', '2842') Truth=[0]
T('2692', '3741') Truth=[0]
T('3762', '3336') Truth=[0.59]
T('2863', '1764') Truth=[0]
T('2952', '2031') Truth=[0.59]
T('1898', '1885') Truth=[0.74]
T('4108', '4080') Truth=[0.59]
T('4290', '1367') Truth=[0]
T('3741', '4030') Truth=[0.59]
T('617', '2282') Truth=[0.59]
T('1937', '1410') Truth=[0]
T('2018', '3892') Truth=[0]
T('3487', '2648') Truth=[0]
T('1929', '1551') Truth=[0.59]
T('4733', '4512') Truth=[0.59]
T('4245', '4175') Truth=[0]
T('2018', '3894') Truth=[0]
T('1703', '2842') Truth=[0]
T('4399', '4988') Truth=[0]
T('3749', '2236') Truth=[0]
T('1703', '2843') Truth=[0]
T('1828', '1827') Truth=[0]
T('2129', '2128') Truth=[0.59]
T('754', '1036') Truth=[0]
T('2855', '3609') Truth=[0]
T('2919', '4299') Truth=[0]
T('754', '1038') Truth=[0]
T('4245', '1908') Truth=[0]
T('4460', '3764') Truth=[0]
T('3487', '2654') Truth=[0.59]
T('1942', '3961') Truth=[0.59]
T('1631', '635') Truth=[0.59]
T('2007', '512') Truth=[0.59]
T('4150', '3004') Truth=[0]
T('3817', '4937') Truth=[0]
T('3048', '3019') Truth=[0]
T('1877', '2578') Truth=[0]
T('2863', '4802') Truth=[0]
T('4245', '4164') Truth=[0]
T('464', '3582') Truth=[0]
T('4526', '495') Truth=[0.59]
T('464', '3581') Truth=[0]
T('3941', '2552') Truth=[0.59]
T('1702', '2843') Truth=[0]
T('1702', '2842') Truth=[0]
T('1868', '1387') Truth=[0]
T('1961', '1956') Truth=[0.59]
T('1961', '1959') Truth=[0.59]
T('876', '1374') Truth=[0]
T('2308', '2682') Truth=[0]
T('1176', '2996') Truth=[0.59]
T('4093', '1177') Truth=[0]
T('2065', '2063') Truth=[0.59]
T('4093', '1176') Truth=[0]
T('2065', '2064') Truth=[0.59]
T('3817', '1954') Truth=[0]
T('4175', '1954') Truth=[0]
T('272', '3901') Truth=[0]
T('4500', '1636') Truth=[0.59]
T('1557', '4675') Truth=[0]
T('702', '1554') Truth=[0.59]
T('2757', '4480') Truth=[0.59]
T('2692', '87') Truth=[0]
T('3615', '849') Truth=[0]
T('1926', '2936') Truth=[0.59]
T('3591', '2346') Truth=[0.59]
T('2486', '1044') Truth=[0]
T('2486', '1047') Truth=[0]
T('2486', '1046') Truth=[0]
T('3461', '3457') Truth=[0.59]
T('650', '2587') Truth=[0]
T('3684', '2196') Truth=[0]
T('569', '560') Truth=[0]
T('4164', '3817') Truth=[0]
T('1925', '2936') Truth=[0.59]
T('4706', '2344') Truth=[0]
T('3592', '2346') Truth=[0]
T('2486', '1050') Truth=[0]
T('475', '3318') Truth=[0]
T('3614', '849') Truth=[0]
T('2180', '1936') Truth=[0]
T('4026', '3741') Truth=[0]
T('1585', '2509') Truth=[0]
T('1908', '1884') Truth=[0]
T('2486', '1053') Truth=[0]
T('1565', '4525') Truth=[0]
T('205', '440') Truth=[0]
T('3863', '512') Truth=[0]
T('1956', '3013') Truth=[0.59]
T('2646', '2277') Truth=[0]
T('2196', '979') Truth=[0]
T('478', '1579') Truth=[0]
T('1577', '2644') Truth=[0.59]
T('205', '447') Truth=[0]
T('4473', '265') Truth=[0.59]
T('1983', '2206') Truth=[0]
T('4212', '1508') Truth=[0.59]
T('2984', '495') Truth=[0.59]
T('4976', '1312') Truth=[0.59]
T('1964', '1176') Truth=[0]
T('2', '1903') Truth=[0.59]
T('1547', '3481') Truth=[0.59]
T('2692', '69') Truth=[0]
T('1964', '1177') Truth=[0]
T('2733', '2960') Truth=[0.59]
T('2692', '68') Truth=[0]
T('3273', '427') Truth=[0]
T('1872', '1310') Truth=[0]
T('978', '4046') Truth=[0]
T('1211', '1222') Truth=[0]
T('2798', '1783') Truth=[0]
T('2508', '875') Truth=[0]
T('2692', '70') Truth=[0]
T('249', '1656') Truth=[0]
T('3196', '3955') Truth=[0]
T('3613', '849') Truth=[0]
T('205', '471') Truth=[0]
T('205', '477') Truth=[0]
T('3864', '512') Truth=[0.59]
T('2267', '3614') Truth=[0]
T('2789', '2307') Truth=[0]
T('2547', '2549') Truth=[0]
T('1472', '2962') Truth=[0.59]
T('4706', '1038') Truth=[0]
T('1400', '2929') Truth=[0.59]
T('2629', '4273') Truth=[0]
T('4330', '3614') Truth=[0]
T('4706', '1036') Truth=[0]
T('3766', '4705') Truth=[0]
T('3406', '2854') Truth=[0.59]
T('2755', '526') Truth=[0]
T('3752', '2259') Truth=[0.59]
T('631', '3270') Truth=[0.59]
T('2755', '522') Truth=[0.01]
T('2629', '4276') Truth=[0]
T('4114', '4048') Truth=[0]
T('2547', '2550') Truth=[0.59]
T('3859', '3225') Truth=[0.59]
T('2688', '495') Truth=[0.59]
T('3402', '1562') Truth=[0.59]
T('3805', '89') Truth=[0.59]
T('2406', '1187') Truth=[0.19]
T('569', '572') Truth=[0]
T('3805', '87') Truth=[0]
T('4088', '1297') Truth=[0]
T('4088', '1296') Truth=[0]
T('825', '4923') Truth=[0]
T('2919', '4309') Truth=[0]
T('4991', '1950') Truth=[0.59]
T('1830', '1828') Truth=[0]
T('1558', '3374') Truth=[0.59]
T('1830', '1827') Truth=[0]
T('4023', '3741') Truth=[0]
T('2377', '1415') Truth=[0.59]
T('3454', '3541') Truth=[0]
T('1983', '973') Truth=[0]
T('1765', '1766') Truth=[0]
T('1983', '972') Truth=[0]
T('1983', '971') Truth=[0]
T('491', '1399') Truth=[0]
T('2472', '22') Truth=[0]
T('2127', '1796') Truth=[0]
T('779', '2892') Truth=[0]
T('522', '2390') Truth=[0]
T('1674', '4165') Truth=[0]
T('2533', '526') Truth=[0]
T('2937', '2319') Truth=[0.59]
T('1426', '569') Truth=[0]
T('205', '495') Truth=[0.59]
T('87', '69') Truth=[0]
T('1574', '4429') Truth=[0.59]
T('87', '68') Truth=[0]
T('2540', '3898') Truth=[0.59]
T('2533', '522') Truth=[0]
T('1956', '4399') Truth=[0]
T('1043', '3222') Truth=[0]
T('2627', '368') Truth=[0]
T('1426', '560') Truth=[0]
T('2410', '2353') Truth=[0]
T('2410', '2355') Truth=[0]
T('4175', '254') Truth=[0]
T('2532', '4409') Truth=[0]
T('3333', '1498') Truth=[0.59]
T('4390', '3764') Truth=[0]
T('3595', '0') Truth=[0.59]
T('3752', '3526') Truth=[0]
T('3395', '3387') Truth=[0.59]
T('87', '74') Truth=[0.12]
T('3923', '1545') Truth=[0]
T('3395', '3386') Truth=[0.59]
T('4018', '2509') Truth=[0.23]
T('4486', '2255') Truth=[0]
T('3481', '1410') Truth=[0]
T('2198', '3546') Truth=[0]
T('2892', '4560') Truth=[0.19]
T('87', '70') Truth=[0]
T('4175', '1908') Truth=[0]
T('3136', '388') Truth=[0.59]
T('3561', '4489') Truth=[0]
T('1857', '3316') Truth=[0]
T('4068', '652') Truth=[0]
T('70', '2692') Truth=[0]
T('4151', '1310') Truth=[0]
T('2916', '464') Truth=[0]
T('244', '3421') Truth=[0.59]
T('96', '1930') Truth=[0.59]
T('1614', '3569') Truth=[0.59]
T('2650', '2147') Truth=[0]
T('1009', '222') Truth=[0.59]
T('2289', '2098') Truth=[0.59]
T('2063', '2064') Truth=[0.59]
T('2289', '2096') Truth=[0.59]
T('2390', '2527') Truth=[0.05]
T('2532', '4410') Truth=[0]
T('534', '3523') Truth=[0.43]
T('1426', '572') Truth=[0]
T('4175', '4188') Truth=[0]
T('610', '1711') Truth=[0]
T('271', '2648') Truth=[0]
T('3851', '3273') Truth=[0]
T('3948', '3080') Truth=[0]
T('1568', '4525') Truth=[0.59]
T('3162', '2159') Truth=[0.59]
T('3838', '2180') Truth=[0]
T('3758', '1765') Truth=[0]
T('3162', '2158') Truth=[0.59]
T('3758', '1766') Truth=[0]
T('2390', '2533') Truth=[0]
T('3395', '3392') Truth=[0.59]
T('2509', '3481') Truth=[0]
T('4150', '1353') Truth=[0]
T('2073', '3241') Truth=[0.59]
T('1983', '2234') Truth=[0]
T('4211', '1508') Truth=[0.59]
T('3395', '3388') Truth=[0.59]
T('3752', '3529') Truth=[0]
T('87', '89') Truth=[0.12]
T('3752', '3527') Truth=[0]
T('2064', '2063') Truth=[0.59]
T('3975', '3591') Truth=[0.59]
T('89', '69') Truth=[0]
T('89', '68') Truth=[0]
T('4836', '3881') Truth=[0.59]
T('1185', '2868') Truth=[0]
T('1983', '968') Truth=[0]
T('3856', '3225') Truth=[0.59]
T('3719', '521') Truth=[0.59]
T('4233', '3050') Truth=[0]
T('3147', '4128') Truth=[0.59]
T('3506', '2542') Truth=[0.59]
T('4660', '658') Truth=[0]
T('3861', '512') Truth=[0.59]
T('3506', '2543') Truth=[0.59]
T('4526', '4452') Truth=[0.59]
T('3752', '2210') Truth=[0]
T('4024', '3741') Truth=[0]
T('89', '74') Truth=[0]
T('3402', '1521') Truth=[0.07]
T('89', '70') Truth=[0]
T('2633', '223') Truth=[0]
T('1983', '2220') Truth=[0]
T('1884', '3817') Truth=[0]
T('291', '289') Truth=[0.59]
T('301', '2308') Truth=[0]
T('3136', '18') Truth=[0.59]
T('1984', '3545') Truth=[0.59]
T('1948', '573') Truth=[0]
T('1983', '2228') Truth=[0]
T('2673', '2778') Truth=[0.59]
T('967', '3705') Truth=[0.59]
T('1964', '1116') Truth=[0]
T('1096', '828') Truth=[0.59]
T('3422', '4372') Truth=[0.59]
T('967', '3701') Truth=[0.59]
T('685', '1766') Truth=[0]
T('2637', '4988') Truth=[0]
T('1702', '758') Truth=[0]
T('1024', '4740') Truth=[0]
T('4219', '4584') Truth=[0.59]
T('4059', '2030') Truth=[0.59]
T('3950', '4287') Truth=[0]
T('559', '1500') Truth=[0]
T('1639', '3283') Truth=[0.59]
T('1639', '3282') Truth=[0.59]
T('1846', '4703') Truth=[0.59]
T('2805', '3419') Truth=[0]
T('3863', '1327') Truth=[0]
T('3976', '3520') Truth=[0]
T('1123', '533') Truth=[0]
T('116', '631') Truth=[0]
T('4345', '2188') Truth=[0]
T('4654', '4648') Truth=[0]
T('3875', '89') Truth=[0]
T('2390', '3807') Truth=[0.07]
T('3875', '87') Truth=[0]
T('89', '87') Truth=[0]
T('2308', '590') Truth=[0]
T('3422', '4384') Truth=[0.59]
T('3515', '1963') Truth=[0]
T('968', '1983') Truth=[0.59]
T('158', '164') Truth=[0.59]
T('1703', '758') Truth=[0]
T('158', '161') Truth=[0.59]
T('3273', '1297') Truth=[0]
T('3475', '2818') Truth=[0.59]
T('271', '2654') Truth=[0.59]
T('3851', '3227') Truth=[0]
T('3273', '1296') Truth=[0]
T('4641', '3496') Truth=[0]
T('158', '165') Truth=[0.59]
T('4641', '3495') Truth=[0]
T('2567', '4038') Truth=[0.59]
T('2952', '2983') Truth=[0.59]
T('3851', '4551') Truth=[0]
T('1908', '4081') Truth=[0]
T('2040', '4072') Truth=[0]
T('3678', '2230') Truth=[0]
T('1702', '760') Truth=[0]
T('2898', '2755') Truth=[0]
T('3806', '390') Truth=[0.59]
T('1123', '544') Truth=[0]
T('2898', '2753') Truth=[0.59]
T('4039', '4042') Truth=[0.59]
T('3864', '1327') Truth=[0]
T('116', '628') Truth=[0]
T('1942', '3139') Truth=[0.59]
T('4485', '2255') Truth=[0]
T('3875', '70') Truth=[0]
T('681', '2200') Truth=[0.59]
T('1375', '2367') Truth=[0.59]
T('485', '658') Truth=[0.48]
T('846', '1662') Truth=[0]
T('695', '2951') Truth=[0.59]
T('1316', '4802') Truth=[0.59]
T('3154', '2242') Truth=[0.59]
T('64', '3228') Truth=[0]
T('1422', '4412') Truth=[0]
T('1753', '4077') Truth=[0]
T('4241', '1194') Truth=[0.59]
T('4399', '1954') Truth=[0.59]
T('2410', '2335') Truth=[0]
T('3875', '69') Truth=[0]
T('3875', '68') Truth=[0]
T('4006', '1352') Truth=[0.59]
T('3817', '4164') Truth=[0]
T('967', '3718') Truth=[0.59]
T('967', '3715') Truth=[0.59]
T('2371', '4508') Truth=[0]
T('967', '3712') Truth=[0.59]
T('68', '1491') Truth=[0]
T('3921', '2874') Truth=[0]
T('273', '2654') Truth=[0.59]
T('3910', '3415') Truth=[0]
T('1123', '524') Truth=[0.59]
T('1964', '3749') Truth=[0]
T('1964', '2418') Truth=[0]
T('3817', '1908') Truth=[0]
T('2765', '2599') Truth=[0.59]
T('4299', '565') Truth=[0]
T('4654', '4652') Truth=[0]
T('522', '205') Truth=[0.59]
T('4175', '4164') Truth=[0]
T('2932', '2367') Truth=[0.59]
T('2911', '3066') Truth=[0.59]
T('2042', '4072') Truth=[0.59]
T('271', '2671') Truth=[0.59]
T('1091', '2133') Truth=[0.59]
T('1140', '1139') Truth=[0.59]
T('273', '2648') Truth=[0]
T('297', '4189') Truth=[0]
T('2487', '4977') Truth=[0.59]
T('3817', '4175') Truth=[0]
T('4654', '4650') Truth=[0]
T('4654', '4651') Truth=[0]
T('69', '1491') Truth=[0]
T('2456', '1394') Truth=[0]
T('3601', '2219') Truth=[0.59]
T('1316', '2203') Truth=[0.59]
T('4991', '207') Truth=[0.59]
T('718', '1443') Truth=[0]
T('652', '4382') Truth=[0]
T('1399', '1688') Truth=[0]
T('2389', '4391') Truth=[0]
T('1399', '1685') Truth=[0]
T('1565', '2797') Truth=[0]
T('544', '853') Truth=[0.14]
T('1649', '4495') Truth=[0]
T('968', '3729') Truth=[0.59]
T('3805', '74') Truth=[0.59]
T('1143', '1177') Truth=[0]
T('3678', '3510') Truth=[0]
T('1143', '1176') Truth=[0]
T('3805', '70') Truth=[0]
T('323', '2994') Truth=[0.59]
T('3749', '4093') Truth=[0]
T('2371', '1415') Truth=[0]
T('273', '2671') Truth=[0.59]
T('4005', '3945') Truth=[0]
T('1964', '1143') Truth=[0]
T('360', '359') Truth=[0.59]
T('1399', '1680') Truth=[0]
T('3423', '446') Truth=[0]
T('4620', '4151') Truth=[0]
T('1569', '1410') Truth=[0.59]
T('1438', '1213') Truth=[0.59]
T('3861', '1327') Truth=[0]
T('3467', '2902') Truth=[0]
T('3805', '69') Truth=[0]
T('3253', '3264') Truth=[0.59]
T('3253', '4595') Truth=[0.59]
T('4217', '4584') Truth=[0]
T('3557', '600') Truth=[0.59]
T('102', '2931') Truth=[0]
T('3422', '4351') Truth=[0.59]
T('498', '3118') Truth=[0]
T('1703', '760') Truth=[0]
T('2411', '3607') Truth=[0]
T('87', '3875') Truth=[0]
T('249', '2149') Truth=[0]
T('2753', '526') Truth=[0]
T('2508', '3416') Truth=[0.19]
T('838', '2206') Truth=[0.17]
T('4421', '4710') Truth=[0]
T('2753', '522') Truth=[0]
T('4394', '1978') Truth=[0.59]
T('1990', '1656') Truth=[0.59]
T('3257', '4571') Truth=[0.59]
T('650', '3091') Truth=[0.59]
T('1864', '2727') Truth=[0.59]
T('4666', '2722') Truth=[0]
T('3422', '4361') Truth=[0.59]
T('4216', '4584') Truth=[0]
T('1371', '4141') Truth=[0.59]
T('1704', '760') Truth=[0]
T('4650', '4651') Truth=[0]
T('2789', '4095') Truth=[0]
T('4650', '4652') Truth=[0]
T('4399', '4175') Truth=[0.37]
T('4650', '4653') Truth=[0]
T('3423', '4350') Truth=[0]
T('2744', '652') Truth=[0]
T('834', '3570') Truth=[0]
T('2114', '5') Truth=[0]
T('4399', '1908') Truth=[0.59]
T('3678', '3542') Truth=[0]
T('1704', '758') Truth=[0]
T('1424', '4420') Truth=[0.59]
T('4807', '2991') Truth=[0]
T('2972', '655') Truth=[0.59]
T('4807', '2994') Truth=[0]
T('4399', '4245') Truth=[0.59]
T('2391', '450') Truth=[0]
T('3978', '1840') Truth=[0.59]
T('1576', '580') Truth=[0.59]
T('2859', '3776') Truth=[0.59]
T('4750', '4452') Truth=[0]
T('358', '355') Truth=[0.59]
T('1592', '4256') Truth=[0]
T('358', '356') Truth=[0.59]
T('358', '357') Truth=[0.59]
T('691', '700') Truth=[0.59]
T('463', '2976') Truth=[0]
T('205', '2527') Truth=[0]
T('2781', '1964') Truth=[0]
T('1176', '2192') Truth=[0]
T('2390', '471') Truth=[0.07]
T('4412', '4923') Truth=[0]
T('2389', '526') Truth=[0]
T('2929', '60') Truth=[0.59]
T('2800', '3517') Truth=[0.59]
T('341', '3952') Truth=[0]
T('341', '3951') Truth=[0]
T('4309', '565') Truth=[0]
T('385', '876') Truth=[0]
T('3559', '1521') Truth=[0]
T('507', '59') Truth=[0.59]
T('1237', '2335') Truth=[0]
T('260', '545') Truth=[0]
T('4046', '2250') Truth=[0]
T('2460', '4424') Truth=[0]
T('1581', '495') Truth=[0]
T('3834', '2219') Truth=[0]
T('2262', '4190') Truth=[0]
T('3682', '3510') Truth=[0.59]
