--- Atoms: 
SYBILS('14715') Truth=[0.13]
SYBILS('14714') Truth=[0.1]
SYBILS('14717') Truth=[0.1]
SYBILS('14716') Truth=[0.18]
SYBILS('14700') Truth=[0.21]
SYBILS('14702') Truth=[0.15]
SYBILS('14701') Truth=[0.15]
SYBILS('14704') Truth=[0.27]
SYBILS('14703') Truth=[0.15]
SYBILS('14706') Truth=[0.15]
SYBILS('14705') Truth=[0.22]
SYBILS('38706') Truth=[0.9]
SYBILS('38709') Truth=[0.94]
SYBILS('38719') Truth=[0.89]
SYBILS('38717') Truth=[0.84]
SYBILS('38715') Truth=[0.95]
SYBILS('38714') Truth=[0.91]
SYBILS('26733') Truth=[0.25]
SYBILS('26734') Truth=[0.4]
SYBILS('26735') Truth=[0.45]
SYBILS('26736') Truth=[0.24]
SYBILS('26737') Truth=[0.17]
SYBILS('26738') Truth=[0.28]
SYBILS('26739') Truth=[0.28]
SYBILS('26730') Truth=[0.25]
SYBILS('26731') Truth=[0.31]
SYBILS('26732') Truth=[0.24]
SYBILS('14755') Truth=[0.28]
SYBILS('14754') Truth=[0.31]
SYBILS('14757') Truth=[0.32]
SYBILS('14756') Truth=[0.28]
SYBILS('14759') Truth=[0.37]
SYBILS('14758') Truth=[0.33]
SYBILS('14751') Truth=[0.23]
SYBILS('14750') Truth=[0.27]
SYBILS('14753') Truth=[0.27]
SYBILS('14752') Truth=[0.21]
SYBILS('26722') Truth=[0.17]
SYBILS('26723') Truth=[0.36]
SYBILS('26724') Truth=[0.24]
SYBILS('26725') Truth=[0.45]
SYBILS('26726') Truth=[0.26]
SYBILS('26727') Truth=[0.32]
SYBILS('26728') Truth=[0.25]
SYBILS('26729') Truth=[0.17]
SYBILS('26720') Truth=[0.17]
SYBILS('26721') Truth=[0.25]
SYBILS('14744') Truth=[0.18]
SYBILS('14743') Truth=[0.17]
SYBILS('14746') Truth=[0.34]
SYBILS('14745') Truth=[0.17]
SYBILS('14748') Truth=[0.22]
SYBILS('14747') Truth=[0.26]
SYBILS('14749') Truth=[0.27]
SYBILS('26719') Truth=[0.36]
SYBILS('14740') Truth=[0.25]
SYBILS('14742') Truth=[0.5]
SYBILS('14741') Truth=[0.38]
SYBILS('26711') Truth=[0.12]
SYBILS('26712') Truth=[0.12]
SYBILS('26713') Truth=[0.38]
SYBILS('26714') Truth=[0.39]
SYBILS('26715') Truth=[0.3]
SYBILS('26716') Truth=[0.23]
SYBILS('26717') Truth=[0.17]
SYBILS('26718') Truth=[0.29]
SYBILS('14729') Truth=[0.14]
SYBILS('14733') Truth=[0.1]
SYBILS('14732') Truth=[0.1]
SYBILS('14735') Truth=[0.23]
SYBILS('14734') Truth=[0.3]
SYBILS('14737') Truth=[0.24]
SYBILS('14736') Truth=[0.35]
SYBILS('14739') Truth=[0.25]
SYBILS('14738') Truth=[0.14]
SYBILS('26708') Truth=[0.37]
SYBILS('26709') Truth=[0.16]
SYBILS('14731') Truth=[0.49]
SYBILS('14730') Truth=[0.1]
SYBILS('26700') Truth=[0.16]
SYBILS('26701') Truth=[0.19]
SYBILS('26702') Truth=[0.19]
SYBILS('26703') Truth=[0.19]
SYBILS('26704') Truth=[0.24]
SYBILS('26705') Truth=[0.2]
SYBILS('26706') Truth=[0.2]
SYBILS('26707') Truth=[0.2]
SYBILS('14719') Truth=[0.38]
SYBILS('14718') Truth=[0.41]
SYBILS('14722') Truth=[0.22]
SYBILS('14721') Truth=[0.1]
SYBILS('14724') Truth=[0.1]
SYBILS('14723') Truth=[0.1]
SYBILS('14726') Truth=[0.1]
SYBILS('14725') Truth=[0.14]
SYBILS('14728') Truth=[0.1]
SYBILS('14727') Truth=[0.52]
SYBILS('14720') Truth=[0.1]
SYBILS('26656') Truth=[0.24]
SYBILS('51612') Truth=[0.87]
SYBILS('26657') Truth=[0.24]
SYBILS('26658') Truth=[0.35]
SYBILS('26659') Truth=[0.19]
SYBILS('26650') Truth=[0.29]
SYBILS('26651') Truth=[0.22]
SYBILS('26652') Truth=[0.17]
SYBILS('26653') Truth=[0.34]
SYBILS('26654') Truth=[0.17]
SYBILS('26655') Truth=[0.22]
SYBILS('12015') Truth=[0.28]
SYBILS('38645') Truth=[0.95]
SYBILS('14678') Truth=[0.3]
SYBILS('12016') Truth=[0.35]
SYBILS('14677') Truth=[0.3]
SYBILS('3299') Truth=[0.23]
SYBILS('12017') Truth=[0.08]
SYBILS('38643') Truth=[0.94]
SYBILS('12018') Truth=[0.17]
SYBILS('38642') Truth=[0.91]
SYBILS('14679') Truth=[0.23]
SYBILS('12019') Truth=[0.17]
SYBILS('3298') Truth=[0.17]
SYBILS('38640') Truth=[0.71]
SYBILS('3295') Truth=[0.5]
SYBILS('14670') Truth=[0.2]
SYBILS('14672') Truth=[0.17]
SYBILS('12010') Truth=[0.21]
SYBILS('14671') Truth=[0.18]
SYBILS('12011') Truth=[0.27]
SYBILS('14674') Truth=[0.49]
SYBILS('38649') Truth=[0.55]
SYBILS('12012') Truth=[0.26]
SYBILS('14673') Truth=[0.17]
SYBILS('12013') Truth=[0.24]
SYBILS('51621') Truth=[0.92]
SYBILS('14676') Truth=[0.24]
SYBILS('12014') Truth=[0.17]
SYBILS('14675') Truth=[0.34]
SYBILS('38646') Truth=[0.92]
SYBILS('26645') Truth=[0.18]
SYBILS('51601') Truth=[0.9]
SYBILS('26646') Truth=[0.19]
SYBILS('51602') Truth=[0.94]
SYBILS('26647') Truth=[0.19]
SYBILS('26648') Truth=[0.18]
SYBILS('51604') Truth=[0.9]
SYBILS('26649') Truth=[0.17]
SYBILS('51605') Truth=[0.94]
SYBILS('51608') Truth=[0.86]
SYBILS('3293') Truth=[0.29]
SYBILS('3294') Truth=[0.4]
SYBILS('3291') Truth=[0.4]
SYBILS('3292') Truth=[0.28]
SYBILS('26640') Truth=[0.23]
SYBILS('26641') Truth=[0.26]
SYBILS('3290') Truth=[0.28]
SYBILS('26642') Truth=[0.26]
SYBILS('26643') Truth=[0.3]
SYBILS('26644') Truth=[0.23]
SYBILS('12004') Truth=[0.45]
SYBILS('14667') Truth=[0.26]
SYBILS('38656') Truth=[0.87]
SYBILS('12005') Truth=[0.23]
SYBILS('14666') Truth=[0.23]
SYBILS('3288') Truth=[0.36]
SYBILS('12006') Truth=[0.57]
SYBILS('38654') Truth=[0.96]
SYBILS('14669') Truth=[0.43]
SYBILS('3289') Truth=[0.19]
SYBILS('12007') Truth=[0.23]
SYBILS('14668') Truth=[0.27]
SYBILS('3286') Truth=[0.33]
SYBILS('12008') Truth=[0.17]
SYBILS('3287') Truth=[0.35]
SYBILS('12009') Truth=[0.17]
SYBILS('38651') Truth=[0.87]
SYBILS('3284') Truth=[0.34]
SYBILS('3285') Truth=[0.23]
SYBILS('14661') Truth=[0.47]
SYBILS('14660') Truth=[0.53]
SYBILS('12000') Truth=[0.17]
SYBILS('14663') Truth=[0.22]
SYBILS('12001') Truth=[0.23]
SYBILS('14662') Truth=[0.23]
SYBILS('12002') Truth=[0.22]
SYBILS('51610') Truth=[0.77]
SYBILS('14665') Truth=[0.3]
SYBILS('38658') Truth=[0.95]
SYBILS('12003') Truth=[0.17]
SYBILS('14664') Truth=[0.17]
SYBILS('26634') Truth=[0.45]
SYBILS('51634') Truth=[0.9]
SYBILS('26635') Truth=[0.31]
SYBILS('51635') Truth=[0.93]
SYBILS('26636') Truth=[0.12]
SYBILS('26637') Truth=[0.09]
SYBILS('26638') Truth=[0.24]
SYBILS('26639') Truth=[0.37]
SYBILS('51639') Truth=[0.46]
SYBILS('63618') Truth=[0.88]
SYBILS('63617') Truth=[0.88]
SYBILS('26630') Truth=[0.25]
SYBILS('26631') Truth=[0.36]
SYBILS('63615') Truth=[0.91]
SYBILS('26632') Truth=[0.21]
SYBILS('63614') Truth=[0.88]
SYBILS('26633') Truth=[0.44]
SYBILS('63613') Truth=[0.88]
SYBILS('14656') Truth=[0.17]
SYBILS('38667') Truth=[0.62]
SYBILS('14655') Truth=[0.23]
SYBILS('38666') Truth=[0.87]
SYBILS('14658') Truth=[0.45]
SYBILS('14657') Truth=[0.17]
SYBILS('14659') Truth=[0.26]
SYBILS('38662') Truth=[0.98]
SYBILS('14650') Truth=[0.17]
SYBILS('51640') Truth=[0.96]
SYBILS('14652') Truth=[0.37]
SYBILS('14651') Truth=[0.45]
SYBILS('36009') Truth=[0.95]
SYBILS('14654') Truth=[0.19]
SYBILS('51643') Truth=[0.95]
SYBILS('38669') Truth=[0.92]
SYBILS('14653') Truth=[0.32]
SYBILS('36007') Truth=[0.94]
SYBILS('26623') Truth=[0.53]
SYBILS('26624') Truth=[0.39]
SYBILS('51624') Truth=[0.93]
SYBILS('26625') Truth=[0.29]
SYBILS('26626') Truth=[0.24]
SYBILS('26627') Truth=[0.47]
SYBILS('26628') Truth=[0.35]
SYBILS('26629') Truth=[0.24]
SYBILS('51629') Truth=[0.93]
SYBILS('26620') Truth=[0.48]
SYBILS('26621') Truth=[0.26]
SYBILS('26622') Truth=[0.25]
SYBILS('63602') Truth=[0.88]
SYBILS('14645') Truth=[0.38]
SYBILS('63612') Truth=[0.88]
SYBILS('38678') Truth=[0.92]
SYBILS('14644') Truth=[0.17]
SYBILS('36016') Truth=[0.97]
SYBILS('63611') Truth=[0.95]
SYBILS('38677') Truth=[0.87]
SYBILS('14647') Truth=[0.22]
SYBILS('38676') Truth=[0.98]
SYBILS('14646') Truth=[0.21]
SYBILS('14649') Truth=[0.39]
SYBILS('36011') Truth=[0.88]
SYBILS('14648') Truth=[0.2]
SYBILS('36012') Truth=[0.88]
SYBILS('38673') Truth=[0.95]
SYBILS('38672') Truth=[0.96]
SYBILS('36010') Truth=[0.96]
SYBILS('14641') Truth=[0.17]
SYBILS('14640') Truth=[0.21]
SYBILS('14642') Truth=[0.26]
SYBILS('51633') Truth=[0.89]
SYBILS('24037') Truth=[0.24]
SYBILS('24036') Truth=[0.29]
SYBILS('24035') Truth=[0.46]
SYBILS('24034') Truth=[0.21]
SYBILS('24033') Truth=[0.21]
SYBILS('24032') Truth=[0.23]
SYBILS('24031') Truth=[0.26]
SYBILS('12050') Truth=[0.39]
SYBILS('24030') Truth=[0.17]
SYBILS('3260') Truth=[0.24]
SYBILS('26692') Truth=[0.22]
SYBILS('3261') Truth=[0.38]
SYBILS('26693') Truth=[0.36]
SYBILS('26694') Truth=[0.18]
SYBILS('26695') Truth=[0.18]
SYBILS('26696') Truth=[0.19]
SYBILS('26697') Truth=[0.18]
SYBILS('26698') Truth=[0.2]
SYBILS('24039') Truth=[0.45]
SYBILS('26699') Truth=[0.16]
SYBILS('24038') Truth=[0.59]
SYBILS('3257') Truth=[0.4]
SYBILS('38601') Truth=[0.87]
SYBILS('12059') Truth=[0.45]
SYBILS('3258') Truth=[0.36]
SYBILS('3255') Truth=[0.6]
SYBILS('3256') Truth=[0.34]
SYBILS('3253') Truth=[0.28]
SYBILS('3254') Truth=[0.39]
SYBILS('3251') Truth=[0.28]
SYBILS('26690') Truth=[0.14]
SYBILS('3252') Truth=[0.59]
SYBILS('26691') Truth=[0.3]
SYBILS('12051') Truth=[0.3]
SYBILS('38608') Truth=[0.93]
SYBILS('12052') Truth=[0.3]
SYBILS('12053') Truth=[0.37]
SYBILS('12055') Truth=[0.24]
SYBILS('12056') Truth=[0.29]
SYBILS('3259') Truth=[0.29]
SYBILS('38603') Truth=[0.9]
SYBILS('12057') Truth=[0.25]
SYBILS('26689') Truth=[0.15]
SYBILS('24026') Truth=[0.21]
SYBILS('24025') Truth=[0.17]
SYBILS('24024') Truth=[0.17]
SYBILS('24023') Truth=[0.17]
SYBILS('24022') Truth=[0.48]
SYBILS('24021') Truth=[0.44]
SYBILS('24020') Truth=[0.26]
SYBILS('26681') Truth=[0.24]
SYBILS('3250') Truth=[0.3]
SYBILS('26682') Truth=[0.13]
SYBILS('26683') Truth=[0.13]
SYBILS('26684') Truth=[0.12]
SYBILS('26685') Truth=[0.11]
SYBILS('26686') Truth=[0.06]
SYBILS('24029') Truth=[0.28]
SYBILS('26687') Truth=[0.16]
SYBILS('24028') Truth=[0.21]
SYBILS('26688') Truth=[0.16]
SYBILS('24027') Truth=[0.21]
SYBILS('12048') Truth=[0.45]
SYBILS('38612') Truth=[0.71]
SYBILS('3247') Truth=[0.3]
SYBILS('12049') Truth=[0.24]
SYBILS('3244') Truth=[0.38]
SYBILS('3245') Truth=[0.33]
SYBILS('3242') Truth=[0.31]
SYBILS('3243') Truth=[0.39]
SYBILS('3240') Truth=[0.4]
SYBILS('3241') Truth=[0.34]
SYBILS('26680') Truth=[0.23]
SYBILS('12040') Truth=[0.24]
SYBILS('12041') Truth=[0.26]
SYBILS('12042') Truth=[0.17]
SYBILS('38618') Truth=[0.95]
SYBILS('38617') Truth=[0.88]
SYBILS('12043') Truth=[0.28]
SYBILS('12044') Truth=[0.3]
SYBILS('12045') Truth=[0.3]
SYBILS('3248') Truth=[0.17]
SYBILS('12046') Truth=[0.23]
SYBILS('3249') Truth=[0.26]
SYBILS('12047') Truth=[0.17]
SYBILS('38613') Truth=[0.87]
SYBILS('26678') Truth=[0.28]
SYBILS('24015') Truth=[0.53]
SYBILS('26679') Truth=[0.52]
SYBILS('24014') Truth=[0.41]
SYBILS('24013') Truth=[0.17]
SYBILS('24012') Truth=[0.26]
SYBILS('24011') Truth=[0.17]
SYBILS('24010') Truth=[0.3]
SYBILS('14690') Truth=[0.21]
SYBILS('26670') Truth=[0.44]
SYBILS('3283') Truth=[0.28]
SYBILS('26671') Truth=[0.53]
SYBILS('3280') Truth=[0.17]
SYBILS('26672') Truth=[0.47]
SYBILS('3281') Truth=[0.2]
SYBILS('26673') Truth=[0.47]
SYBILS('24019') Truth=[0.29]
SYBILS('26675') Truth=[0.39]
SYBILS('24018') Truth=[0.21]
SYBILS('26676') Truth=[0.28]
SYBILS('24017') Truth=[0.17]
SYBILS('26677') Truth=[0.28]
SYBILS('24016') Truth=[0.17]
SYBILS('3279') Truth=[0.3]
SYBILS('12037') Truth=[0.28]
SYBILS('38623') Truth=[0.96]
SYBILS('12038') Truth=[0.17]
SYBILS('14699') Truth=[0.24]
SYBILS('3277') Truth=[0.31]
SYBILS('12039') Truth=[0.18]
SYBILS('3278') Truth=[0.4]
SYBILS('38620') Truth=[0.78]
SYBILS('3275') Truth=[0.17]
SYBILS('3276') Truth=[0.4]
SYBILS('3273') Truth=[0.28]
SYBILS('3274') Truth=[0.36]
SYBILS('14692') Truth=[0.44]
SYBILS('12030') Truth=[0.27]
SYBILS('14691') Truth=[0.58]
SYBILS('12031') Truth=[0.2]
SYBILS('14694') Truth=[0.16]
SYBILS('12032') Truth=[0.32]
SYBILS('14693') Truth=[0.44]
SYBILS('12033') Truth=[0.23]
SYBILS('38627') Truth=[0.92]
SYBILS('14696') Truth=[0.27]
SYBILS('14695') Truth=[0.16]
SYBILS('14698') Truth=[0.25]
SYBILS('12036') Truth=[0.23]
SYBILS('14697') Truth=[0.25]
SYBILS('26667') Truth=[0.44]
SYBILS('24004') Truth=[0.23]
SYBILS('26668') Truth=[0.31]
SYBILS('24003') Truth=[0.25]
SYBILS('26669') Truth=[0.3]
SYBILS('24002') Truth=[0.36]
SYBILS('24001') Truth=[0.15]
SYBILS('24000') Truth=[0.17]
SYBILS('3272') Truth=[0.26]
SYBILS('26660') Truth=[0.22]
SYBILS('26661') Truth=[0.24]
SYBILS('3270') Truth=[0.27]
SYBILS('26662') Truth=[0.23]
SYBILS('24009') Truth=[0.3]
SYBILS('26663') Truth=[0.23]
SYBILS('24008') Truth=[0.29]
SYBILS('26664') Truth=[0.22]
SYBILS('24007') Truth=[0.45]
SYBILS('26665') Truth=[0.37]
SYBILS('24006') Truth=[0.31]
SYBILS('26666') Truth=[0.13]
SYBILS('24005') Truth=[0.5]
SYBILS('3268') Truth=[0.24]
SYBILS('12026') Truth=[0.17]
SYBILS('38634') Truth=[0.94]
SYBILS('14689') Truth=[0.48]
SYBILS('3269') Truth=[0.33]
SYBILS('12027') Truth=[0.23]
SYBILS('38633') Truth=[0.94]
SYBILS('14688') Truth=[0.31]
SYBILS('3266') Truth=[0.36]
SYBILS('12028') Truth=[0.17]
SYBILS('3267') Truth=[0.26]
SYBILS('12029') Truth=[0.55]
SYBILS('3264') Truth=[0.3]
SYBILS('3265') Truth=[0.23]
SYBILS('3262') Truth=[0.37]
SYBILS('3263') Truth=[0.27]
SYBILS('14681') Truth=[0.24]
SYBILS('14680') Truth=[0.28]
SYBILS('12020') Truth=[0.24]
SYBILS('14683') Truth=[0.05]
SYBILS('12021') Truth=[0.23]
SYBILS('38639') Truth=[0.76]
SYBILS('14682') Truth=[0.05]
SYBILS('12022') Truth=[0.18]
SYBILS('14685') Truth=[0.25]
SYBILS('12023') Truth=[0.31]
SYBILS('14684') Truth=[0.28]
SYBILS('12024') Truth=[0.32]
SYBILS('14687') Truth=[0.29]
SYBILS('12025') Truth=[0.17]
SYBILS('14686') Truth=[0.36]
SYBILS('48048') Truth=[0.79]
SYBILS('24079') Truth=[0.39]
SYBILS('12090') Truth=[0.36]
SYBILS('24078') Truth=[0.39]
SYBILS('12091') Truth=[0.31]
SYBILS('48044') Truth=[0.9]
SYBILS('24077') Truth=[0.48]
SYBILS('12092') Truth=[0.32]
SYBILS('48043') Truth=[0.84]
SYBILS('24076') Truth=[0.23]
SYBILS('12093') Truth=[0.24]
SYBILS('48046') Truth=[0.9]
SYBILS('24075') Truth=[0.2]
SYBILS('12094') Truth=[0.26]
SYBILS('48045') Truth=[0.9]
SYBILS('24074') Truth=[0.17]
SYBILS('36062') Truth=[0.97]
SYBILS('36061') Truth=[0.97]
SYBILS('61017') Truth=[0.98]
SYBILS('61018') Truth=[0.96]
SYBILS('3213') Truth=[0.36]
SYBILS('5876') Truth=[0.37]
SYBILS('61026') Truth=[0.95]
SYBILS('3214') Truth=[0.39]
SYBILS('5875') Truth=[0.18]
SYBILS('63688') Truth=[0.88]
SYBILS('3211') Truth=[0.27]
SYBILS('5874') Truth=[0.24]
SYBILS('36068') Truth=[0.58]
SYBILS('3212') Truth=[0.36]
SYBILS('5873') Truth=[0.23]
SYBILS('5872') Truth=[0.3]
SYBILS('61022') Truth=[0.97]
SYBILS('5871') Truth=[0.18]
SYBILS('3210') Truth=[0.32]
SYBILS('61023') Truth=[0.89]
SYBILS('63684') Truth=[0.93]
SYBILS('5870') Truth=[0.3]
SYBILS('63682') Truth=[0.8]
SYBILS('12095') Truth=[0.27]
SYBILS('48040') Truth=[0.94]
SYBILS('24073') Truth=[0.17]
SYBILS('12096') Truth=[0.28]
SYBILS('63680') Truth=[0.88]
SYBILS('24072') Truth=[0.17]
SYBILS('3219') Truth=[0.3]
SYBILS('12097') Truth=[0.26]
SYBILS('24071') Truth=[0.27]
SYBILS('12098') Truth=[0.35]
SYBILS('24070') Truth=[0.17]
SYBILS('3217') Truth=[0.36]
SYBILS('12099') Truth=[0.28]
SYBILS('3218') Truth=[0.38]
SYBILS('5879') Truth=[0.45]
SYBILS('3215') Truth=[0.38]
SYBILS('5878') Truth=[0.33]
SYBILS('3216') Truth=[0.39]
SYBILS('5877') Truth=[0.34]
SYBILS('51689') Truth=[0.86]
SYBILS('24069') Truth=[0.49]
SYBILS('48058') Truth=[0.96]
SYBILS('24068') Truth=[0.18]
SYBILS('24067') Truth=[0.19]
SYBILS('12080') Truth=[0.37]
SYBILS('24066') Truth=[0.18]
SYBILS('12081') Truth=[0.27]
SYBILS('24065') Truth=[0.26]
SYBILS('12082') Truth=[0.31]
SYBILS('24064') Truth=[0.17]
SYBILS('12083') Truth=[0.27]
SYBILS('24063') Truth=[0.2]
SYBILS('36072') Truth=[0.98]
SYBILS('36070') Truth=[0.91]
SYBILS('61006') Truth=[0.82]
SYBILS('3202') Truth=[0.24]
SYBILS('5865') Truth=[0.26]
SYBILS('61015') Truth=[0.88]
SYBILS('3203') Truth=[0.35]
SYBILS('5864') Truth=[0.26]
SYBILS('61016') Truth=[0.87]
SYBILS('3200') Truth=[0.36]
SYBILS('5863') Truth=[0.27]
SYBILS('3201') Truth=[0.27]
SYBILS('5862') Truth=[0.32]
SYBILS('61014') Truth=[0.85]
SYBILS('63675') Truth=[0.47]
SYBILS('5861') Truth=[0.34]
SYBILS('61011') Truth=[0.93]
SYBILS('63674') Truth=[0.88]
SYBILS('5860') Truth=[0.36]
SYBILS('63673') Truth=[0.88]
SYBILS('51691') Truth=[0.95]
SYBILS('63671') Truth=[0.88]
SYBILS('12084') Truth=[0.33]
SYBILS('48051') Truth=[0.73]
SYBILS('24062') Truth=[0.18]
SYBILS('12085') Truth=[0.27]
SYBILS('48050') Truth=[0.72]
SYBILS('24061') Truth=[0.42]
SYBILS('3208') Truth=[0.36]
SYBILS('12086') Truth=[0.26]
SYBILS('48053') Truth=[0.86]
SYBILS('24060') Truth=[0.17]
SYBILS('3209') Truth=[0.39]
SYBILS('12087') Truth=[0.29]
SYBILS('3206') Truth=[0.35]
SYBILS('5869') Truth=[0.32]
SYBILS('12088') Truth=[0.28]
SYBILS('3207') Truth=[0.38]
SYBILS('5868') Truth=[0.35]
SYBILS('12089') Truth=[0.28]
SYBILS('3204') Truth=[0.29]
SYBILS('5867') Truth=[0.37]
SYBILS('51698') Truth=[0.93]
SYBILS('3205') Truth=[0.31]
SYBILS('5866') Truth=[0.27]
SYBILS('24059') Truth=[0.22]
SYBILS('24058') Truth=[0.21]
SYBILS('24057') Truth=[0.2]
SYBILS('24056') Truth=[0.26]
SYBILS('24055') Truth=[0.3]
SYBILS('48066') Truth=[0.94]
SYBILS('12070') Truth=[0.3]
SYBILS('24054') Truth=[0.27]
SYBILS('12071') Truth=[0.31]
SYBILS('24053') Truth=[0.59]
SYBILS('48068') Truth=[0.87]
SYBILS('12072') Truth=[0.28]
SYBILS('24052') Truth=[0.17]
SYBILS('36083') Truth=[0.9]
SYBILS('36081') Truth=[0.88]
SYBILS('3235') Truth=[0.34]
SYBILS('5898') Truth=[0.27]
SYBILS('61048') Truth=[0.96]
SYBILS('3236') Truth=[0.31]
SYBILS('5897') Truth=[0.4]
SYBILS('61049') Truth=[0.58]
SYBILS('3233') Truth=[0.37]
SYBILS('5896') Truth=[0.18]
SYBILS('3234') Truth=[0.35]
SYBILS('5895') Truth=[0.2]
SYBILS('3231') Truth=[0.35]
SYBILS('5894') Truth=[0.38]
SYBILS('36088') Truth=[0.95]
SYBILS('61044') Truth=[0.96]
SYBILS('3232') Truth=[0.36]
SYBILS('5893') Truth=[0.35]
SYBILS('61045') Truth=[0.97]
SYBILS('5892') Truth=[0.31]
SYBILS('36086') Truth=[0.94]
SYBILS('3230') Truth=[0.32]
SYBILS('5891') Truth=[0.52]
SYBILS('36087') Truth=[0.88]
SYBILS('61043') Truth=[0.71]
SYBILS('12073') Truth=[0.29]
SYBILS('24051') Truth=[0.21]
SYBILS('48062') Truth=[0.75]
SYBILS('12074') Truth=[0.28]
SYBILS('24050') Truth=[0.26]
SYBILS('48061') Truth=[0.94]
SYBILS('12075') Truth=[0.27]
SYBILS('12076') Truth=[0.25]
SYBILS('3239') Truth=[0.32]
SYBILS('12077') Truth=[0.27]
SYBILS('12078') Truth=[0.32]
SYBILS('3237') Truth=[0.28]
SYBILS('12079') Truth=[0.37]
SYBILS('3238') Truth=[0.39]
SYBILS('5899') Truth=[0.46]
SYBILS('24047') Truth=[0.45]
SYBILS('24046') Truth=[0.47]
SYBILS('24045') Truth=[0.42]
SYBILS('48076') Truth=[0.84]
SYBILS('24043') Truth=[0.17]
SYBILS('12060') Truth=[0.28]
SYBILS('12061') Truth=[0.24]
SYBILS('24041') Truth=[0.21]
SYBILS('5890') Truth=[0.22]
SYBILS('36092') Truth=[0.99]
SYBILS('61029') Truth=[0.92]
SYBILS('36090') Truth=[0.98]
SYBILS('24049') Truth=[0.51]
SYBILS('3224') Truth=[0.34]
SYBILS('5887') Truth=[0.32]
SYBILS('3225') Truth=[0.33]
SYBILS('5886') Truth=[0.29]
SYBILS('3222') Truth=[0.31]
SYBILS('5885') Truth=[0.41]
SYBILS('63698') Truth=[0.58]
SYBILS('3223') Truth=[0.31]
SYBILS('5884') Truth=[0.57]
SYBILS('63697') Truth=[0.88]
SYBILS('3220') Truth=[0.33]
SYBILS('5883') Truth=[0.45]
SYBILS('36099') Truth=[0.85]
SYBILS('63696') Truth=[0.88]
SYBILS('3221') Truth=[0.27]
SYBILS('5882') Truth=[0.4]
SYBILS('61034') Truth=[0.95]
SYBILS('5881') Truth=[0.23]
SYBILS('5880') Truth=[0.49]
SYBILS('36098') Truth=[0.88]
SYBILS('12062') Truth=[0.4]
SYBILS('48073') Truth=[0.84]
SYBILS('63692') Truth=[0.88]
SYBILS('24040') Truth=[0.17]
SYBILS('12063') Truth=[0.25]
SYBILS('61030') Truth=[0.93]
SYBILS('63691') Truth=[0.55]
SYBILS('48072') Truth=[0.53]
SYBILS('12064') Truth=[0.45]
SYBILS('48075') Truth=[0.84]
SYBILS('12065') Truth=[0.28]
SYBILS('48074') Truth=[0.94]
SYBILS('3228') Truth=[0.36]
