--- Atoms: 
SYBILS('12018') Truth=[1]
SYBILS('3297') Truth=[1]
SYBILS('12019') Truth=[1]
SYBILS('3298') Truth=[1]
SYBILS('143963') Truth=[0.91]
SYBILS('104476') Truth=[0.99]
SYBILS('12010') Truth=[0.99]
SYBILS('128329') Truth=[0.92]
SYBILS('143966') Truth=[0.67]
SYBILS('104479') Truth=[0.92]
SYBILS('12013') Truth=[1]
SYBILS('51621') Truth=[0.99]
SYBILS('143958') Truth=[0.93]
SYBILS('51602') Truth=[0.98]
SYBILS('51605') Truth=[0.67]
SYBILS('128341') Truth=[0.96]
SYBILS('51609') Truth=[1]
SYBILS('3294') Truth=[1]
SYBILS('3291') Truth=[1]
SYBILS('3292') Truth=[0.99]
SYBILS('26644') Truth=[1]
SYBILS('128338') Truth=[0.92]
SYBILS('128337') Truth=[0.97]
SYBILS('12007') Truth=[1]
SYBILS('128334') Truth=[0.93]
SYBILS('3286') Truth=[0.99]
SYBILS('3287') Truth=[1]
SYBILS('128332') Truth=[0.96]
SYBILS('3284') Truth=[1]
SYBILS('3285') Truth=[1]
SYBILS('104464') Truth=[0.96]
SYBILS('104465') Truth=[0.94]
SYBILS('12000') Truth=[1]
SYBILS('143955') Truth=[0.91]
SYBILS('51610') Truth=[0.99]
SYBILS('143956') Truth=[0.97]
SYBILS('51634') Truth=[1]
SYBILS('26635') Truth=[1]
SYBILS('26636') Truth=[0.99]
SYBILS('51637') Truth=[0.99]
SYBILS('26638') Truth=[0.99]
SYBILS('51639') Truth=[0.99]
SYBILS('104460') Truth=[0.92]
SYBILS('104461') Truth=[0.97]
SYBILS('128353') Truth=[0.98]
SYBILS('128351') Truth=[0.92]
SYBILS('153307') Truth=[0.5]
SYBILS('128349') Truth=[0.96]
SYBILS('153305') Truth=[0.91]
SYBILS('128347') Truth=[0.95]
SYBILS('153303') Truth=[0.91]
SYBILS('36002') Truth=[1]
SYBILS('128348') Truth=[0.96]
SYBILS('36003') Truth=[1]
SYBILS('153301') Truth=[0.97]
SYBILS('36000') Truth=[1]
SYBILS('36001') Truth=[0.99]
SYBILS('143980') Truth=[0.96]
SYBILS('143983') Truth=[0.5]
SYBILS('104453') Truth=[0.95]
SYBILS('143979') Truth=[0.96]
SYBILS('26625') Truth=[1]
SYBILS('26628') Truth=[1]
SYBILS('51628') Truth=[0.99]
SYBILS('128363') Truth=[0.92]
SYBILS('128361') Truth=[0.96]
SYBILS('128360') Truth=[0.96]
SYBILS('26621') Truth=[1]
SYBILS('104448') Truth=[0.95]
SYBILS('128358') Truth=[0.97]
SYBILS('36013') Truth=[1]
SYBILS('128356') Truth=[0.92]
SYBILS('143970') Truth=[0.92]
SYBILS('104441') Truth=[0.9]
SYBILS('51632') Truth=[1]
SYBILS('143978') Truth=[0.96]
SYBILS('51633') Truth=[1]
SYBILS('12050') Truth=[1]
SYBILS('128375') Truth=[0.96]
SYBILS('26694') Truth=[1]
SYBILS('128370') Truth=[0.96]
SYBILS('26696') Truth=[1]
SYBILS('128371') Truth=[0.94]
SYBILS('26697') Truth=[1]
SYBILS('3257') Truth=[1]
SYBILS('104438') Truth=[0.66]
SYBILS('3258') Truth=[1]
SYBILS('153323') Truth=[0.46]
SYBILS('3251') Truth=[0.99]
SYBILS('26690') Truth=[1]
SYBILS('3252') Truth=[1]
SYBILS('12051') Truth=[1]
SYBILS('12056') Truth=[1]
SYBILS('3259') Truth=[1]
SYBILS('12058') Truth=[1]
SYBILS('128385') Truth=[0.97]
SYBILS('3250') Truth=[1]
SYBILS('26684') Truth=[1]
SYBILS('26688') Truth=[1]
SYBILS('12048') Truth=[1]
SYBILS('128378') Truth=[0.67]
SYBILS('143991') Truth=[0.96]
SYBILS('3240') Truth=[0.99]
SYBILS('26680') Truth=[1]
SYBILS('104421') Truth=[0.91]
SYBILS('143997') Truth=[0.96]
SYBILS('104422') Truth=[0.91]
SYBILS('104423') Truth=[0.96]
SYBILS('104425') Truth=[0.91]
SYBILS('26678') Truth=[1]
SYBILS('26670') Truth=[1]
SYBILS('128397') Truth=[0.97]
SYBILS('3283') Truth=[1]
SYBILS('26671') Truth=[1]
SYBILS('26673') Truth=[1]
SYBILS('128392') Truth=[0.92]
SYBILS('128393') Truth=[0.95]
SYBILS('153349') Truth=[0.94]
SYBILS('3279') Truth=[1]
SYBILS('104416') Truth=[0.91]
SYBILS('12039') Truth=[1]
SYBILS('153348') Truth=[0.88]
SYBILS('3275') Truth=[1]
SYBILS('153341') Truth=[0.91]
SYBILS('12032') Truth=[1]
SYBILS('12033') Truth=[1]
SYBILS('104412') Truth=[0.91]
SYBILS('104413') Truth=[0.91]
SYBILS('26667') Truth=[1]
SYBILS('26668') Truth=[1]
SYBILS('26660') Truth=[1]
SYBILS('26662') Truth=[1]
SYBILS('26664') Truth=[0.99]
SYBILS('3268') Truth=[1]
SYBILS('12026') Truth=[1]
SYBILS('153336') Truth=[0.95]
SYBILS('3266') Truth=[1]
SYBILS('153335') Truth=[0.93]
SYBILS('128398') Truth=[0.99]
SYBILS('153331') Truth=[0.92]
SYBILS('104401') Truth=[0.97]
SYBILS('12024') Truth=[1]
SYBILS('99634') Truth=[0.97]
SYBILS('75668') Truth=[0.97]
SYBILS('99635') Truth=[0.95]
SYBILS('75666') Truth=[0.99]
SYBILS('99637') Truth=[0.97]
SYBILS('99630') Truth=[0.95]
SYBILS('12092') Truth=[0.99]
SYBILS('12094') Truth=[1]
SYBILS('36061') Truth=[1]
SYBILS('61018') Truth=[1]
SYBILS('61026') Truth=[0.96]
SYBILS('3214') Truth=[0.99]
SYBILS('3211') Truth=[0.99]
SYBILS('61022') Truth=[0.99]
SYBILS('3210') Truth=[1]
SYBILS('36067') Truth=[0.99]
SYBILS('61023') Truth=[1]
SYBILS('36065') Truth=[1]
SYBILS('153364') Truth=[0.65]
SYBILS('12096') Truth=[1]
SYBILS('3217') Truth=[1]
SYBILS('99627') Truth=[0.97]
SYBILS('51689') Truth=[1]
SYBILS('99648') Truth=[0.97]
SYBILS('99641') Truth=[0.98]
SYBILS('99643') Truth=[0.99]
SYBILS('36073') Truth=[0.99]
SYBILS('36074') Truth=[0.99]
SYBILS('36071') Truth=[1]
SYBILS('99640') Truth=[0.99]
SYBILS('61006') Truth=[0.99]
SYBILS('61007') Truth=[0.99]
SYBILS('85005') Truth=[0.97]
SYBILS('153358') Truth=[0.95]
SYBILS('3200') Truth=[1]
SYBILS('36079') Truth=[1]
SYBILS('3201') Truth=[1]
SYBILS('85007') Truth=[0.97]
SYBILS('153356') Truth=[0.91]
SYBILS('153354') Truth=[0.93]
SYBILS('85002') Truth=[0.98]
SYBILS('51691') Truth=[1]
SYBILS('85003') Truth=[0.99]
SYBILS('12086') Truth=[1]
SYBILS('51694') Truth=[0.99]
SYBILS('3209') Truth=[0.99]
SYBILS('51695') Truth=[0.99]
SYBILS('12088') Truth=[1]
SYBILS('99638') Truth=[0.93]
SYBILS('3207') Truth=[1]
SYBILS('75648') Truth=[0.99]
SYBILS('99612') Truth=[0.98]
SYBILS('99613') Truth=[0.98]
SYBILS('99615') Truth=[0.99]
SYBILS('75688') Truth=[0.99]
SYBILS('75683') Truth=[0.99]
SYBILS('99611') Truth=[0.98]
SYBILS('75684') Truth=[0.99]
SYBILS('36084') Truth=[0.99]
SYBILS('75681') Truth=[1]
SYBILS('36085') Truth=[1]
SYBILS('36083') Truth=[1]
SYBILS('75680') Truth=[1]
SYBILS('61039') Truth=[0.97]
SYBILS('3235') Truth=[1]
SYBILS('3233') Truth=[1]
SYBILS('61045') Truth=[1]
SYBILS('153387') Truth=[0.92]
SYBILS('3230') Truth=[1]
SYBILS('153385') Truth=[0.96]
SYBILS('99609') Truth=[0.84]
SYBILS('12076') Truth=[1]
SYBILS('153381') Truth=[0.98]
SYBILS('153382') Truth=[0.93]
SYBILS('12078') Truth=[1]
SYBILS('99607') Truth=[0.98]
SYBILS('75678') Truth=[0.97]
SYBILS('75677') Truth=[0.96]
SYBILS('75674') Truth=[1]
SYBILS('75675') Truth=[0.97]
SYBILS('75672') Truth=[0.97]
SYBILS('12061') Truth=[1]
SYBILS('99622') Truth=[0.98]
SYBILS('75670') Truth=[0.99]
SYBILS('75671') Truth=[0.99]
SYBILS('61029') Truth=[0.99]
SYBILS('3224') Truth=[1]
SYBILS('61038') Truth=[1]
SYBILS('3223') Truth=[1]
SYBILS('61033') Truth=[0.99]
SYBILS('61032') Truth=[0.99]
SYBILS('36098') Truth=[0.99]
SYBILS('153375') Truth=[0.93]
SYBILS('12063') Truth=[1]
SYBILS('61030') Truth=[0.99]
SYBILS('3229') Truth=[1]
SYBILS('75623') Truth=[0.99]
SYBILS('51659') Truth=[0.98]
SYBILS('75620') Truth=[0.97]
SYBILS('36025') Truth=[0.99]
SYBILS('36023') Truth=[0.99]
SYBILS('51660') Truth=[0.99]
SYBILS('75618') Truth=[0.99]
SYBILS('75619') Truth=[0.99]
SYBILS('51663') Truth=[0.99]
SYBILS('75614') Truth=[0.94]
SYBILS('51665') Truth=[1]
SYBILS('75615') Truth=[0.98]
SYBILS('51666') Truth=[0.99]
SYBILS('51646') Truth=[0.99]
SYBILS('51648') Truth=[0.99]
SYBILS('51649') Truth=[0.99]
SYBILS('99600') Truth=[0.96]
SYBILS('36033') Truth=[1]
SYBILS('36031') Truth=[1]
SYBILS('36032') Truth=[0.99]
SYBILS('75609') Truth=[1]
SYBILS('153397') Truth=[0.96]
SYBILS('153394') Truth=[0.96]
SYBILS('75607') Truth=[1]
SYBILS('153395') Truth=[0.94]
SYBILS('51652') Truth=[0.99]
SYBILS('153390') Truth=[0.93]
SYBILS('36039') Truth=[1]
SYBILS('75604') Truth=[0.99]
SYBILS('51655') Truth=[0.99]
SYBILS('75644') Truth=[0.99]
SYBILS('75641') Truth=[1]
SYBILS('36040') Truth=[1]
SYBILS('36046') Truth=[0.99]
SYBILS('36047') Truth=[0.99]
SYBILS('61001') Truth=[1]
SYBILS('51680') Truth=[0.99]
SYBILS('51681') Truth=[0.99]
SYBILS('75638') Truth=[0.99]
SYBILS('51685') Truth=[0.99]
SYBILS('75639') Truth=[0.99]
SYBILS('75636') Truth=[0.97]
SYBILS('51688') Truth=[1]
SYBILS('75635') Truth=[0.99]
SYBILS('51669') Truth=[0.99]
SYBILS('75631') Truth=[0.99]
SYBILS('36053') Truth=[0.99]
SYBILS('36054') Truth=[1]
SYBILS('51673') Truth=[0.99]
SYBILS('75627') Truth=[0.99]
SYBILS('75628') Truth=[0.99]
SYBILS('51675') Truth=[0.99]
SYBILS('75625') Truth=[0.98]
SYBILS('51677') Truth=[1]
SYBILS('85198') Truth=[0.99]
SYBILS('85199') Truth=[0.97]
SYBILS('85196') Truth=[0.99]
SYBILS('85197') Truth=[0.99]
SYBILS('85190') Truth=[0.93]
SYBILS('85192') Truth=[0.99]
SYBILS('85178') Truth=[0.99]
SYBILS('85174') Truth=[0.91]
SYBILS('85175') Truth=[0.97]
SYBILS('85171') Truth=[0.99]
SYBILS('85189') Truth=[0.99]
SYBILS('85183') Truth=[0.99]
SYBILS('85186') Truth=[0.91]
SYBILS('85181') Truth=[0.98]
SYBILS('99796') Truth=[0.98]
SYBILS('99797') Truth=[0.98]
SYBILS('85159') Truth=[0.49]
SYBILS('85155') Truth=[0.99]
SYBILS('61188') Truth=[0.99]
SYBILS('85156') Truth=[0.99]
SYBILS('61185') Truth=[1]
SYBILS('61186') Truth=[1]
SYBILS('85150') Truth=[0.99]
SYBILS('85152') Truth=[0.98]
SYBILS('61182') Truth=[1]
SYBILS('85165') Truth=[0.99]
SYBILS('85166') Truth=[0.98]
SYBILS('85168') Truth=[0.98]
SYBILS('85161') Truth=[0.99]
SYBILS('61173') Truth=[0.99]
SYBILS('99778') Truth=[0.89]
SYBILS('118904') Truth=[0.93]
SYBILS('118907') Truth=[0.96]
SYBILS('99774') Truth=[0.93]
SYBILS('99776') Truth=[0.89]
SYBILS('85129') Truth=[0.99]
SYBILS('118900') Truth=[0.97]
SYBILS('85137') Truth=[0.99]
SYBILS('85132') Truth=[0.99]
SYBILS('85133') Truth=[0.98]
SYBILS('118917') Truth=[0.95]
SYBILS('118919') Truth=[0.91]
SYBILS('99786') Truth=[0.91]
SYBILS('99783') Truth=[0.91]
SYBILS('118910') Truth=[0.96]
SYBILS('118912') Truth=[0.93]
SYBILS('85148') Truth=[0.99]
SYBILS('85149') Truth=[0.96]
SYBILS('85143') Truth=[0.98]
SYBILS('85144') Truth=[0.99]
SYBILS('85145') Truth=[0.99]
SYBILS('85141') Truth=[0.99]
SYBILS('61191') Truth=[0.99]
SYBILS('118925') Truth=[0.95]
SYBILS('26812') Truth=[1]
SYBILS('118927') Truth=[0.97]
SYBILS('118920') Truth=[0.91]
SYBILS('118935') Truth=[0.9]
SYBILS('118936') Truth=[0.95]
SYBILS('26800') Truth=[1]
SYBILS('118937') Truth=[0.89]
SYBILS('118939') Truth=[0.98]
SYBILS('118930') Truth=[0.96]
SYBILS('118934') Truth=[0.93]
SYBILS('143904') Truth=[0.97]
SYBILS('143907') Truth=[0.93]
SYBILS('118943') Truth=[0.96]
SYBILS('118945') Truth=[0.91]
SYBILS('104297') Truth=[0.91]
SYBILS('104299') Truth=[0.91]
SYBILS('143901') Truth=[0.93]
SYBILS('118958') Truth=[0.73]
SYBILS('104296') Truth=[0.96]
SYBILS('118951') Truth=[0.97]
SYBILS('118955') Truth=[0.91]
SYBILS('104289') Truth=[0.98]
SYBILS('143928') Truth=[0.93]
SYBILS('118960') Truth=[0.94]
SYBILS('26851') Truth=[0.99]
SYBILS('118966') Truth=[0.94]
SYBILS('26853') Truth=[1]
SYBILS('104276') Truth=[0.96]
SYBILS('104277') Truth=[0.97]
SYBILS('12210') Truth=[1]
SYBILS('143923') Truth=[0.92]
SYBILS('26843') Truth=[0.99]
SYBILS('26845') Truth=[0.99]
SYBILS('104271') Truth=[0.89]
SYBILS('143918') Truth=[0.92]
SYBILS('26848') Truth=[1]
SYBILS('118973') Truth=[0.96]
SYBILS('118976') Truth=[0.91]
SYBILS('12202') Truth=[1]
SYBILS('12205') Truth=[1]
SYBILS('118980') Truth=[0.96]
SYBILS('12209') Truth=[1]
SYBILS('104266') Truth=[0.96]
SYBILS('104268') Truth=[0.97]
SYBILS('143911') Truth=[0.96]
SYBILS('12200') Truth=[1]
SYBILS('143948') Truth=[0.91]
SYBILS('104260') Truth=[0.95]
SYBILS('26837') Truth=[1]
SYBILS('104263') Truth=[0.97]
SYBILS('26839') Truth=[1]
SYBILS('118983') Truth=[0.95]
SYBILS('118986') Truth=[0.95]
SYBILS('118988') Truth=[0.91]
SYBILS('128301') Truth=[0.5]
SYBILS('118990') Truth=[0.96]
SYBILS('104255') Truth=[0.98]
SYBILS('143940') Truth=[0.93]
SYBILS('143943') Truth=[0.91]
SYBILS('143935') Truth=[0.91]
SYBILS('143937') Truth=[0.93]
SYBILS('26823') Truth=[1]
SYBILS('26824') Truth=[1]
SYBILS('118997') Truth=[0.95]
SYBILS('118999') Truth=[0.96]
SYBILS('128314') Truth=[0.95]
SYBILS('128312') Truth=[0.91]
SYBILS('128311') Truth=[0.91]
SYBILS('104242') Truth=[0.94]
SYBILS('26819') Truth=[0.99]
SYBILS('104244') Truth=[0.98]
SYBILS('143930') Truth=[0.67]
SYBILS('104247') Truth=[0.98]
SYBILS('143932') Truth=[0.9]
SYBILS('104248') Truth=[0.95]
SYBILS('128319') Truth=[0.93]
SYBILS('26777') Truth=[1]
SYBILS('51734') Truth=[0.99]
SYBILS('143849') Truth=[0.91]
SYBILS('51736') Truth=[0.99]
SYBILS('104360') Truth=[0.96]
SYBILS('118883') Truth=[0.96]
SYBILS('118886') Truth=[0.93]
SYBILS('118887') Truth=[0.97]
SYBILS('26774') Truth=[1]
SYBILS('118889') Truth=[0.91]
SYBILS('128207') Truth=[0.95]
SYBILS('12137') Truth=[1]
SYBILS('128204') Truth=[0.97]
SYBILS('128205') Truth=[0.91]
SYBILS('128203') Truth=[0.95]
SYBILS('104352') Truth=[0.96]
SYBILS('104354') Truth=[0.91]
SYBILS('12130') Truth=[1]
SYBILS('104355') Truth=[0.99]
SYBILS('36107') Truth=[1]
SYBILS('104357') Truth=[0.95]
SYBILS('12133') Truth=[1]
SYBILS('128208') Truth=[0.96]
SYBILS('26766') Truth=[1]
SYBILS('143837') Truth=[0.91]
SYBILS('26767') Truth=[1]
SYBILS('143838') Truth=[0.91]
SYBILS('51724') Truth=[0.99]
SYBILS('51726') Truth=[0.99]
SYBILS('51728') Truth=[0.99]
SYBILS('104351') Truth=[0.95]
SYBILS('118894') Truth=[0.95]
SYBILS('128220') Truth=[0.91]
SYBILS('3172') Truth=[0.99]
SYBILS('128221') Truth=[0.95]
SYBILS('3173') Truth=[1]
SYBILS('26761') Truth=[1]
SYBILS('26763') Truth=[0.99]
SYBILS('104349') Truth=[0.99]
SYBILS('12125') Truth=[1]
SYBILS('36115') Truth=[0.99]
SYBILS('36112') Truth=[1]
SYBILS('36113') Truth=[0.99]
SYBILS('36110') Truth=[1]
SYBILS('3166') Truth=[1]
SYBILS('36111') Truth=[1]
SYBILS('128211') Truth=[0.95]
SYBILS('3163') Truth=[1]
SYBILS('104342') Truth=[0.99]
SYBILS('143830') Truth=[0.91]
SYBILS('12120') Truth=[1]
SYBILS('143832') Truth=[0.91]
SYBILS('143833') Truth=[0.66]
SYBILS('104346') Truth=[0.98]
SYBILS('12122') Truth=[1]
SYBILS('128219') Truth=[0.91]
SYBILS('51755') Truth=[0.99]
SYBILS('51757') Truth=[0.99]
SYBILS('75721') Truth=[0.97]
SYBILS('128231') Truth=[0.95]
SYBILS('128230') Truth=[0.95]
SYBILS('26754') Truth=[1]
SYBILS('36125') Truth=[0.99]
SYBILS('104339') Truth=[0.94]
SYBILS('12115') Truth=[1]
SYBILS('12116') Truth=[0.98]
SYBILS('36123') Truth=[1]
SYBILS('128227') Truth=[0.91]
SYBILS('36124') Truth=[1]
SYBILS('12119') Truth=[1]
SYBILS('36122') Truth=[0.99]
SYBILS('128222') Truth=[0.97]
SYBILS('143860') Truth=[0.92]
SYBILS('104331') Truth=[0.98]
SYBILS('75717') Truth=[1]
SYBILS('104333') Truth=[0.97]
SYBILS('143865') Truth=[0.96]
SYBILS('104334') Truth=[0.95]
SYBILS('12111') Truth=[0.99]
SYBILS('75716') Truth=[0.98]
SYBILS('51763') Truth=[0.99]
SYBILS('143868') Truth=[0.93]
SYBILS('104337') Truth=[0.98]
SYBILS('36128') Truth=[1]
SYBILS('51765') Truth=[0.99]
SYBILS('143858') Truth=[0.91]
SYBILS('75711') Truth=[1]
SYBILS('51745') Truth=[0.99]
SYBILS('51746') Truth=[0.99]
SYBILS('75710') Truth=[1]
SYBILS('26749') Truth=[1]
SYBILS('128242') Truth=[0.49]
SYBILS('128243') Truth=[0.94]
SYBILS('26742') Truth=[1]
SYBILS('128239') Truth=[0.96]
SYBILS('12104') Truth=[1]
SYBILS('104329') Truth=[0.99]
SYBILS('128238') Truth=[0.94]
SYBILS('12106') Truth=[1]
SYBILS('128235') Truth=[0.95]
SYBILS('3187') Truth=[1]
SYBILS('128236') Truth=[0.96]
SYBILS('12108') Truth=[1]
SYBILS('3185') Truth=[1]
SYBILS('12109') Truth=[1]
SYBILS('36130') Truth=[1]
SYBILS('36131') Truth=[1]
SYBILS('143851') Truth=[0.94]
SYBILS('104320') Truth=[0.98]
SYBILS('104321') Truth=[0.93]
SYBILS('104322') Truth=[0.99]
SYBILS('104323') Truth=[0.91]
SYBILS('143855') Truth=[0.91]
SYBILS('104324') Truth=[0.94]
SYBILS('12100') Truth=[0.99]
SYBILS('12101') Truth=[1]
SYBILS('36138') Truth=[0.99]
SYBILS('143857') Truth=[0.91]
SYBILS('75703') Truth=[0.99]
SYBILS('51754') Truth=[0.97]
SYBILS('36139') Truth=[1]
SYBILS('12171') Truth=[1]
SYBILS('128252') Truth=[0.98]
SYBILS('128250') Truth=[0.96]
SYBILS('3136') Truth=[1]
SYBILS('153207') Truth=[0.49]
SYBILS('153204') Truth=[0.96]
SYBILS('3134') Truth=[1]
SYBILS('128249') Truth=[0.95]
SYBILS('104319') Truth=[0.96]
SYBILS('3135') Truth=[1]
SYBILS('128246') Truth=[0.95]
SYBILS('3132') Truth=[1]
SYBILS('143880') Truth=[0.88]
SYBILS('128244') Truth=[0.91]
SYBILS('143881') Truth=[0.95]
SYBILS('3130') Truth=[1]
SYBILS('3131') Truth=[1]
SYBILS('12172') Truth=[0.99]
SYBILS('143884') Truth=[0.92]
SYBILS('12174') Truth=[1]
SYBILS('12176') Truth=[1]
SYBILS('143888') Truth=[0.97]
SYBILS('104314') Truth=[0.96]
SYBILS('3138') Truth=[1]
SYBILS('12179') Truth=[1]
SYBILS('12160') Truth=[1]
SYBILS('12169') Truth=[1]
SYBILS('3123') Truth=[1]
SYBILS('104308') Truth=[0.92]
SYBILS('128257') Truth=[0.91]
SYBILS('3120') Truth=[1]
SYBILS('12164') Truth=[1]
SYBILS('104301') Truth=[0.98]
SYBILS('12165') Truth=[0.99]
SYBILS('143877') Truth=[0.98]
SYBILS('143878') Truth=[0.94]
SYBILS('12167') Truth=[1]
SYBILS('3128') Truth=[1]
SYBILS('12168') Truth=[1]
SYBILS('51713') Truth=[0.99]
SYBILS('51716') Truth=[0.99]
SYBILS('128275') Truth=[0.92]
SYBILS('128276') Truth=[0.96]
SYBILS('3162') Truth=[1]
SYBILS('26796') Truth=[1]
SYBILS('26798') Truth=[1]
SYBILS('153229') Truth=[0.65]
SYBILS('12159') Truth=[1]
SYBILS('3154') Truth=[1]
SYBILS('3155') Truth=[1]
SYBILS('128266') Truth=[0.92]
SYBILS('128267') Truth=[0.75]
SYBILS('26790') Truth=[1]
SYBILS('12152') Truth=[1]
SYBILS('51721') Truth=[0.99]
SYBILS('51700') Truth=[0.99]
SYBILS('51701') Truth=[0.99]
SYBILS('51703') Truth=[0.99]
SYBILS('51704') Truth=[0.99]
SYBILS('51707') Truth=[0.99]
SYBILS('128286') Truth=[0.93]
SYBILS('51708') Truth=[0.99]
SYBILS('51709') Truth=[0.99]
SYBILS('128284') Truth=[0.91]
SYBILS('128283') Truth=[0.91]
SYBILS('3148') Truth=[0.99]
SYBILS('153216') Truth=[0.92]
SYBILS('143890') Truth=[0.91]
SYBILS('3143') Truth=[0.99]
SYBILS('143892') Truth=[0.74]
SYBILS('3141') Truth=[1]
SYBILS('153212') Truth=[0.91]
SYBILS('3142') Truth=[1]
SYBILS('153210') Truth=[0.94]
SYBILS('143897') Truth=[0.93]
SYBILS('12142') Truth=[1]
SYBILS('12143') Truth=[0.99]
SYBILS('12144') Truth=[1]
SYBILS('75788') Truth=[1]
SYBILS('75789') Truth=[1]
SYBILS('99751') Truth=[0.98]
SYBILS('99754') Truth=[0.98]
SYBILS('75783') Truth=[0.99]
SYBILS('36183') Truth=[0.97]
SYBILS('75781') Truth=[1]
SYBILS('36181') Truth=[1]
SYBILS('36182') Truth=[0.99]
SYBILS('128293') Truth=[0.92]
SYBILS('128291') Truth=[0.94]
SYBILS('61138') Truth=[0.99]
SYBILS('85109') Truth=[0.94]
SYBILS('85114') Truth=[0.89]
SYBILS('61147') Truth=[0.99]
SYBILS('153248') Truth=[0.94]
SYBILS('61143') Truth=[0.99]
SYBILS('153247') Truth=[0.92]
SYBILS('61144') Truth=[0.99]
SYBILS('85111') Truth=[0.99]
SYBILS('128288') Truth=[0.5]
SYBILS('153244') Truth=[0.95]
SYBILS('61141') Truth=[0.99]
SYBILS('36186') Truth=[1]
SYBILS('61140') Truth=[0.99]
SYBILS('75777') Truth=[0.99]
SYBILS('75775') Truth=[0.99]
SYBILS('99769') Truth=[0.98]
SYBILS('75774') Truth=[0.99]
SYBILS('99763') Truth=[0.96]
SYBILS('36192') Truth=[1]
SYBILS('99761') Truth=[0.99]
