--- Atoms: 
SYBILS('26650') Truth=[0.99]
SYBILS('26653') Truth=[0.98]
SYBILS('128328') Truth=[0.78]
SYBILS('128325') Truth=[0.86]
SYBILS('128324') Truth=[0.91]
SYBILS('3298') Truth=[0.98]
SYBILS('104474') Truth=[0.81]
SYBILS('104476') Truth=[0.98]
SYBILS('104477') Truth=[0.79]
SYBILS('143965') Truth=[0.66]
SYBILS('128329') Truth=[0.8]
SYBILS('143966') Truth=[0.63]
SYBILS('12013') Truth=[0.99]
SYBILS('51621') Truth=[0.98]
SYBILS('12014') Truth=[1]
SYBILS('143957') Truth=[0.81]
SYBILS('26645') Truth=[0.99]
SYBILS('143958') Truth=[0.85]
SYBILS('26647') Truth=[0.98]
SYBILS('51605') Truth=[0.99]
SYBILS('104470') Truth=[0.82]
SYBILS('104471') Truth=[0.98]
SYBILS('51607') Truth=[0.98]
SYBILS('128342') Truth=[0.87]
SYBILS('3291') Truth=[1]
SYBILS('26640') Truth=[0.96]
SYBILS('26643') Truth=[0.97]
SYBILS('26644') Truth=[0.99]
SYBILS('128338') Truth=[0.81]
SYBILS('12007') Truth=[1]
SYBILS('128335') Truth=[0.85]
SYBILS('143951') Truth=[0.62]
SYBILS('104464') Truth=[0.91]
SYBILS('104465') Truth=[0.86]
SYBILS('12000') Truth=[0.99]
SYBILS('12001') Truth=[1]
SYBILS('51634') Truth=[0.99]
SYBILS('26635') Truth=[0.99]
SYBILS('51635') Truth=[0.98]
SYBILS('75602') Truth=[0.95]
SYBILS('51636') Truth=[0.98]
SYBILS('75600') Truth=[0.98]
SYBILS('51639') Truth=[0.98]
SYBILS('104460') Truth=[0.81]
SYBILS('128353') Truth=[0.93]
SYBILS('128350') Truth=[0.75]
SYBILS('26632') Truth=[0.99]
SYBILS('128349') Truth=[0.88]
SYBILS('104459') Truth=[0.92]
SYBILS('153303') Truth=[0.81]
SYBILS('36002') Truth=[0.99]
SYBILS('36000') Truth=[0.99]
SYBILS('128346') Truth=[0.82]
SYBILS('128343') Truth=[0.82]
SYBILS('128344') Truth=[0.91]
SYBILS('143982') Truth=[0.85]
SYBILS('143983') Truth=[0.47]
SYBILS('104452') Truth=[0.83]
SYBILS('104453') Truth=[0.84]
SYBILS('143985') Truth=[0.85]
SYBILS('143986') Truth=[0.47]
SYBILS('143987') Truth=[0.47]
SYBILS('51642') Truth=[0.98]
SYBILS('104457') Truth=[0.82]
SYBILS('143989') Truth=[0.85]
SYBILS('104458') Truth=[0.9]
SYBILS('51644') Truth=[0.98]
SYBILS('143979') Truth=[0.85]
SYBILS('51623') Truth=[0.99]
SYBILS('51624') Truth=[0.98]
SYBILS('26626') Truth=[0.99]
SYBILS('51626') Truth=[0.98]
SYBILS('128363') Truth=[0.82]
SYBILS('128360') Truth=[0.92]
SYBILS('26621') Truth=[0.99]
SYBILS('36015') Truth=[0.98]
SYBILS('36011') Truth=[0.98]
SYBILS('128354') Truth=[0.89]
SYBILS('143974') Truth=[0.85]
SYBILS('143975') Truth=[0.85]
SYBILS('51631') Truth=[0.99]
SYBILS('104446') Truth=[0.83]
SYBILS('51632') Truth=[0.99]
SYBILS('36017') Truth=[0.99]
SYBILS('143978') Truth=[0.85]
SYBILS('104447') Truth=[0.98]
SYBILS('51633') Truth=[0.99]
SYBILS('36018') Truth=[0.98]
SYBILS('12050') Truth=[1]
SYBILS('3261') Truth=[0.97]
SYBILS('128373') Truth=[0.74]
SYBILS('26695') Truth=[0.99]
SYBILS('128370') Truth=[0.92]
SYBILS('128371') Truth=[0.87]
SYBILS('26697') Truth=[1]
SYBILS('153329') Truth=[0.83]
SYBILS('12059') Truth=[0.98]
SYBILS('104439') Truth=[0.83]
SYBILS('3255') Truth=[0.99]
SYBILS('153326') Truth=[0.8]
SYBILS('3256') Truth=[0.99]
SYBILS('153324') Truth=[0.81]
SYBILS('3254') Truth=[1]
SYBILS('153322') Truth=[0.5]
SYBILS('26691') Truth=[0.98]
SYBILS('12051') Truth=[0.98]
SYBILS('12053') Truth=[0.73]
SYBILS('104432') Truth=[0.96]
SYBILS('12054') Truth=[1]
SYBILS('104433') Truth=[0.77]
SYBILS('3259') Truth=[0.99]
SYBILS('104436') Truth=[0.89]
SYBILS('128385') Truth=[0.93]
SYBILS('128386') Truth=[0.82]
SYBILS('3250') Truth=[0.97]
SYBILS('128384') Truth=[0.65]
SYBILS('153318') Truth=[0.83]
SYBILS('26687') Truth=[0.98]
SYBILS('153319') Truth=[0.8]
SYBILS('128380') Truth=[0.82]
SYBILS('26688') Truth=[0.99]
SYBILS('153316') Truth=[0.75]
SYBILS('153317') Truth=[0.85]
SYBILS('3247') Truth=[0.99]
SYBILS('153315') Truth=[0.79]
SYBILS('153312') Truth=[0.5]
SYBILS('128378') Truth=[0.87]
SYBILS('153313') Truth=[0.81]
SYBILS('128379') Truth=[0.91]
SYBILS('153310') Truth=[0.73]
SYBILS('3240') Truth=[0.97]
SYBILS('143992') Truth=[0.93]
SYBILS('153311') Truth=[0.43]
SYBILS('3241') Truth=[1]
SYBILS('26680') Truth=[0.99]
SYBILS('143993') Truth=[0.85]
SYBILS('143995') Truth=[0.85]
SYBILS('104420') Truth=[0.94]
SYBILS('143996') Truth=[0.85]
SYBILS('12043') Truth=[0.99]
SYBILS('104424') Truth=[0.95]
SYBILS('12047') Truth=[0.99]
SYBILS('26679') Truth=[0.99]
SYBILS('128396') Truth=[0.82]
SYBILS('128394') Truth=[0.8]
SYBILS('3280') Truth=[1]
SYBILS('128395') Truth=[0.96]
SYBILS('128390') Truth=[0.82]
SYBILS('128391') Truth=[0.82]
SYBILS('12038') Truth=[1]
SYBILS('12039') Truth=[1]
SYBILS('153348') Truth=[0.69]
SYBILS('104418') Truth=[0.91]
SYBILS('3274') Truth=[0.97]
SYBILS('153341') Truth=[0.83]
SYBILS('12032') Truth=[0.99]
SYBILS('26668') Truth=[0.99]
SYBILS('3271') Truth=[0.97]
SYBILS('3270') Truth=[0.99]
SYBILS('26666') Truth=[0.98]
SYBILS('104405') Truth=[0.94]
SYBILS('3267') Truth=[0.98]
SYBILS('153334') Truth=[0.46]
SYBILS('104408') Truth=[0.88]
SYBILS('3265') Truth=[0.99]
SYBILS('153332') Truth=[0.8]
SYBILS('3262') Truth=[0.97]
SYBILS('128399') Truth=[0.81]
SYBILS('153330') Truth=[0.82]
SYBILS('153331') Truth=[0.82]
SYBILS('12022') Truth=[1]
SYBILS('12023') Truth=[1]
SYBILS('104403') Truth=[0.98]
SYBILS('99634') Truth=[0.94]
SYBILS('75668') Truth=[0.95]
SYBILS('99637') Truth=[0.94]
SYBILS('75663') Truth=[0.97]
SYBILS('99630') Truth=[0.85]
SYBILS('75664') Truth=[0.98]
SYBILS('99633') Truth=[0.89]
SYBILS('36063') Truth=[0.98]
SYBILS('61019') Truth=[0.97]
SYBILS('3214') Truth=[0.98]
SYBILS('153369') Truth=[0.86]
SYBILS('3211') Truth=[0.96]
SYBILS('61024') Truth=[0.98]
SYBILS('61021') Truth=[0.97]
SYBILS('12095') Truth=[1]
SYBILS('153364') Truth=[0.81]
SYBILS('153361') Truth=[0.8]
SYBILS('153362') Truth=[0.73]
SYBILS('12098') Truth=[0.92]
SYBILS('153360') Truth=[0.94]
SYBILS('3218') Truth=[0.97]
SYBILS('75659') Truth=[0.96]
SYBILS('75657') Truth=[0.98]
SYBILS('99647') Truth=[0.95]
SYBILS('75652') Truth=[0.98]
SYBILS('99641') Truth=[0.96]
SYBILS('12081') Truth=[0.99]
SYBILS('75653') Truth=[0.98]
SYBILS('99642') Truth=[0.94]
SYBILS('75651') Truth=[0.64]
SYBILS('61008') Truth=[0.66]
SYBILS('85005') Truth=[0.93]
SYBILS('85006') Truth=[0.96]
SYBILS('3201') Truth=[1]
SYBILS('61014') Truth=[0.97]
SYBILS('61011') Truth=[0.66]
SYBILS('36077') Truth=[0.98]
SYBILS('153355') Truth=[0.82]
SYBILS('153352') Truth=[0.89]
SYBILS('51693') Truth=[0.98]
SYBILS('3208') Truth=[0.99]
SYBILS('3209') Truth=[0.97]
SYBILS('51695') Truth=[0.98]
SYBILS('75647') Truth=[0.98]
SYBILS('51698') Truth=[0.98]
SYBILS('3205') Truth=[1]
SYBILS('75648') Truth=[0.98]
SYBILS('99612') Truth=[0.94]
SYBILS('75689') Truth=[0.98]
SYBILS('99613') Truth=[0.92]
SYBILS('75688') Truth=[0.98]
SYBILS('75685') Truth=[0.98]
SYBILS('99611') Truth=[0.97]
SYBILS('36085') Truth=[1]
SYBILS('3236') Truth=[0.97]
SYBILS('61046') Truth=[0.98]
SYBILS('61047') Truth=[0.98]
SYBILS('3231') Truth=[1]
SYBILS('36088') Truth=[0.99]
SYBILS('3232') Truth=[1]
SYBILS('153387') Truth=[0.6]
SYBILS('36086') Truth=[0.99]
SYBILS('61041') Truth=[0.98]
SYBILS('153383') Truth=[0.5]
SYBILS('12075') Truth=[0.99]
SYBILS('3239') Truth=[0.99]
SYBILS('99606') Truth=[0.66]
SYBILS('12079') Truth=[0.99]
SYBILS('75678') Truth=[0.96]
SYBILS('99625') Truth=[0.98]
SYBILS('75676') Truth=[0.96]
SYBILS('75677') Truth=[0.95]
SYBILS('99620') Truth=[0.91]
SYBILS('75675') Truth=[0.91]
SYBILS('75672') Truth=[0.94]
SYBILS('12061') Truth=[1]
SYBILS('36096') Truth=[0.98]
SYBILS('36093') Truth=[0.98]
SYBILS('36092') Truth=[0.98]
SYBILS('61028') Truth=[0.98]
SYBILS('61035') Truth=[0.99]
SYBILS('61036') Truth=[0.98]
SYBILS('153379') Truth=[0.91]
SYBILS('61034') Truth=[0.98]
SYBILS('153376') Truth=[0.84]
SYBILS('153372') Truth=[0.84]
SYBILS('12064') Truth=[0.99]
SYBILS('99616') Truth=[0.95]
SYBILS('153371') Truth=[0.84]
SYBILS('12068') Truth=[1]
SYBILS('12069') Truth=[0.89]
SYBILS('51657') Truth=[0.98]
SYBILS('75624') Truth=[0.98]
SYBILS('75618') Truth=[0.99]
SYBILS('75619') Truth=[0.98]
SYBILS('51662') Truth=[0.96]
SYBILS('36028') Truth=[0.98]
SYBILS('75614') Truth=[0.93]
SYBILS('51645') Truth=[0.99]
SYBILS('75610') Truth=[0.98]
SYBILS('99603') Truth=[0.81]
SYBILS('99604') Truth=[0.97]
SYBILS('99600') Truth=[0.9]
SYBILS('36038') Truth=[0.99]
SYBILS('36033') Truth=[0.99]
SYBILS('36034') Truth=[1]
SYBILS('153399') Truth=[0.9]
SYBILS('153396') Truth=[0.5]
SYBILS('153394') Truth=[0.86]
SYBILS('153395') Truth=[0.81]
SYBILS('75608') Truth=[0.98]
SYBILS('51651') Truth=[0.98]
SYBILS('153392') Truth=[0.79]
SYBILS('75606') Truth=[0.98]
SYBILS('51653') Truth=[0.99]
SYBILS('153390') Truth=[0.85]
SYBILS('75604') Truth=[0.98]
SYBILS('75645') Truth=[0.99]
SYBILS('75640') Truth=[0.98]
SYBILS('36040') Truth=[1]
SYBILS('36043') Truth=[1]
SYBILS('51681') Truth=[0.5]
SYBILS('51682') Truth=[0.5]
SYBILS('51683') Truth=[0.98]
SYBILS('51684') Truth=[0.99]
SYBILS('51688') Truth=[0.98]
SYBILS('75635') Truth=[0.98]
SYBILS('51669') Truth=[0.5]
SYBILS('36052') Truth=[0.99]
SYBILS('36050') Truth=[0.99]
SYBILS('36055') Truth=[0.97]
SYBILS('51670') Truth=[0.98]
SYBILS('75627') Truth=[0.98]
SYBILS('75628') Truth=[0.98]
SYBILS('75625') Truth=[0.97]
SYBILS('85199') Truth=[0.92]
SYBILS('85196') Truth=[0.97]
SYBILS('85197') Truth=[0.97]
SYBILS('85190') Truth=[0.86]
SYBILS('85191') Truth=[0.97]
SYBILS('85193') Truth=[0.96]
SYBILS('85176') Truth=[0.98]
SYBILS('85173') Truth=[0.97]
SYBILS('85170') Truth=[0.97]
SYBILS('85171') Truth=[0.97]
SYBILS('85184') Truth=[0.97]
SYBILS('99799') Truth=[0.9]
SYBILS('99796') Truth=[0.93]
SYBILS('85155') Truth=[0.98]
SYBILS('61185') Truth=[0.98]
SYBILS('61183') Truth=[0.97]
SYBILS('61181') Truth=[0.97]
SYBILS('85152') Truth=[0.95]
SYBILS('85153') Truth=[0.97]
SYBILS('61176') Truth=[0.97]
SYBILS('85166') Truth=[0.96]
SYBILS('61177') Truth=[0.66]
SYBILS('61174') Truth=[0.64]
SYBILS('61175') Truth=[0.97]
SYBILS('85161') Truth=[0.97]
SYBILS('85162') Truth=[0.95]
SYBILS('61173') Truth=[0.96]
SYBILS('61170') Truth=[0.99]
SYBILS('99777') Truth=[0.96]
SYBILS('118903') Truth=[0.82]
SYBILS('99778') Truth=[0.89]
SYBILS('99774') Truth=[0.86]
SYBILS('99770') Truth=[0.97]
SYBILS('85131') Truth=[0.97]
SYBILS('118913') Truth=[0.93]
SYBILS('99788') Truth=[0.92]
SYBILS('118915') Truth=[0.91]
SYBILS('99781') Truth=[0.81]
SYBILS('99782') Truth=[0.96]
SYBILS('118912') Truth=[0.87]
SYBILS('85148') Truth=[0.98]
SYBILS('85149') Truth=[0.92]
SYBILS('85143') Truth=[0.96]
SYBILS('61199') Truth=[0.98]
SYBILS('85145') Truth=[0.95]
SYBILS('85146') Truth=[0.96]
SYBILS('85140') Truth=[0.95]
SYBILS('61192') Truth=[0.9]
SYBILS('118925') Truth=[0.9]
SYBILS('118927') Truth=[0.94]
SYBILS('118928') Truth=[0.82]
SYBILS('26814') Truth=[0.99]
SYBILS('26817') Truth=[0.99]
SYBILS('118921') Truth=[0.82]
SYBILS('118923') Truth=[0.82]
SYBILS('118935') Truth=[0.84]
SYBILS('26800') Truth=[0.98]
SYBILS('26803') Truth=[1]
SYBILS('118930') Truth=[0.89]
SYBILS('118931') Truth=[0.95]
SYBILS('118932') Truth=[0.94]
SYBILS('118949') Truth=[0.81]
SYBILS('143905') Truth=[0.95]
SYBILS('143909') Truth=[0.5]
SYBILS('118940') Truth=[0.92]
SYBILS('118941') Truth=[0.94]
SYBILS('118945') Truth=[0.81]
SYBILS('104298') Truth=[0.93]
SYBILS('104299') Truth=[0.83]
SYBILS('118958') Truth=[0.88]
SYBILS('118959') Truth=[0.81]
SYBILS('104293') Truth=[0.95]
SYBILS('104295') Truth=[0.85]
SYBILS('118950') Truth=[0.86]
SYBILS('118951') Truth=[0.85]
SYBILS('118954') Truth=[0.94]
SYBILS('118955') Truth=[0.81]
SYBILS('104286') Truth=[0.81]
SYBILS('104288') Truth=[0.81]
SYBILS('118968') Truth=[0.81]
SYBILS('143924') Truth=[0.5]
SYBILS('26854') Truth=[0.99]
SYBILS('143925') Truth=[0.87]
SYBILS('26856') Truth=[0.99]
SYBILS('26857') Truth=[0.97]
SYBILS('104282') Truth=[0.97]
SYBILS('104283') Truth=[0.97]
SYBILS('118963') Truth=[0.48]
SYBILS('118965') Truth=[0.81]
SYBILS('118966') Truth=[0.97]
SYBILS('12214') Truth=[1]
SYBILS('12217') Truth=[1]
SYBILS('12218') Truth=[0.99]
SYBILS('12219') Truth=[1]
SYBILS('104279') Truth=[0.91]
SYBILS('143923') Truth=[0.5]
SYBILS('12212') Truth=[0.99]
SYBILS('118979') Truth=[0.85]
SYBILS('26843') Truth=[0.98]
SYBILS('26845') Truth=[0.97]
SYBILS('143919') Truth=[0.82]
SYBILS('118971') Truth=[0.74]
SYBILS('118974') Truth=[0.76]
SYBILS('118978') Truth=[0.94]
SYBILS('26842') Truth=[0.99]
SYBILS('12207') Truth=[1]
SYBILS('118980') Truth=[0.91]
SYBILS('12209') Truth=[0.99]
SYBILS('104264') Truth=[0.89]
SYBILS('104267') Truth=[0.79]
SYBILS('104268') Truth=[0.92]
SYBILS('104269') Truth=[0.5]
SYBILS('143910') Truth=[0.91]
SYBILS('143911') Truth=[0.91]
SYBILS('12200') Truth=[1]
SYBILS('26833') Truth=[0.98]
SYBILS('26834') Truth=[0.97]
SYBILS('143949') Truth=[0.79]
SYBILS('104261') Truth=[0.97]
SYBILS('104262') Truth=[0.9]
SYBILS('26838') Truth=[0.98]
SYBILS('118984') Truth=[0.96]
SYBILS('118985') Truth=[0.82]
SYBILS('118986') Truth=[0.94]
SYBILS('118987') Truth=[0.96]
SYBILS('26831') Truth=[0.98]
SYBILS('128303') Truth=[0.89]
SYBILS('128301') Truth=[0.5]
SYBILS('118990') Truth=[0.9]
SYBILS('118992') Truth=[0.93]
SYBILS('104253') Truth=[0.96]
SYBILS('104257') Truth=[0.92]
SYBILS('143943') Truth=[0.8]
SYBILS('143935') Truth=[0.82]
SYBILS('26821') Truth=[0.99]
SYBILS('143936') Truth=[0.67]
SYBILS('26822') Truth=[0.99]
SYBILS('143937') Truth=[0.85]
SYBILS('143938') Truth=[0.85]
SYBILS('26825') Truth=[0.99]
SYBILS('104250') Truth=[0.81]
SYBILS('104251') Truth=[0.87]
SYBILS('26827') Truth=[0.98]
SYBILS('104252') Truth=[0.95]
SYBILS('26828') Truth=[0.98]
SYBILS('118993') Truth=[0.5]
SYBILS('118996') Truth=[0.8]
SYBILS('128312') Truth=[0.81]
SYBILS('104242') Truth=[0.85]
SYBILS('104243') Truth=[0.85]
SYBILS('104244') Truth=[0.95]
SYBILS('104246') Truth=[0.93]
SYBILS('143931') Truth=[0.82]
SYBILS('104247') Truth=[0.96]
SYBILS('104248') Truth=[0.74]
SYBILS('143933') Truth=[0.82]
SYBILS('26777') Truth=[0.99]
SYBILS('143848') Truth=[0.91]
SYBILS('75701') Truth=[0.91]
SYBILS('51735') Truth=[0.88]
SYBILS('51737') Truth=[0.6]
SYBILS('128210') Truth=[0.88]
SYBILS('26771') Truth=[0.99]
SYBILS('118886') Truth=[0.87]
SYBILS('26773') Truth=[1]
SYBILS('118888') Truth=[0.66]
SYBILS('26774') Truth=[0.99]
SYBILS('118889') Truth=[0.82]
SYBILS('26775') Truth=[0.98]
SYBILS('12136') Truth=[1]
SYBILS('36103') Truth=[0.99]
SYBILS('12138') Truth=[0.99]
SYBILS('118891') Truth=[0.9]
SYBILS('128203') Truth=[0.77]
SYBILS('3177') Truth=[1]
SYBILS('118892') Truth=[0.91]
SYBILS('143841') Truth=[0.79]
SYBILS('36109') Truth=[0.99]
SYBILS('12131') Truth=[1]
SYBILS('104356') Truth=[0.91]
SYBILS('12132') Truth=[0.99]
SYBILS('104357') Truth=[0.9]
SYBILS('51741') Truth=[0.65]
SYBILS('36105') Truth=[0.93]
SYBILS('143837') Truth=[0.81]
SYBILS('51723') Truth=[0.91]
SYBILS('26768') Truth=[0.97]
SYBILS('104351') Truth=[0.81]
SYBILS('51729') Truth=[0.66]
SYBILS('128221') Truth=[0.73]
SYBILS('3173') Truth=[0.99]
SYBILS('3170') Truth=[1]
SYBILS('118897') Truth=[0.94]
SYBILS('128217') Truth=[0.88]
SYBILS('128218') Truth=[0.82]
SYBILS('128215') Truth=[0.82]
SYBILS('12127') Truth=[0.98]
SYBILS('3168') Truth=[0.99]
SYBILS('128214') Truth=[0.93]
SYBILS('3166') Truth=[0.99]
SYBILS('128212') Truth=[0.91]
SYBILS('3164') Truth=[1]
SYBILS('104341') Truth=[0.86]
SYBILS('104343') Truth=[0.94]
SYBILS('143831') Truth=[0.81]
SYBILS('12120') Truth=[0.99]
SYBILS('104345') Truth=[0.95]
SYBILS('36118') Truth=[0.99]
SYBILS('143833') Truth=[0.66]
SYBILS('51730') Truth=[0.91]
SYBILS('128219') Truth=[0.82]
SYBILS('12123') Truth=[0.99]
SYBILS('143835') Truth=[0.81]
SYBILS('26755') Truth=[0.99]
SYBILS('75722') Truth=[0.98]
SYBILS('75720') Truth=[0.98]
SYBILS('51758') Truth=[0.91]
SYBILS('128230') Truth=[0.9]
SYBILS('26750') Truth=[0.98]
SYBILS('26751') Truth=[0.99]
SYBILS('26754') Truth=[0.99]
SYBILS('104338') Truth=[0.94]
SYBILS('128229') Truth=[0.5]
SYBILS('12116') Truth=[0.67]
SYBILS('12117') Truth=[1]
SYBILS('128224') Truth=[0.82]
SYBILS('128222') Truth=[0.87]
SYBILS('128223') Truth=[0.82]
SYBILS('143860') Truth=[0.83]
SYBILS('3197') Truth=[0.99]
SYBILS('143861') Truth=[0.87]
SYBILS('75719') Truth=[0.98]
SYBILS('104331') Truth=[0.95]
SYBILS('51761') Truth=[0.91]
SYBILS('36129') Truth=[0.98]
SYBILS('51763') Truth=[0.91]
SYBILS('143867') Truth=[0.9]
SYBILS('104337') Truth=[0.96]
SYBILS('36128') Truth=[0.99]
SYBILS('51765') Truth=[0.91]
SYBILS('143859') Truth=[0.82]
SYBILS('75712') Truth=[0.99]
SYBILS('26747') Truth=[0.99]
SYBILS('26748') Truth=[0.99]
SYBILS('51748') Truth=[0.91]
SYBILS('128242') Truth=[0.82]
SYBILS('3192') Truth=[0.98]
SYBILS('3193') Truth=[0.92]
SYBILS('3190') Truth=[1]
SYBILS('26743') Truth=[0.98]
SYBILS('104328') Truth=[0.95]
SYBILS('36137') Truth=[0.98]
SYBILS('3189') Truth=[0.99]
SYBILS('3188') Truth=[1]
SYBILS('12109') Truth=[0.98]
SYBILS('36130') Truth=[0.99]
SYBILS('128234') Truth=[0.75]
SYBILS('75708') Truth=[0.98]
SYBILS('104320') Truth=[0.95]
SYBILS('104321') Truth=[0.95]
SYBILS('143853') Truth=[0.81]
SYBILS('104322') Truth=[0.97]
SYBILS('143854') Truth=[0.84]
SYBILS('143855') Truth=[0.48]
SYBILS('75705') Truth=[0.98]
SYBILS('143857') Truth=[0.81]
SYBILS('104326') Truth=[0.96]
SYBILS('75703') Truth=[0.96]
SYBILS('36139') Truth=[0.99]
SYBILS('12170') Truth=[1]
SYBILS('128254') Truth=[0.67]
SYBILS('3140') Truth=[1]
SYBILS('128252') Truth=[0.95]
SYBILS('128250') Truth=[0.75]
SYBILS('153206') Truth=[0.82]
SYBILS('104316') Truth=[0.84]
SYBILS('104318') Truth=[0.97]
SYBILS('3135') Truth=[0.99]
SYBILS('128246') Truth=[0.87]
SYBILS('3132') Truth=[0.99]
SYBILS('143880') Truth=[0.9]
SYBILS('128244') Truth=[0.5]
SYBILS('143881') Truth=[0.83]
SYBILS('153200') Truth=[0.82]
SYBILS('143882') Truth=[0.93]
SYBILS('143885') Truth=[0.79]
SYBILS('143886') Truth=[0.83]
SYBILS('143888') Truth=[0.96]
SYBILS('104313') Truth=[0.95]
SYBILS('128264') Truth=[0.43]
SYBILS('128260') Truth=[0.83]
SYBILS('104305') Truth=[0.94]
SYBILS('128259') Truth=[0.92]
SYBILS('104308') Truth=[0.5]
SYBILS('128257') Truth=[0.82]
SYBILS('104309') Truth=[0.88]
SYBILS('12161') Truth=[0.99]
SYBILS('143873') Truth=[0.79]
SYBILS('143874') Truth=[0.45]
SYBILS('12163') Truth=[1]
SYBILS('3129') Truth=[0.97]
SYBILS('143877') Truth=[0.94]
SYBILS('104303') Truth=[0.83]
SYBILS('104304') Truth=[0.98]
SYBILS('26799') Truth=[0.98]
SYBILS('51715') Truth=[0.95]
SYBILS('51716') Truth=[0.91]
SYBILS('51719') Truth=[0.91]
SYBILS('128276') Truth=[0.96]
SYBILS('3162') Truth=[1]
