--- Atoms: 
SYBILS('26639') Truth=[0.83]
SYBILS('104461') Truth=[0.67]
SYBILS('26630') Truth=[0.74]
SYBILS('26632') Truth=[0.76]
SYBILS('26633') Truth=[0.67]
SYBILS('143981') Truth=[0.69]
SYBILS('104451') Truth=[0.82]
SYBILS('143983') Truth=[0.69]
SYBILS('143984') Truth=[0.42]
SYBILS('104453') Truth=[0.77]
SYBILS('51640') Truth=[0.55]
SYBILS('104455') Truth=[0.62]
SYBILS('143987') Truth=[0.69]
SYBILS('51642') Truth=[0.62]
SYBILS('104457') Truth=[0.81]
SYBILS('51643') Truth=[0.46]
SYBILS('104458') Truth=[0.78]
SYBILS('51644') Truth=[0.53]
SYBILS('26623') Truth=[0.68]
SYBILS('51624') Truth=[0.55]
SYBILS('26625') Truth=[0.64]
SYBILS('51625') Truth=[0.71]
SYBILS('26626') Truth=[0.74]
SYBILS('51626') Truth=[0.5]
SYBILS('26627') Truth=[0.41]
SYBILS('51627') Truth=[0.42]
SYBILS('26628') Truth=[0.8]
SYBILS('51628') Truth=[0.42]
SYBILS('26629') Truth=[0.41]
SYBILS('51629') Truth=[0.8]
SYBILS('104450') Truth=[0.62]
SYBILS('26620') Truth=[0.57]
SYBILS('26621') Truth=[0.78]
SYBILS('26622') Truth=[0.61]
SYBILS('104448') Truth=[0.8]
SYBILS('104449') Truth=[0.89]
SYBILS('143970') Truth=[0.76]
SYBILS('104440') Truth=[0.91]
SYBILS('143972') Truth=[0.67]
SYBILS('143973') Truth=[0.42]
SYBILS('143974') Truth=[0.69]
SYBILS('143975') Truth=[0.69]
SYBILS('143976') Truth=[0.69]
SYBILS('51631') Truth=[0.74]
SYBILS('51632') Truth=[0.74]
SYBILS('143978') Truth=[0.42]
SYBILS('51633') Truth=[0.6]
SYBILS('12050') Truth=[0.84]
SYBILS('26692') Truth=[0.71]
SYBILS('26693') Truth=[0.7]
SYBILS('26694') Truth=[0.72]
SYBILS('26695') Truth=[0.74]
SYBILS('26696') Truth=[0.76]
SYBILS('26697') Truth=[0.81]
SYBILS('26698') Truth=[0.83]
SYBILS('26699') Truth=[0.66]
SYBILS('12059') Truth=[0.67]
SYBILS('104439') Truth=[0.74]
SYBILS('26690') Truth=[0.82]
SYBILS('26691') Truth=[0.55]
SYBILS('12051') Truth=[0.42]
SYBILS('104430') Truth=[0.92]
SYBILS('104431') Truth=[0.9]
SYBILS('12053') Truth=[0.73]
SYBILS('104432') Truth=[0.9]
SYBILS('12054') Truth=[0.85]
SYBILS('104433') Truth=[0.82]
SYBILS('104434') Truth=[0.88]
SYBILS('12056') Truth=[0.83]
SYBILS('12057') Truth=[0.75]
SYBILS('104436') Truth=[0.73]
SYBILS('12058') Truth=[0.82]
SYBILS('26689') Truth=[0.55]
SYBILS('26681') Truth=[0.74]
SYBILS('26682') Truth=[0.56]
SYBILS('26684') Truth=[0.82]
SYBILS('26685') Truth=[0.69]
SYBILS('26686') Truth=[0.8]
SYBILS('26688') Truth=[0.72]
SYBILS('12048') Truth=[0.82]
SYBILS('104427') Truth=[0.78]
SYBILS('12049') Truth=[0.8]
SYBILS('104428') Truth=[0.89]
SYBILS('104429') Truth=[0.88]
SYBILS('143990') Truth=[0.69]
SYBILS('26680') Truth=[0.65]
SYBILS('143993') Truth=[0.69]
SYBILS('143994') Truth=[0.69]
SYBILS('12042') Truth=[0.82]
SYBILS('143996') Truth=[0.42]
SYBILS('104422') Truth=[0.45]
SYBILS('12044') Truth=[0.76]
SYBILS('143998') Truth=[0.65]
SYBILS('12045') Truth=[0.85]
SYBILS('104424') Truth=[0.76]
SYBILS('12046') Truth=[0.83]
SYBILS('104425') Truth=[0.77]
SYBILS('12047') Truth=[0.82]
SYBILS('26678') Truth=[0.69]
SYBILS('26679') Truth=[0.68]
SYBILS('26671') Truth=[0.75]
SYBILS('26672') Truth=[0.76]
SYBILS('26673') Truth=[0.74]
SYBILS('26674') Truth=[0.43]
SYBILS('26676') Truth=[0.54]
SYBILS('104415') Truth=[0.57]
SYBILS('12037') Truth=[0.61]
SYBILS('104416') Truth=[0.75]
SYBILS('12038') Truth=[0.83]
SYBILS('104417') Truth=[0.61]
SYBILS('12039') Truth=[0.81]
SYBILS('104419') Truth=[0.91]
SYBILS('12030') Truth=[0.81]
SYBILS('12031') Truth=[0.77]
SYBILS('12033') Truth=[0.64]
SYBILS('104412') Truth=[0.45]
SYBILS('12034') Truth=[0.83]
SYBILS('104413') Truth=[0.61]
SYBILS('12035') Truth=[0.82]
SYBILS('51600') Truth=[0.61]
SYBILS('12036') Truth=[0.62]
SYBILS('26667') Truth=[0.69]
SYBILS('26669') Truth=[0.42]
SYBILS('26660') Truth=[0.78]
SYBILS('26662') Truth=[0.4]
SYBILS('26663') Truth=[0.4]
SYBILS('26664') Truth=[0.4]
SYBILS('26666') Truth=[0.4]
SYBILS('104404') Truth=[0.92]
SYBILS('12026') Truth=[0.81]
SYBILS('12027') Truth=[0.82]
SYBILS('12028') Truth=[0.55]
SYBILS('12029') Truth=[0.7]
SYBILS('12020') Truth=[0.63]
SYBILS('12021') Truth=[0.74]
SYBILS('12022') Truth=[0.81]
SYBILS('104403') Truth=[0.94]
SYBILS('12025') Truth=[0.8]
SYBILS('99634') Truth=[0.88]
SYBILS('99637') Truth=[0.86]
SYBILS('12091') Truth=[0.79]
SYBILS('99630') Truth=[0.82]
SYBILS('12092') Truth=[0.42]
SYBILS('12093') Truth=[0.56]
SYBILS('99632') Truth=[0.86]
SYBILS('12094') Truth=[0.8]
SYBILS('12097') Truth=[0.56]
SYBILS('12098') Truth=[0.7]
SYBILS('12099') Truth=[0.82]
SYBILS('51689') Truth=[0.74]
SYBILS('99646') Truth=[0.72]
SYBILS('99647') Truth=[0.85]
SYBILS('99648') Truth=[0.75]
SYBILS('99642') Truth=[0.82]
SYBILS('12082') Truth=[0.67]
SYBILS('99643') Truth=[0.93]
SYBILS('12083') Truth=[0.42]
SYBILS('85005') Truth=[0.9]
SYBILS('85006') Truth=[0.94]
SYBILS('51690') Truth=[0.53]
SYBILS('85002') Truth=[0.88]
SYBILS('12084') Truth=[0.46]
SYBILS('51692') Truth=[0.42]
SYBILS('12085') Truth=[0.78]
SYBILS('51693') Truth=[0.66]
SYBILS('12087') Truth=[0.78]
SYBILS('12088') Truth=[0.82]
SYBILS('51696') Truth=[0.61]
SYBILS('99638') Truth=[0.93]
SYBILS('12089') Truth=[0.6]
SYBILS('51698') Truth=[0.58]
SYBILS('51699') Truth=[0.6]
SYBILS('99613') Truth=[0.9]
SYBILS('99614') Truth=[0.5]
SYBILS('12071') Truth=[0.82]
SYBILS('99610') Truth=[0.9]
SYBILS('12072') Truth=[0.84]
SYBILS('12073') Truth=[0.7]
SYBILS('99609') Truth=[0.82]
SYBILS('12074') Truth=[0.82]
SYBILS('12077') Truth=[0.8]
SYBILS('99605') Truth=[0.86]
SYBILS('12078') Truth=[0.83]
SYBILS('12079') Truth=[0.65]
SYBILS('99607') Truth=[0.91]
SYBILS('99608') Truth=[0.5]
SYBILS('12060') Truth=[0.75]
SYBILS('99621') Truth=[0.93]
SYBILS('12061') Truth=[0.84]
SYBILS('12062') Truth=[0.78]
SYBILS('12063') Truth=[0.81]
SYBILS('12064') Truth=[0.78]
SYBILS('12065') Truth=[0.63]
SYBILS('99616') Truth=[0.95]
SYBILS('12067') Truth=[0.68]
SYBILS('99617') Truth=[0.94]
SYBILS('12069') Truth=[0.61]
SYBILS('51656') Truth=[0.55]
SYBILS('51659') Truth=[0.55]
SYBILS('51660') Truth=[0.65]
SYBILS('51661') Truth=[0.69]
SYBILS('51662') Truth=[0.74]
SYBILS('51663') Truth=[0.5]
SYBILS('51664') Truth=[0.68]
SYBILS('51666') Truth=[0.61]
SYBILS('51645') Truth=[0.61]
SYBILS('51646') Truth=[0.54]
SYBILS('99602') Truth=[0.67]
SYBILS('51647') Truth=[0.7]
SYBILS('51648') Truth=[0.41]
SYBILS('99604') Truth=[0.94]
SYBILS('51650') Truth=[0.41]
SYBILS('51651') Truth=[0.64]
SYBILS('51652') Truth=[0.41]
SYBILS('51653') Truth=[0.55]
SYBILS('51655') Truth=[0.55]
SYBILS('51679') Truth=[0.51]
SYBILS('51680') Truth=[0.51]
SYBILS('51681') Truth=[0.53]
SYBILS('51682') Truth=[0.53]
SYBILS('51683') Truth=[0.66]
SYBILS('51684') Truth=[0.37]
SYBILS('51685') Truth=[0.43]
SYBILS('51686') Truth=[0.4]
SYBILS('51687') Truth=[0.46]
SYBILS('51688') Truth=[0.59]
SYBILS('51667') Truth=[0.73]
SYBILS('51668') Truth=[0.76]
SYBILS('51669') Truth=[0.7]
SYBILS('51672') Truth=[0.43]
SYBILS('51673') Truth=[0.48]
SYBILS('51674') Truth=[0.65]
SYBILS('51675') Truth=[0.4]
SYBILS('51677') Truth=[0.72]
SYBILS('85198') Truth=[0.93]
SYBILS('85196') Truth=[0.94]
SYBILS('85190') Truth=[0.75]
SYBILS('85192') Truth=[0.95]
SYBILS('85177') Truth=[0.87]
SYBILS('85178') Truth=[0.91]
SYBILS('85179') Truth=[0.94]
SYBILS('85171') Truth=[0.9]
SYBILS('85189') Truth=[0.94]
SYBILS('85185') Truth=[0.81]
SYBILS('85186') Truth=[0.63]
SYBILS('85180') Truth=[0.94]
SYBILS('85181') Truth=[0.91]
SYBILS('99795') Truth=[0.84]
SYBILS('99798') Truth=[0.94]
SYBILS('99791') Truth=[0.92]
SYBILS('99793') Truth=[0.85]
SYBILS('85158') Truth=[0.9]
SYBILS('85154') Truth=[0.92]
SYBILS('85155') Truth=[0.94]
SYBILS('85157') Truth=[0.94]
SYBILS('85153') Truth=[0.95]
SYBILS('85169') Truth=[0.84]
SYBILS('85168') Truth=[0.92]
SYBILS('85161') Truth=[0.9]
SYBILS('85162') Truth=[0.94]
SYBILS('85163') Truth=[0.94]
SYBILS('85164') Truth=[0.95]
SYBILS('99778') Truth=[0.8]
SYBILS('118904') Truth=[0.65]
SYBILS('118906') Truth=[0.69]
SYBILS('118908') Truth=[0.81]
SYBILS('99775') Truth=[0.88]
SYBILS('118909') Truth=[0.88]
SYBILS('99770') Truth=[0.91]
SYBILS('99771') Truth=[0.64]
SYBILS('85129') Truth=[0.91]
SYBILS('118900') Truth=[0.84]
SYBILS('118901') Truth=[0.65]
SYBILS('85136') Truth=[0.94]
SYBILS('85137') Truth=[0.94]
SYBILS('85139') Truth=[0.88]
SYBILS('85134') Truth=[0.91]
SYBILS('85130') Truth=[0.78]
SYBILS('118913') Truth=[0.85]
SYBILS('118916') Truth=[0.88]
SYBILS('99784') Truth=[0.76]
SYBILS('99785') Truth=[0.89]
SYBILS('99786') Truth=[0.64]
SYBILS('99780') Truth=[0.88]
SYBILS('99782') Truth=[0.91]
SYBILS('118911') Truth=[0.69]
SYBILS('85149') Truth=[0.82]
SYBILS('85146') Truth=[0.93]
SYBILS('85140') Truth=[0.94]
SYBILS('85141') Truth=[0.93]
SYBILS('85142') Truth=[0.93]
SYBILS('26810') Truth=[0.31]
SYBILS('26811') Truth=[0.47]
SYBILS('118926') Truth=[0.87]
SYBILS('26812') Truth=[0.31]
SYBILS('118927') Truth=[0.87]
SYBILS('26813') Truth=[0.57]
SYBILS('118928') Truth=[0.69]
SYBILS('26814') Truth=[0.79]
SYBILS('26815') Truth=[0.61]
SYBILS('118921') Truth=[0.69]
SYBILS('118923') Truth=[0.47]
SYBILS('26807') Truth=[0.74]
SYBILS('26808') Truth=[0.59]
SYBILS('118935') Truth=[0.44]
SYBILS('26800') Truth=[0.71]
SYBILS('118937') Truth=[0.83]
SYBILS('26801') Truth=[0.61]
SYBILS('118938') Truth=[0.85]
SYBILS('26802') Truth=[0.81]
SYBILS('118939') Truth=[0.9]
SYBILS('26803') Truth=[0.82]
SYBILS('26804') Truth=[0.71]
SYBILS('26805') Truth=[0.71]
SYBILS('26806') Truth=[0.61]
SYBILS('118930') Truth=[0.81]
SYBILS('118933') Truth=[0.44]
SYBILS('118934') Truth=[0.69]
SYBILS('118946') Truth=[0.46]
SYBILS('143903') Truth=[0.6]
SYBILS('143904') Truth=[0.76]
SYBILS('143906') Truth=[0.5]
SYBILS('143909') Truth=[0.5]
SYBILS('118941') Truth=[0.92]
SYBILS('118942') Truth=[0.62]
SYBILS('118943') Truth=[0.77]
SYBILS('118945') Truth=[0.46]
SYBILS('104297') Truth=[0.43]
SYBILS('104298') Truth=[0.76]
SYBILS('104290') Truth=[0.46]
SYBILS('118959') Truth=[0.62]
SYBILS('104292') Truth=[0.92]
SYBILS('104293') Truth=[0.9]
SYBILS('118951') Truth=[0.75]
SYBILS('118952') Truth=[0.64]
SYBILS('118954') Truth=[0.86]
SYBILS('104286') Truth=[0.46]
SYBILS('104288') Truth=[0.46]
SYBILS('118968') Truth=[0.46]
SYBILS('118969') Truth=[0.81]
SYBILS('26855') Truth=[0.82]
SYBILS('104280') Truth=[0.8]
SYBILS('26856') Truth=[0.69]
SYBILS('104281') Truth=[0.85]
SYBILS('143927') Truth=[0.81]
SYBILS('26857') Truth=[0.54]
SYBILS('26858') Truth=[0.61]
SYBILS('143929') Truth=[0.7]
SYBILS('26859') Truth=[0.66]
SYBILS('104284') Truth=[0.91]
SYBILS('118960') Truth=[0.75]
SYBILS('118962') Truth=[0.82]
SYBILS('118964') Truth=[0.77]
SYBILS('26850') Truth=[0.81]
SYBILS('26851') Truth=[0.44]
SYBILS('118966') Truth=[0.94]
SYBILS('26852') Truth=[0.4]
SYBILS('118967') Truth=[0.76]
SYBILS('26853') Truth=[0.67]
SYBILS('12214') Truth=[0.8]
SYBILS('12215') Truth=[0.8]
SYBILS('12216') Truth=[0.87]
SYBILS('12217') Truth=[0.83]
SYBILS('12218') Truth=[0.79]
SYBILS('12219') Truth=[0.81]
SYBILS('104276') Truth=[0.9]
SYBILS('104278') Truth=[0.88]
SYBILS('104279') Truth=[0.89]
SYBILS('143920') Truth=[0.73]
SYBILS('12210') Truth=[0.79]
SYBILS('143922') Truth=[0.68]
SYBILS('12211') Truth=[0.57]
SYBILS('12212') Truth=[0.81]
SYBILS('26843') Truth=[0.4]
SYBILS('26844') Truth=[0.59]
SYBILS('26845') Truth=[0.4]
SYBILS('104270') Truth=[0.61]
SYBILS('143916') Truth=[0.47]
SYBILS('26846') Truth=[0.77]
SYBILS('104271') Truth=[0.5]
SYBILS('143917') Truth=[0.68]
SYBILS('26847') Truth=[0.78]
SYBILS('104272') Truth=[0.5]
SYBILS('143918') Truth=[0.47]
SYBILS('26848') Truth=[0.8]
SYBILS('104273') Truth=[0.74]
SYBILS('26849') Truth=[0.62]
SYBILS('104274') Truth=[0.5]
SYBILS('118971') Truth=[0.7]
SYBILS('118972') Truth=[0.89]
SYBILS('118976') Truth=[0.62]
SYBILS('26840') Truth=[0.5]
SYBILS('118977') Truth=[0.89]
SYBILS('26841') Truth=[0.4]
SYBILS('118978') Truth=[0.78]
SYBILS('26842') Truth=[0.62]
SYBILS('12202') Truth=[0.83]
SYBILS('12203') Truth=[0.79]
SYBILS('12204') Truth=[0.81]
SYBILS('12206') Truth=[0.82]
SYBILS('12207') Truth=[0.81]
SYBILS('12209') Truth=[0.81]
SYBILS('104264') Truth=[0.73]
SYBILS('104265') Truth=[0.85]
SYBILS('104267') Truth=[0.62]
SYBILS('104268') Truth=[0.78]
SYBILS('104269') Truth=[0.4]
SYBILS('143910') Truth=[0.86]
SYBILS('12200') Truth=[0.83]
SYBILS('143912') Truth=[0.78]
SYBILS('12201') Truth=[0.77]
SYBILS('26832') Truth=[0.73]
SYBILS('26833') Truth=[0.38]
SYBILS('26834') Truth=[0.39]
SYBILS('26835') Truth=[0.73]
SYBILS('26836') Truth=[0.36]
SYBILS('26837') Truth=[0.74]
SYBILS('26839') Truth=[0.54]
SYBILS('118982') Truth=[0.5]
SYBILS('118983') Truth=[0.72]
SYBILS('118987') Truth=[0.91]
SYBILS('26830') Truth=[0.62]
SYBILS('26831') Truth=[0.62]
SYBILS('118990') Truth=[0.78]
SYBILS('118991') Truth=[0.72]
SYBILS('118992') Truth=[0.83]
SYBILS('104253') Truth=[0.93]
SYBILS('26829') Truth=[0.58]
SYBILS('104257') Truth=[0.9]
SYBILS('104258') Truth=[0.47]
SYBILS('104259') Truth=[0.85]
SYBILS('143944') Truth=[0.63]
SYBILS('143945') Truth=[0.86]
SYBILS('143935') Truth=[0.5]
SYBILS('143936') Truth=[0.42]
SYBILS('26822') Truth=[0.66]
SYBILS('143938') Truth=[0.43]
SYBILS('26824') Truth=[0.84]
SYBILS('26825') Truth=[0.68]
SYBILS('104250') Truth=[0.76]
SYBILS('26826') Truth=[0.69]
SYBILS('104251') Truth=[0.83]
SYBILS('26827') Truth=[0.55]
SYBILS('26828') Truth=[0.62]
SYBILS('118995') Truth=[0.9]
SYBILS('118996') Truth=[0.8]
SYBILS('118997') Truth=[0.7]
SYBILS('26820') Truth=[0.82]
SYBILS('26818') Truth=[0.77]
SYBILS('104243') Truth=[0.74]
SYBILS('26819') Truth=[0.51]
SYBILS('104244') Truth=[0.93]
SYBILS('104245') Truth=[0.78]
SYBILS('143930') Truth=[0.66]
SYBILS('143931') Truth=[0.73]
SYBILS('143932') Truth=[0.5]
SYBILS('26777') Truth=[0.71]
SYBILS('51733') Truth=[0.77]
SYBILS('143848') Truth=[0.49]
SYBILS('51734') Truth=[0.5]
SYBILS('26779') Truth=[0.75]
SYBILS('51735') Truth=[0.52]
SYBILS('51737') Truth=[0.61]
SYBILS('104360') Truth=[0.91]
SYBILS('51738') Truth=[0.5]
SYBILS('104361') Truth=[0.78]
SYBILS('51739') Truth=[0.5]
SYBILS('26770') Truth=[0.68]
SYBILS('26771') Truth=[0.69]
SYBILS('26772') Truth=[0.67]
SYBILS('118887') Truth=[0.79]
SYBILS('118888') Truth=[0.67]
SYBILS('26774') Truth=[0.76]
SYBILS('26775') Truth=[0.7]
SYBILS('26776') Truth=[0.69]
SYBILS('12136') Truth=[0.84]
SYBILS('12137') Truth=[0.83]
SYBILS('12138') Truth=[0.79]
SYBILS('12139') Truth=[0.84]
SYBILS('118890') Truth=[0.87]
SYBILS('118892') Truth=[0.8]
SYBILS('143840') Truth=[0.74]
SYBILS('104353') Truth=[0.89]
SYBILS('104354') Truth=[0.72]
SYBILS('12130') Truth=[0.82]
SYBILS('143843') Truth=[0.5]
SYBILS('12132') Truth=[0.79]
SYBILS('51740') Truth=[0.77]
SYBILS('143844') Truth=[0.74]
SYBILS('104357') Truth=[0.76]
SYBILS('12133') Truth=[0.83]
SYBILS('51741') Truth=[0.79]
SYBILS('104358') Truth=[0.78]
SYBILS('12134') Truth=[0.76]
SYBILS('51742') Truth=[0.77]
SYBILS('12135') Truth=[0.84]
SYBILS('26766') Truth=[0.62]
SYBILS('51722') Truth=[0.77]
SYBILS('26767') Truth=[0.68]
SYBILS('51723') Truth=[0.5]
SYBILS('51724') Truth=[0.5]
SYBILS('143839') Truth=[0.74]
SYBILS('26769') Truth=[0.62]
SYBILS('51726') Truth=[0.5]
SYBILS('51727') Truth=[0.77]
SYBILS('104350') Truth=[0.86]
SYBILS('51728') Truth=[0.5]
SYBILS('104351') Truth=[0.75]
SYBILS('118894') Truth=[0.65]
SYBILS('118895') Truth=[0.69]
SYBILS('118896') Truth=[0.53]
SYBILS('26760') Truth=[0.76]
SYBILS('118898') Truth=[0.91]
SYBILS('26763') Truth=[0.78]
SYBILS('26764') Truth=[0.82]
SYBILS('26765') Truth=[0.72]
SYBILS('12125') Truth=[0.8]
SYBILS('12126') Truth=[0.82]
SYBILS('12128') Truth=[0.78]
SYBILS('12129') Truth=[0.84]
SYBILS('104343') Truth=[0.87]
SYBILS('143831') Truth=[0.74]
SYBILS('12120') Truth=[0.73]
SYBILS('104345') Truth=[0.91]
SYBILS('12121') Truth=[0.83]
SYBILS('104346') Truth=[0.92]
SYBILS('51730') Truth=[0.5]
SYBILS('143834') Truth=[0.67]
SYBILS('12123') Truth=[0.8]
SYBILS('12124') Truth=[0.74]
SYBILS('51732') Truth=[0.78]
