--- Atoms: 
CONJESTED('246_775') Truth=[0.14]
CONJESTED('1108_455') Truth=[1]
CONJESTED('23_1215') Truth=[0.72]
CONJESTED('1205_1099') Truth=[0]
CONJESTED('1096_611') Truth=[0]
CONJESTED('397_502') Truth=[0.28]
CONJESTED('1229_1048') Truth=[0.5]
CONJESTED('1355_889') Truth=[1]
CONJESTED('1241_100') Truth=[1]
CONJESTED('1128_137') Truth=[0.72]
CONJESTED('90_529') Truth=[0.33]
CONJESTED('963_1114') Truth=[0.5]
CONJESTED('1126_976') Truth=[0.69]
CONJESTED('940_318') Truth=[0.34]
CONJESTED('1331_711') Truth=[0.41]
CONJESTED('1044_1265') Truth=[0.07]
CONJESTED('97_890') Truth=[1]
CONJESTED('485_1018') Truth=[0.92]
CONJESTED('1056_151') Truth=[0]
CONJESTED('305_237') Truth=[0.25]
CONJESTED('414_1325') Truth=[0]
CONJESTED('149_779') Truth=[0.04]
CONJESTED('629_1063') Truth=[0.18]
CONJESTED('1140_1196') Truth=[0.04]
CONJESTED('688_1301') Truth=[1]
CONJESTED('959_467') Truth=[0.31]
CONJESTED('628_886') Truth=[0.63]
CONJESTED('998_763') Truth=[1]
CONJESTED('912_647') Truth=[1]
CONJESTED('827_304') Truth=[1]
CONJESTED('244_1145') Truth=[0.67]
CONJESTED('468_67') Truth=[0.85]
CONJESTED('46_866') Truth=[1]
CONJESTED('297_1225') Truth=[0.62]
CONJESTED('700_334') Truth=[0.5]
CONJESTED('1255_446') Truth=[0.67]
CONJESTED('265_1053') Truth=[0.29]
CONJESTED('1309_1251') Truth=[0.81]
CONJESTED('381_1091') Truth=[0.06]
CONJESTED('1331_942') Truth=[0.28]
CONJESTED('508_188') Truth=[0.71]
CONJESTED('1265_1044') Truth=[0.09]
CONJESTED('169_335') Truth=[0.87]
CONJESTED('454_825') Truth=[0.38]
CONJESTED('1157_1049') Truth=[0.9]
CONJESTED('450_1000') Truth=[1]
CONJESTED('640_856') Truth=[1]
CONJESTED('963_633') Truth=[0.8]
CONJESTED('104_968') Truth=[0.5]
CONJESTED('1269_513') Truth=[0.16]
CONJESTED('447_881') Truth=[1]
CONJESTED('1034_871') Truth=[0.42]
CONJESTED('1116_1293') Truth=[0.75]
CONJESTED('1263_653') Truth=[0.62]
CONJESTED('614_313') Truth=[1]
CONJESTED('195_802') Truth=[0]
CONJESTED('1103_1341') Truth=[0.5]
CONJESTED('347_1054') Truth=[0]
CONJESTED('187_2') Truth=[0]
CONJESTED('169_105') Truth=[0.86]
CONJESTED('655_965') Truth=[0.84]
CONJESTED('378_218') Truth=[0.5]
CONJESTED('561_1343') Truth=[1]
CONJESTED('91_585') Truth=[1]
CONJESTED('859_245') Truth=[0.75]
CONJESTED('311_607') Truth=[0.16]
CONJESTED('578_394') Truth=[1]
CONJESTED('1222_1287') Truth=[1]
CONJESTED('599_224') Truth=[1]
CONJESTED('443_1088') Truth=[1]
CONJESTED('674_1368') Truth=[0.01]
CONJESTED('697_1171') Truth=[0]
CONJESTED('26_822') Truth=[0.92]
CONJESTED('121_1326') Truth=[0.33]
CONJESTED('581_1030') Truth=[0.59]
CONJESTED('267_602') Truth=[1]
CONJESTED('715_499') Truth=[1]
CONJESTED('186_87') Truth=[1]
CONJESTED('1269_916') Truth=[0.12]
CONJESTED('138_939') Truth=[1]
CONJESTED('778_439') Truth=[1]
CONJESTED('510_1100') Truth=[1]
CONJESTED('262_577') Truth=[0.67]
CONJESTED('110_723') Truth=[0.56]
CONJESTED('131_1367') Truth=[1]
CONJESTED('374_859') Truth=[0.87]
CONJESTED('513_116') Truth=[0.18]
CONJESTED('131_1123') Truth=[0.19]
CONJESTED('363_128') Truth=[0.73]
CONJESTED('1260_817') Truth=[1]
CONJESTED('247_536') Truth=[0.73]
CONJESTED('448_669') Truth=[1]
CONJESTED('607_311') Truth=[0]
CONJESTED('976_739') Truth=[0.88]
CONJESTED('1280_1007') Truth=[0.61]
CONJESTED('805_855') Truth=[1]
CONJESTED('1382_937') Truth=[0.43]
CONJESTED('1204_906') Truth=[0.56]
CONJESTED('612_742') Truth=[0.11]
CONJESTED('679_1283') Truth=[0.81]
CONJESTED('448_631') Truth=[0.65]
CONJESTED('1184_447') Truth=[1]
CONJESTED('257_1060') Truth=[1]
CONJESTED('1014_389') Truth=[0.19]
CONJESTED('1212_1174') Truth=[0.42]
CONJESTED('484_485') Truth=[0.78]
CONJESTED('712_628') Truth=[0.56]
CONJESTED('313_223') Truth=[0.81]
CONJESTED('382_424') Truth=[1]
CONJESTED('1007_236') Truth=[0.7]
CONJESTED('654_968') Truth=[0.56]
CONJESTED('513_1269') Truth=[0.15]
CONJESTED('318_926') Truth=[0.55]
CONJESTED('84_1195') Truth=[0.64]
CONJESTED('1312_1246') Truth=[0.32]
CONJESTED('1040_438') Truth=[0.75]
CONJESTED('986_359') Truth=[0.08]
CONJESTED('1279_594') Truth=[0.42]
CONJESTED('132_886') Truth=[0.27]
CONJESTED('606_300') Truth=[1]
CONJESTED('837_1270') Truth=[1]
CONJESTED('627_407') Truth=[0.12]
CONJESTED('1091_381') Truth=[0.16]
CONJESTED('319_738') Truth=[1]
CONJESTED('407_232') Truth=[0.31]
CONJESTED('714_463') Truth=[0.21]
CONJESTED('890_1230') Truth=[0.15]
CONJESTED('861_977') Truth=[0]
CONJESTED('196_633') Truth=[1]
CONJESTED('935_788') Truth=[0.47]
CONJESTED('726_835') Truth=[0.08]
CONJESTED('325_964') Truth=[0.55]
CONJESTED('629_460') Truth=[0]
CONJESTED('360_1376') Truth=[0.75]
CONJESTED('202_1097') Truth=[0.5]
CONJESTED('549_427') Truth=[0.46]
CONJESTED('964_228') Truth=[0.38]
CONJESTED('164_1149') Truth=[1]
CONJESTED('1359_286') Truth=[1]
CONJESTED('482_883') Truth=[0.19]
CONJESTED('126_1022') Truth=[0.19]
CONJESTED('962_634') Truth=[0.56]
CONJESTED('491_1289') Truth=[0.56]
CONJESTED('1154_1377') Truth=[0.31]
CONJESTED('1062_565') Truth=[0.46]
CONJESTED('690_328') Truth=[1]
CONJESTED('879_470') Truth=[1]
CONJESTED('769_1372') Truth=[1]
CONJESTED('1013_570') Truth=[0]
CONJESTED('110_759') Truth=[0.88]
CONJESTED('212_79') Truth=[0.07]
CONJESTED('1284_85') Truth=[1]
CONJESTED('230_472') Truth=[0]
CONJESTED('55_600') Truth=[0.73]
CONJESTED('125_110') Truth=[0.8]
CONJESTED('679_586') Truth=[0.4]
CONJESTED('494_596') Truth=[1]
CONJESTED('433_16') Truth=[0.7]
CONJESTED('746_288') Truth=[0.5]
CONJESTED('1308_1025') Truth=[0.43]
CONJESTED('237_583') Truth=[0.44]
CONJESTED('693_730') Truth=[1]
CONJESTED('62_1029') Truth=[0.15]
CONJESTED('1247_266') Truth=[1]
CONJESTED('41_428') Truth=[0.13]
CONJESTED('327_80') Truth=[1]
CONJESTED('533_1116') Truth=[1]
CONJESTED('886_604') Truth=[0.47]
CONJESTED('1367_131') Truth=[0.55]
CONJESTED('1238_344') Truth=[0.44]
CONJESTED('658_1201') Truth=[0.57]
CONJESTED('822_26') Truth=[0.97]
CONJESTED('1131_1206') Truth=[0.07]
CONJESTED('415_468') Truth=[1]
CONJESTED('193_21') Truth=[0.51]
CONJESTED('242_800') Truth=[0.69]
CONJESTED('1262_1044') Truth=[0.07]
CONJESTED('952_973') Truth=[1]
CONJESTED('1022_133') Truth=[0.51]
CONJESTED('534_62') Truth=[0.87]
CONJESTED('381_1226') Truth=[0]
CONJESTED('125_121') Truth=[0.91]
CONJESTED('214_1167') Truth=[1]
CONJESTED('1027_633') Truth=[0.98]
CONJESTED('339_1140') Truth=[0.04]
CONJESTED('1230_890') Truth=[0.38]
CONJESTED('1049_919') Truth=[0.68]
CONJESTED('559_468') Truth=[0.36]
CONJESTED('1340_813') Truth=[0.28]
CONJESTED('1337_1263') Truth=[0.38]
CONJESTED('1136_25') Truth=[0.38]
CONJESTED('81_557') Truth=[0.19]
CONJESTED('339_1147') Truth=[0.18]
CONJESTED('960_27') Truth=[0.53]
CONJESTED('533_1107') Truth=[1]
CONJESTED('587_1264') Truth=[0.15]
CONJESTED('273_911') Truth=[0.33]
CONJESTED('1025_1308') Truth=[0.17]
CONJESTED('971_1153') Truth=[1]
CONJESTED('307_940') Truth=[1]
CONJESTED('916_1211') Truth=[0.06]
CONJESTED('305_66') Truth=[0.3]
CONJESTED('958_814') Truth=[1]
CONJESTED('1131_816') Truth=[0.63]
CONJESTED('1299_1075') Truth=[1]
CONJESTED('259_1276') Truth=[0.86]
CONJESTED('509_95') Truth=[0.24]
CONJESTED('276_225') Truth=[0.93]
CONJESTED('456_153') Truth=[0]
CONJESTED('528_1236') Truth=[0.14]
CONJESTED('816_651') Truth=[0.25]
CONJESTED('728_337') Truth=[0.55]
CONJESTED('930_1158') Truth=[0.16]
CONJESTED('373_664') Truth=[1]
CONJESTED('1_840') Truth=[1]
CONJESTED('708_11') Truth=[1]
CONJESTED('1228_1380') Truth=[0.01]
CONJESTED('486_1292') Truth=[0]
CONJESTED('326_564') Truth=[0.26]
CONJESTED('282_858') Truth=[0.09]
CONJESTED('1331_55') Truth=[0.59]
CONJESTED('676_955') Truth=[0]
CONJESTED('1181_1001') Truth=[0.31]
CONJESTED('1328_159') Truth=[0.4]
CONJESTED('946_483') Truth=[1]
CONJESTED('1179_982') Truth=[0.02]
CONJESTED('335_1027') Truth=[0.93]
CONJESTED('88_427') Truth=[1]
CONJESTED('887_654') Truth=[0.21]
CONJESTED('69_816') Truth=[0.5]
CONJESTED('825_301') Truth=[0.84]
CONJESTED('651_1011') Truth=[0.32]
CONJESTED('19_241') Truth=[0.71]
CONJESTED('146_42') Truth=[0.74]
CONJESTED('1167_1318') Truth=[1]
CONJESTED('623_1199') Truth=[0.83]
CONJESTED('270_268') Truth=[0]
CONJESTED('557_850') Truth=[0]
CONJESTED('243_854') Truth=[0.52]
CONJESTED('759_410') Truth=[0.95]
CONJESTED('721_333') Truth=[0]
CONJESTED('248_900') Truth=[0.15]
CONJESTED('1283_1062') Truth=[0.32]
CONJESTED('1223_560') Truth=[0.33]
CONJESTED('171_634') Truth=[0.65]
CONJESTED('32_413') Truth=[0.05]
CONJESTED('42_1047') Truth=[0.5]
CONJESTED('930_474') Truth=[0.02]
CONJESTED('1021_10') Truth=[0.72]
CONJESTED('301_825') Truth=[0.75]
CONJESTED('900_171') Truth=[0.4]
CONJESTED('1190_1351') Truth=[0.5]
CONJESTED('231_1374') Truth=[0.05]
CONJESTED('1197_569') Truth=[0.5]
CONJESTED('358_692') Truth=[0.8]
CONJESTED('609_330') Truth=[0.77]
CONJESTED('9_581') Truth=[1]
CONJESTED('1057_50') Truth=[0]
CONJESTED('1287_253') Truth=[1]
CONJESTED('226_1075') Truth=[0.38]
CONJESTED('341_1079') Truth=[1]
CONJESTED('107_540') Truth=[1]
CONJESTED('546_297') Truth=[0.39]
CONJESTED('727_557') Truth=[0.33]
CONJESTED('857_385') Truth=[0]
CONJESTED('445_1096') Truth=[0]
CONJESTED('65_374') Truth=[0.79]
CONJESTED('1220_987') Truth=[0.49]
CONJESTED('742_612') Truth=[0.28]
CONJESTED('935_960') Truth=[0.46]
CONJESTED('762_1092') Truth=[1]
CONJESTED('761_449') Truth=[1]
CONJESTED('1221_551') Truth=[0.84]
CONJESTED('373_1102') Truth=[0.1]
CONJESTED('1379_971') Truth=[1]
CONJESTED('308_301') Truth=[1]
CONJESTED('1117_239') Truth=[0.05]
CONJESTED('1329_1147') Truth=[1]
CONJESTED('436_1046') Truth=[1]
CONJESTED('183_179') Truth=[0.72]
CONJESTED('151_1056') Truth=[0]
CONJESTED('479_588') Truth=[0.27]
CONJESTED('757_605') Truth=[1]
CONJESTED('1236_544') Truth=[0.36]
CONJESTED('601_62') Truth=[0.44]
CONJESTED('826_550') Truth=[1]
CONJESTED('1198_146') Truth=[0.26]
CONJESTED('491_73') Truth=[0.36]
CONJESTED('80_791') Truth=[0.5]
CONJESTED('699_1218') Truth=[0.31]
CONJESTED('1170_1157') Truth=[0.75]
CONJESTED('25_322') Truth=[0.41]
CONJESTED('1138_903') Truth=[1]
CONJESTED('50_122') Truth=[0]
CONJESTED('77_966') Truth=[1]
CONJESTED('1347_1081') Truth=[1]
CONJESTED('131_1079') Truth=[0.89]
CONJESTED('79_338') Truth=[0.2]
CONJESTED('55_71') Truth=[0.63]
CONJESTED('672_491') Truth=[0.45]
CONJESTED('628_845') Truth=[0.83]
CONJESTED('1254_553') Truth=[0.58]
CONJESTED('624_985') Truth=[0.31]
CONJESTED('592_572') Truth=[0]
CONJESTED('550_1218') Truth=[1]
CONJESTED('893_8') Truth=[0.28]
CONJESTED('814_848') Truth=[1]
CONJESTED('525_549') Truth=[0.53]
CONJESTED('1311_770') Truth=[0.42]
CONJESTED('610_1322') Truth=[0.77]
CONJESTED('939_138') Truth=[0]
CONJESTED('301_1205') Truth=[0.34]
CONJESTED('832_898') Truth=[1]
CONJESTED('421_559') Truth=[0.5]
CONJESTED('588_836') Truth=[0.45]
CONJESTED('576_490') Truth=[0.22]
CONJESTED('581_42') Truth=[0.87]
CONJESTED('1146_636') Truth=[0.42]
CONJESTED('738_112') Truth=[1]
CONJESTED('429_655') Truth=[0.32]
CONJESTED('995_145') Truth=[0.76]
CONJESTED('1017_821') Truth=[0]
CONJESTED('572_810') Truth=[0]
CONJESTED('1085_667') Truth=[0.1]
CONJESTED('376_260') Truth=[1]
CONJESTED('719_646') Truth=[0.5]
CONJESTED('240_189') Truth=[1]
CONJESTED('1204_647') Truth=[0.52]
CONJESTED('618_298') Truth=[1]
CONJESTED('1325_978') Truth=[0]
CONJESTED('95_525') Truth=[0.39]
CONJESTED('1054_347') Truth=[0]
CONJESTED('937_57') Truth=[0.48]
CONJESTED('534_953') Truth=[0.88]
CONJESTED('192_934') Truth=[0.47]
CONJESTED('1237_799') Truth=[0]
CONJESTED('745_1183') Truth=[1]
CONJESTED('507_711') Truth=[0.18]
CONJESTED('688_426') Truth=[0]
CONJESTED('328_1051') Truth=[1]
CONJESTED('747_488') Truth=[0.3]
CONJESTED('1040_1253') Truth=[0.85]
CONJESTED('261_299') Truth=[0.11]
CONJESTED('353_148') Truth=[1]
CONJESTED('1366_717') Truth=[0.58]
CONJESTED('851_795') Truth=[0]
CONJESTED('223_313') Truth=[0.89]
CONJESTED('160_278') Truth=[0.96]
CONJESTED('924_1382') Truth=[0.16]
CONJESTED('993_722') Truth=[0.83]
CONJESTED('736_942') Truth=[0.87]
CONJESTED('937_82') Truth=[0.65]
CONJESTED('1267_783') Truth=[1]
CONJESTED('881_192') Truth=[0.53]
CONJESTED('1296_382') Truth=[1]
CONJESTED('1326_121') Truth=[0.86]
CONJESTED('1112_1021') Truth=[0.28]
CONJESTED('66_305') Truth=[0.15]
CONJESTED('59_235') Truth=[0.15]
CONJESTED('1177_1328') Truth=[0.15]
CONJESTED('239_357') Truth=[0.13]
CONJESTED('1301_437') Truth=[0.41]
CONJESTED('665_566') Truth=[0.5]
CONJESTED('496_106') Truth=[0.05]
CONJESTED('519_90') Truth=[0.2]
CONJESTED('716_839') Truth=[0.5]
CONJESTED('351_1254') Truth=[0.64]
CONJESTED('830_876') Truth=[0.88]
CONJESTED('1214_600') Truth=[1]
CONJESTED('845_628') Truth=[0.78]
CONJESTED('893_1337') Truth=[0.15]
CONJESTED('658_1053') Truth=[1]
CONJESTED('829_185') Truth=[0.06]
CONJESTED('153_1363') Truth=[0]
CONJESTED('1195_74') Truth=[0.61]
CONJESTED('581_128') Truth=[0.87]
CONJESTED('860_461') Truth=[0.45]
CONJESTED('727_372') Truth=[0.24]
CONJESTED('524_538') Truth=[1]
CONJESTED('982_1024') Truth=[0.05]
CONJESTED('1171_423') Truth=[0]
CONJESTED('999_1201') Truth=[0.22]
CONJESTED('593_1280') Truth=[0.53]
CONJESTED('1143_651') Truth=[0.24]
CONJESTED('1215_610') Truth=[0.88]
CONJESTED('562_1161') Truth=[1]
CONJESTED('668_1288') Truth=[0.5]
CONJESTED('609_990') Truth=[0.47]
CONJESTED('98_1085') Truth=[0.04]
CONJESTED('1275_698') Truth=[0.02]
CONJESTED('678_710') Truth=[1]
CONJESTED('941_1132') Truth=[1]
CONJESTED('873_600') Truth=[0.85]
CONJESTED('1218_1373') Truth=[0.74]
CONJESTED('258_694') Truth=[0.51]
CONJESTED('4_213') Truth=[0.15]
CONJESTED('840_1') Truth=[1]
CONJESTED('573_488') Truth=[0.24]
CONJESTED('939_45') Truth=[0]
CONJESTED('74_1307') Truth=[0.5]
CONJESTED('1289_403') Truth=[0.57]
CONJESTED('1073_667') Truth=[0.02]
CONJESTED('297_194') Truth=[0.15]
CONJESTED('944_1362') Truth=[0.47]
CONJESTED('213_4') Truth=[0.24]
CONJESTED('365_735') Truth=[1]
CONJESTED('775_1101') Truth=[0.41]
CONJESTED('1239_993') Truth=[0.56]
CONJESTED('711_19') Truth=[0.23]
CONJESTED('821_1017') Truth=[1]
CONJESTED('60_264') Truth=[0.04]
CONJESTED('70_405') Truth=[0.06]
CONJESTED('696_1191') Truth=[0.12]
CONJESTED('137_1309') Truth=[0.51]
CONJESTED('823_317') Truth=[1]
CONJESTED('811_182') Truth=[0.03]
CONJESTED('504_1296') Truth=[1]
CONJESTED('22_958') Truth=[1]
CONJESTED('337_728') Truth=[0.21]
CONJESTED('334_700') Truth=[0.5]
CONJESTED('596_109') Truth=[0.5]
CONJESTED('434_921') Truth=[1]
CONJESTED('654_371') Truth=[0.08]
CONJESTED('6_295') Truth=[0.63]
CONJESTED('589_281') Truth=[0]
CONJESTED('102_94') Truth=[0.27]
CONJESTED('647_236') Truth=[0.59]
CONJESTED('744_631') Truth=[0.95]
CONJESTED('984_41') Truth=[1]
CONJESTED('1018_223') Truth=[0.72]
CONJESTED('73_491') Truth=[0.52]
CONJESTED('94_102') Truth=[1]
CONJESTED('557_820') Truth=[0.59]
CONJESTED('1304_272') Truth=[0.25]
CONJESTED('40_1381') Truth=[1]
CONJESTED('554_40') Truth=[1]
CONJESTED('824_319') Truth=[1]
CONJESTED('237_305') Truth=[0.15]
CONJESTED('508_962') Truth=[0.5]
CONJESTED('916_1269') Truth=[1]
CONJESTED('1330_200') Truth=[0.06]
CONJESTED('616_410') Truth=[0.79]
CONJESTED('165_574') Truth=[0.27]
CONJESTED('651_332') Truth=[0.08]
CONJESTED('619_465') Truth=[0.72]
CONJESTED('279_733') Truth=[1]
CONJESTED('359_641') Truth=[0.13]
CONJESTED('363_1314') Truth=[0.64]
CONJESTED('1159_650') Truth=[1]
CONJESTED('675_1265') Truth=[1]
CONJESTED('805_1223') Truth=[0.13]
CONJESTED('32_270') Truth=[0.05]
CONJESTED('286_29') Truth=[1]
CONJESTED('1117_633') Truth=[1]
CONJESTED('531_226') Truth=[0.3]
CONJESTED('650_524') Truth=[1]
CONJESTED('1007_1280') Truth=[0.87]
CONJESTED('339_371') Truth=[0.11]
CONJESTED('313_38') Truth=[0.08]
CONJESTED('520_701') Truth=[1]
CONJESTED('847_264') Truth=[0.31]
CONJESTED('344_1076') Truth=[0.75]
CONJESTED('552_336') Truth=[0.9]
CONJESTED('884_1283') Truth=[1]
CONJESTED('1065_78') Truth=[0.11]
CONJESTED('796_388') Truth=[1]
CONJESTED('463_714') Truth=[0.19]
CONJESTED('682_167') Truth=[0.19]
CONJESTED('727_165') Truth=[0.25]
CONJESTED('222_771') Truth=[1]
CONJESTED('1374_1017') Truth=[0.02]
CONJESTED('102_70') Truth=[0.13]
CONJESTED('940_41') Truth=[0.13]
CONJESTED('300_644') Truth=[1]
CONJESTED('107_1364') Truth=[1]
CONJESTED('1153_140') Truth=[1]
CONJESTED('302_213') Truth=[0.15]
